trip_id,start_time,end_time,start_station,end_station,duration_minutes,member_type
3935,2023-06-11 10:19:37,2023-06-11 10:48:37,Midtown,Elm Street,29,member
3932,2023-06-11 10:24:21,2023-06-11 10:35:21,Harbor View,Lakeside,11,member
3931,2023-06-11 10:27:00,2023-06-11 11:05:00,University,City Hall,38,casual
3933,2023-06-11 10:28:57,2023-06-11 10:49:57,Union Station,City Hall,21,member
3926,2023-06-11 10:36:00,2023-06-11 10:50:00,Tech Campus,Tech Campus,14,casual
3928,2023-06-11 10:49:01,2023-06-11 10:59:01,Oak Avenue,Midtown,10,casual
3927,2023-06-11 10:50:23,2023-06-11 11:16:23,Oak Avenue,Oak Avenue,26,member
3929,2023-06-11 10:53:26,2023-06-11 11:08:26,Oak Avenue,University,15,member
3925,2023-06-11 10:57:15,2023-06-11 11:22:15,Downtown,Maple Drive,25,member
3942,2023-06-11 11:08:19,2023-06-11 11:24:19,City Hall,Maple Drive,16,member
3952,2023-06-11 11:10:06,2023-06-11 11:46:06,Harbor View,Market Square,36,casual
3939,2023-06-11 11:11:20,2023-06-11 11:34:20,Elm Street,Market Square,23,casual
3945,2023-06-11 11:11:53,2023-06-11 11:14:53,Union Station,Central Park,3,member
3947,2023-06-11 11:13:14,2023-06-11 11:23:14,Tech Campus,Pine Road,10,member
3941,2023-06-11 11:13:19,2023-06-11 11:16:19,Market Square,City Hall,3,member
3940,2023-06-11 11:15:47,2023-06-11 11:18:47,Central Park,Midtown,3,member
3943,2023-06-11 11:15:55,2023-06-11 11:29:55,Elm Street,Tech Campus,14,member
3950,2023-06-11 11:17:01,2023-06-11 11:30:01,Midtown,Downtown,13,member
3944,2023-06-11 11:18:54,2023-06-11 11:38:54,Oak Avenue,Midtown,20,member
3949,2023-06-11 11:20:40,2023-06-11 11:23:40,Elm Street,University,3,member
3948,2023-06-11 11:22:11,2023-06-11 11:28:11,Midtown,Riverside,6,casual
3946,2023-06-11 11:23:28,2023-06-11 11:41:28,Union Station,Riverside,18,casual
3951,2023-06-11 11:27:25,2023-06-11 11:53:25,Oak Avenue,Oak Avenue,26,member
3938,2023-06-11 11:29:49,2023-06-11 11:58:49,Downtown,Harbor View,29,casual
3936,2023-06-11 11:32:17,2023-06-11 12:01:17,Riverside,Harbor View,29,casual
3953,2023-06-11 11:38:08,2023-06-11 11:57:08,City Hall,University,19,member
3937,2023-06-11 11:39:39,2023-06-11 12:04:39,University,Market Square,25,member
3954,2023-06-11 11:59:49,2023-06-11 12:14:49,Central Park,Midtown,15,member
3962,2023-06-11 12:00:03,2023-06-11 12:14:03,Oak Avenue,Pine Road,14,member
3971,2023-06-11 12:00:50,2023-06-11 12:25:50,Maple Drive,City Hall,25,member
3957,2023-06-11 12:02:13,2023-06-11 12:20:13,City Hall,Downtown,18,member
3960,2023-06-11 12:03:06,2023-06-11 12:08:06,Riverside,Tech Campus,5,member
3963,2023-06-11 12:06:24,2023-06-11 12:18:24,Central Park,Central Park,12,casual
3959,2023-06-11 12:09:02,2023-06-11 12:30:02,University,City Hall,21,casual
3958,2023-06-11 12:10:32,2023-06-11 12:39:32,Downtown,Tech Campus,29,member
3968,2023-06-11 12:13:08,2023-06-11 12:30:08,University,Pine Road,17,member
3970,2023-06-11 12:18:21,2023-06-11 12:28:21,Market Square,Downtown,10,member
3965,2023-06-11 12:23:22,2023-06-11 12:33:22,Oak Avenue,Market Square,10,member
3964,2023-06-11 12:24:45,2023-06-11 12:40:45,Harbor View,City Hall,16,member
3966,2023-06-11 12:28:37,2023-06-11 13:04:37,Central Park,Riverside,36,member
3969,2023-06-11 12:29:58,2023-06-11 12:42:58,Lakeside,Elm Street,13,casual
3961,2023-06-11 12:31:38,2023-06-11 12:42:38,Harbor View,City Hall,11,member
3973,2023-06-11 12:42:28,2023-06-11 13:13:28,Harbor View,University,31,casual
3974,2023-06-11 12:45:27,2023-06-11 12:58:27,Pine Road,Harbor View,13,member
3972,2023-06-11 12:48:22,2023-06-11 13:10:22,Midtown,City Hall,22,casual
3975,2023-06-11 12:48:26,2023-06-11 13:13:26,City Hall,Central Park,25,member
3967,2023-06-11 12:50:49,2023-06-11 13:07:49,Tech Campus,Maple Drive,17,casual
3956,2023-06-11 12:54:53,2023-06-11 13:19:53,Central Park,Downtown,25,member
3955,2023-06-11 12:57:25,2023-06-11 13:02:25,University,Oak Avenue,5,member
3977,2023-06-11 13:03:26,2023-06-11 13:11:26,Oak Avenue,Union Station,8,member
3984,2023-06-11 13:05:18,2023-06-11 13:15:18,Downtown,Central Park,10,member
3981,2023-06-11 13:09:12,2023-06-11 13:24:12,Tech Campus,Oak Avenue,15,member
3988,2023-06-11 13:09:16,2023-06-11 13:12:16,University,Tech Campus,3,member
3985,2023-06-11 13:12:01,2023-06-11 13:52:01,Riverside,Harbor View,40,casual
3978,2023-06-11 13:15:04,2023-06-11 13:18:04,Pine Road,City Hall,3,member
3987,2023-06-11 13:36:58,2023-06-11 13:47:58,Maple Drive,Maple Drive,11,member
3980,2023-06-11 13:40:27,2023-06-11 13:48:27,Riverside,Tech Campus,8,member
3989,2023-06-11 13:40:32,2023-06-11 14:03:32,Riverside,Central Park,23,casual
3979,2023-06-11 13:40:35,2023-06-11 13:53:35,University,Pine Road,13,casual
3991,2023-06-11 13:42:35,2023-06-11 14:04:35,University,Tech Campus,22,member
3983,2023-06-11 13:46:18,2023-06-11 13:58:18,Riverside,Midtown,12,member
3990,2023-06-11 13:48:34,2023-06-11 13:58:34,Maple Drive,Market Square,10,member
3986,2023-06-11 13:49:58,2023-06-11 14:12:58,Riverside,Oak Avenue,23,casual
3976,2023-06-11 13:52:44,2023-06-11 14:04:44,Pine Road,Tech Campus,12,member
3982,2023-06-11 13:55:08,2023-06-11 14:08:08,University,Downtown,13,member
3992,2023-06-11 13:56:21,2023-06-11 14:28:21,Midtown,Riverside,32,casual
4018,2023-06-11 14:03:59,2023-06-11 14:06:59,Tech Campus,City Hall,3,casual
4010,2023-06-11 14:09:50,2023-06-11 14:34:50,Harbor View,Elm Street,25,casual
4006,2023-06-11 14:11:38,2023-06-11 14:44:38,Maple Drive,Union Station,33,member
4008,2023-06-11 14:17:55,2023-06-11 14:38:55,City Hall,Market Square,21,member
3997,2023-06-11 14:22:14,2023-06-11 14:42:14,Lakeside,Midtown,20,member
4001,2023-06-11 14:23:53,2023-06-11 14:47:53,City Hall,Union Station,24,member
3994,2023-06-11 14:24:51,2023-06-11 14:32:51,University,Market Square,8,member
3999,2023-06-11 14:26:16,2023-06-11 14:36:16,Elm Street,Harbor View,10,member
4003,2023-06-11 14:26:20,2023-06-11 15:07:20,University,Elm Street,41,casual
4017,2023-06-11 14:28:41,2023-06-11 14:31:41,Maple Drive,Midtown,3,member
3995,2023-06-11 14:28:55,2023-06-11 14:58:55,Lakeside,Midtown,30,member
4014,2023-06-11 14:33:18,2023-06-11 14:49:18,Union Station,Riverside,16,member
4016,2023-06-11 14:35:43,2023-06-11 15:05:43,Central Park,Lakeside,30,member
4000,2023-06-11 14:37:27,2023-06-11 14:59:27,Lakeside,Oak Avenue,22,member
4007,2023-06-11 14:37:49,2023-06-11 14:49:49,Riverside,Market Square,12,casual
4015,2023-06-11 14:39:33,2023-06-11 14:53:33,Central Park,City Hall,14,member
4002,2023-06-11 14:40:08,2023-06-11 14:47:08,Oak Avenue,Central Park,7,casual
4012,2023-06-11 14:44:00,2023-06-11 14:59:00,Harbor View,Maple Drive,15,member
4011,2023-06-11 14:44:59,2023-06-11 15:21:59,Downtown,Maple Drive,37,casual
4005,2023-06-11 14:48:28,2023-06-11 15:17:28,Midtown,University,29,casual
3993,2023-06-11 14:49:17,2023-06-11 15:10:17,Pine Road,Downtown,21,member
4009,2023-06-11 14:50:42,2023-06-11 15:12:42,Tech Campus,Midtown,22,member
3998,2023-06-11 14:53:23,2023-06-11 15:06:23,Lakeside,University,13,member
4004,2023-06-11 14:54:07,2023-06-11 15:21:07,Downtown,University,27,casual
4013,2023-06-11 14:54:56,2023-06-11 15:20:56,Central Park,Tech Campus,26,member
3996,2023-06-11 14:56:23,2023-06-11 15:19:23,Central Park,Market Square,23,member
4029,2023-06-11 15:00:54,2023-06-11 15:10:54,Oak Avenue,Midtown,10,member
4024,2023-06-11 15:17:08,2023-06-11 15:24:08,University,Downtown,7,member
4019,2023-06-11 15:25:31,2023-06-11 15:29:31,Union Station,University,4,member
4030,2023-06-11 15:27:56,2023-06-11 15:57:56,Midtown,Oak Avenue,30,member
4027,2023-06-11 15:32:10,2023-06-11 16:04:10,Oak Avenue,University,32,member
4037,2023-06-11 15:34:56,2023-06-11 16:15:56,Maple Drive,Elm Street,41,member
4031,2023-06-11 15:35:23,2023-06-11 16:00:23,Maple Drive,Downtown,25,member
4020,2023-06-11 15:40:14,2023-06-11 16:07:14,Pine Road,Central Park,27,casual
4034,2023-06-11 15:41:56,2023-06-11 16:06:56,Downtown,Union Station,25,member
4026,2023-06-11 15:43:36,2023-06-11 16:31:36,University,Union Station,48,casual
4036,2023-06-11 15:45:44,2023-06-11 16:07:44,Midtown,Maple Drive,22,member
4028,2023-06-11 15:47:40,2023-06-11 15:59:40,City Hall,Maple Drive,12,member
4038,2023-06-11 15:48:46,2023-06-11 16:13:46,Maple Drive,Union Station,25,member
4033,2023-06-11 15:48:55,2023-06-11 16:16:55,Riverside,Tech Campus,28,member
4021,2023-06-11 15:50:51,2023-06-11 16:01:51,City Hall,City Hall,11,casual
4023,2023-06-11 15:53:03,2023-06-11 16:23:03,Elm Street,Market Square,30,member
4032,2023-06-11 15:55:12,2023-06-11 16:08:12,Central Park,Market Square,13,member
4025,2023-06-11 15:55:34,2023-06-11 16:22:34,Riverside,University,27,casual
4022,2023-06-11 15:56:50,2023-06-11 16:13:50,Downtown,Central Park,17,member
4035,2023-06-11 15:57:21,2023-06-11 16:13:21,Tech Campus,Lakeside,16,casual
4043,2023-06-11 16:02:39,2023-06-11 16:21:39,Pine Road,Union Station,19,member
4039,2023-06-11 16:03:17,2023-06-11 16:18:17,Riverside,City Hall,15,member
4052,2023-06-11 16:12:42,2023-06-11 16:33:42,Harbor View,Downtown,21,member
4053,2023-06-11 16:20:55,2023-06-11 16:47:55,Union Station,Tech Campus,27,casual
4055,2023-06-11 16:22:27,2023-06-11 16:45:27,Tech Campus,Harbor View,23,casual
4040,2023-06-11 16:24:57,2023-06-11 16:38:57,Riverside,Downtown,14,member
4044,2023-06-11 16:25:33,2023-06-11 16:51:33,Harbor View,City Hall,26,member
4047,2023-06-11 16:25:57,2023-06-11 16:47:57,Oak Avenue,Elm Street,22,casual
4051,2023-06-11 16:28:22,2023-06-11 16:54:22,Oak Avenue,Maple Drive,26,casual
4050,2023-06-11 16:33:27,2023-06-11 17:00:27,Harbor View,Downtown,27,casual
4041,2023-06-11 16:33:40,2023-06-11 16:50:40,Pine Road,City Hall,17,member
4049,2023-06-11 16:33:59,2023-06-11 17:05:59,University,University,32,casual
4054,2023-06-11 16:34:13,2023-06-11 16:46:13,Pine Road,Elm Street,12,member
4056,2023-06-11 16:34:23,2023-06-11 16:52:23,Riverside,Oak Avenue,18,casual
4042,2023-06-11 16:41:13,2023-06-11 16:48:13,Tech Campus,Elm Street,7,member
4048,2023-06-11 16:41:45,2023-06-11 17:03:45,University,City Hall,22,member
4045,2023-06-11 16:52:28,2023-06-11 17:05:28,Elm Street,Market Square,13,member
4046,2023-06-11 16:59:38,2023-06-11 17:37:38,Lakeside,Midtown,38,casual
4069,2023-06-11 17:00:40,2023-06-11 17:03:40,Elm Street,Downtown,3,casual
4058,2023-06-11 17:06:29,2023-06-11 17:23:29,Midtown,Lakeside,17,casual
4072,2023-06-11 17:08:20,2023-06-11 17:24:20,Central Park,Maple Drive,16,casual
4070,2023-06-11 17:10:30,2023-06-11 17:33:30,Lakeside,Harbor View,23,member
4063,2023-06-11 17:11:30,2023-06-11 17:29:30,Elm Street,Lakeside,18,member
4061,2023-06-11 17:13:00,2023-06-11 17:37:00,Union Station,Central Park,24,casual
4064,2023-06-11 17:16:20,2023-06-11 17:23:20,City Hall,Pine Road,7,member
4085,2023-06-11 17:18:08,2023-06-11 17:45:08,Maple Drive,Tech Campus,27,member
4066,2023-06-11 17:19:27,2023-06-11 17:40:27,City Hall,Riverside,21,member
4062,2023-06-11 17:21:13,2023-06-11 17:24:13,Central Park,Midtown,3,casual
4059,2023-06-11 17:21:35,2023-06-11 17:53:35,Elm Street,Downtown,32,member
4077,2023-06-11 17:22:47,2023-06-11 17:29:47,Maple Drive,Pine Road,7,member
4084,2023-06-11 17:23:09,2023-06-11 17:57:09,Central Park,Midtown,34,casual
4081,2023-06-11 17:27:22,2023-06-11 17:46:22,Harbor View,University,19,member
4060,2023-06-11 17:27:27,2023-06-11 17:49:27,Elm Street,Harbor View,22,member
4074,2023-06-11 17:28:58,2023-06-11 17:42:58,City Hall,Central Park,14,member
4088,2023-06-11 17:29:01,2023-06-11 17:38:01,Tech Campus,Maple Drive,9,member
4086,2023-06-11 17:29:39,2023-06-11 17:46:39,Riverside,Maple Drive,17,member
4078,2023-06-11 17:30:06,2023-06-11 17:33:06,Lakeside,Oak Avenue,3,casual
4080,2023-06-11 17:30:06,2023-06-11 17:34:06,University,Tech Campus,4,casual
4076,2023-06-11 17:31:13,2023-06-11 17:41:13,Midtown,Pine Road,10,casual
4067,2023-06-11 17:34:29,2023-06-11 18:01:29,Union Station,Elm Street,27,casual
4082,2023-06-11 17:38:39,2023-06-11 17:45:39,Maple Drive,Pine Road,7,member
4073,2023-06-11 17:41:32,2023-06-11 18:04:32,Lakeside,Oak Avenue,23,member
4065,2023-06-11 17:47:45,2023-06-11 18:13:45,Downtown,Elm Street,26,member
4057,2023-06-11 17:49:48,2023-06-11 17:58:48,University,University,9,casual
4079,2023-06-11 17:50:45,2023-06-11 18:27:45,Pine Road,Oak Avenue,37,member
4075,2023-06-11 17:52:09,2023-06-11 18:08:09,Riverside,Market Square,16,casual
4087,2023-06-11 17:53:05,2023-06-11 17:56:05,Riverside,Oak Avenue,3,casual
4083,2023-06-11 17:54:15,2023-06-11 18:17:15,Union Station,Union Station,23,member
4071,2023-06-11 17:58:47,2023-06-11 18:20:47,Midtown,Lakeside,22,member
4068,2023-06-11 17:59:30,2023-06-11 18:02:30,Central Park,Midtown,3,casual
4091,2023-06-11 18:02:04,2023-06-11 18:31:04,University,Maple Drive,29,casual
4105,2023-06-11 18:09:01,2023-06-11 18:27:01,Elm Street,University,18,casual
4092,2023-06-11 18:09:26,2023-06-11 18:38:26,Central Park,University,29,member
4096,2023-06-11 18:13:22,2023-06-11 18:26:22,Central Park,City Hall,13,member
4095,2023-06-11 18:14:20,2023-06-11 18:41:20,Market Square,Elm Street,27,member
4104,2023-06-11 18:18:00,2023-06-11 18:38:00,Midtown,Maple Drive,20,casual
4098,2023-06-11 18:24:15,2023-06-11 18:57:15,Midtown,University,33,casual
4099,2023-06-11 18:24:54,2023-06-11 18:39:54,Market Square,Pine Road,15,casual
4097,2023-06-11 18:25:30,2023-06-11 18:43:30,Oak Avenue,City Hall,18,casual
4094,2023-06-11 18:29:58,2023-06-11 18:41:58,Elm Street,Midtown,12,casual
4102,2023-06-11 18:33:09,2023-06-11 18:46:09,Market Square,Downtown,13,casual
4093,2023-06-11 18:36:45,2023-06-11 18:54:45,Riverside,Pine Road,18,member
4090,2023-06-11 18:37:07,2023-06-11 19:15:07,Union Station,Maple Drive,38,casual
4101,2023-06-11 18:42:26,2023-06-11 19:00:26,University,Tech Campus,18,member
4089,2023-06-11 18:48:07,2023-06-11 18:56:07,Tech Campus,Harbor View,8,casual
4100,2023-06-11 18:51:09,2023-06-11 19:15:09,Harbor View,Maple Drive,24,member
4103,2023-06-11 18:57:10,2023-06-11 19:26:10,Maple Drive,Harbor View,29,casual
4114,2023-06-11 19:00:51,2023-06-11 19:16:51,Market Square,Downtown,16,casual
4107,2023-06-11 19:01:35,2023-06-11 19:19:35,Downtown,Central Park,18,member
4115,2023-06-11 19:02:11,2023-06-11 19:05:11,Riverside,Tech Campus,3,casual
4112,2023-06-11 19:03:46,2023-06-11 19:15:46,Union Station,Oak Avenue,12,member
4128,2023-06-11 19:06:35,2023-06-11 19:34:35,Oak Avenue,City Hall,28,casual
4108,2023-06-11 19:07:25,2023-06-11 19:16:25,Pine Road,Riverside,9,casual
4121,2023-06-11 19:08:08,2023-06-11 19:21:08,City Hall,Tech Campus,13,casual
4129,2023-06-11 19:08:42,2023-06-11 19:19:42,University,Maple Drive,11,casual
4116,2023-06-11 19:17:04,2023-06-11 19:30:04,Tech Campus,Elm Street,13,casual
4106,2023-06-11 19:24:50,2023-06-11 19:49:50,Union Station,Tech Campus,25,member
4119,2023-06-11 19:26:27,2023-06-11 19:58:27,University,Central Park,32,member
4127,2023-06-11 19:31:59,2023-06-11 19:52:59,Elm Street,Market Square,21,casual
4117,2023-06-11 19:38:48,2023-06-11 20:02:48,Oak Avenue,Maple Drive,24,member
4130,2023-06-11 19:41:01,2023-06-11 20:02:01,Lakeside,Maple Drive,21,member
4120,2023-06-11 19:41:01,2023-06-11 20:08:01,Elm Street,Lakeside,27,casual
4111,2023-06-11 19:45:48,2023-06-11 20:06:48,Union Station,City Hall,21,casual
4126,2023-06-11 19:47:15,2023-06-11 20:07:15,Union Station,Downtown,20,member
4131,2023-06-11 19:51:31,2023-06-11 19:55:31,City Hall,Elm Street,4,member
4113,2023-06-11 19:52:38,2023-06-11 20:06:38,Harbor View,Elm Street,14,member
4110,2023-06-11 19:54:41,2023-06-11 20:05:41,Midtown,Riverside,11,member
4125,2023-06-11 19:55:05,2023-06-11 20:22:05,Elm Street,Riverside,27,casual
4122,2023-06-11 19:55:48,2023-06-11 20:03:48,Oak Avenue,Market Square,8,casual
4109,2023-06-11 19:56:41,2023-06-11 20:11:41,Riverside,Tech Campus,15,casual
4123,2023-06-11 19:57:44,2023-06-11 20:32:44,Downtown,Union Station,35,casual
4124,2023-06-11 19:58:45,2023-06-11 20:14:45,Riverside,City Hall,16,casual
4118,2023-06-11 19:59:16,2023-06-11 20:30:16,Maple Drive,Riverside,31,member
4145,2023-06-11 20:01:59,2023-06-11 20:30:59,City Hall,Midtown,29,casual
4142,2023-06-11 20:08:20,2023-06-11 20:19:20,Harbor View,Central Park,11,member
4139,2023-06-11 20:11:35,2023-06-11 20:32:35,Midtown,Pine Road,21,member
4141,2023-06-11 20:15:51,2023-06-11 20:29:51,Tech Campus,Oak Avenue,14,member
4136,2023-06-11 20:25:11,2023-06-11 20:37:11,University,University,12,member
4132,2023-06-11 20:25:55,2023-06-11 20:54:55,Elm Street,Lakeside,29,casual
4133,2023-06-11 20:26:59,2023-06-11 20:35:59,Riverside,University,9,member
4144,2023-06-11 20:35:53,2023-06-11 20:57:53,Maple Drive,Elm Street,22,member
4143,2023-06-11 20:38:53,2023-06-11 21:05:53,Harbor View,University,27,member
4138,2023-06-11 20:44:12,2023-06-11 20:52:12,University,Downtown,8,member
4135,2023-06-11 20:49:50,2023-06-11 21:05:50,Pine Road,Central Park,16,member
4137,2023-06-11 20:53:44,2023-06-11 21:07:44,Elm Street,Union Station,14,member
4134,2023-06-11 20:57:42,2023-06-11 21:13:42,Maple Drive,Pine Road,16,member
4140,2023-06-11 20:57:45,2023-06-11 21:01:45,Harbor View,Market Square,4,member
4155,2023-06-11 21:01:07,2023-06-11 21:35:07,Tech Campus,Pine Road,34,member
4149,2023-06-11 21:05:34,2023-06-11 21:18:34,City Hall,Downtown,13,casual
4151,2023-06-11 21:23:49,2023-06-11 21:56:49,Central Park,Market Square,33,member
4146,2023-06-11 21:28:06,2023-06-11 21:43:06,Midtown,Lakeside,15,member
4147,2023-06-11 21:30:35,2023-06-11 21:36:35,Downtown,Central Park,6,member
4157,2023-06-11 21:31:17,2023-06-11 21:56:17,Union Station,University,25,casual
4150,2023-06-11 21:33:27,2023-06-11 21:50:27,Union Station,Union Station,17,casual
4153,2023-06-11 21:35:53,2023-06-11 22:00:53,Harbor View,Union Station,25,member
4158,2023-06-11 21:38:22,2023-06-11 22:10:22,Central Park,Central Park,32,member
4154,2023-06-11 21:41:01,2023-06-11 21:53:01,Lakeside,Central Park,12,member
4156,2023-06-11 21:41:32,2023-06-11 22:11:32,University,Downtown,30,member
4152,2023-06-11 21:45:40,2023-06-11 22:07:40,Central Park,Elm Street,22,casual
4148,2023-06-11 21:55:22,2023-06-11 22:06:22,Downtown,University,11,member
4167,2023-06-11 22:03:46,2023-06-11 22:28:46,University,Elm Street,25,casual
4161,2023-06-11 22:08:51,2023-06-11 22:24:51,Market Square,Lakeside,16,member
4159,2023-06-11 22:13:52,2023-06-11 22:22:52,City Hall,Pine Road,9,member
4164,2023-06-11 22:18:01,2023-06-11 22:33:01,Midtown,Lakeside,15,casual
4163,2023-06-11 22:23:15,2023-06-11 22:35:15,Harbor View,Lakeside,12,casual
4160,2023-06-11 22:24:10,2023-06-11 22:43:10,Harbor View,Pine Road,19,member
4162,2023-06-11 22:24:41,2023-06-11 22:40:41,Maple Drive,Lakeside,16,member
4171,2023-06-11 22:32:12,2023-06-11 22:47:12,Pine Road,Maple Drive,15,casual
4166,2023-06-11 22:42:38,2023-06-11 22:53:38,Lakeside,Midtown,11,member
4169,2023-06-11 22:46:04,2023-06-11 23:10:04,Market Square,University,24,casual
4168,2023-06-11 22:50:13,2023-06-11 23:02:13,Tech Campus,Riverside,12,member
4165,2023-06-11 22:51:41,2023-06-11 23:00:41,Lakeside,Market Square,9,member
4170,2023-06-11 22:57:35,2023-06-11 23:29:35,University,Tech Campus,32,casual
4172,2023-06-11 23:35:47,2023-06-11 23:52:47,Downtown,Riverside,17,casual
4173,2023-06-11 23:59:22,2023-06-12 00:03:22,Pine Road,Central Park,4,casual
4175,2023-06-12 00:15:09,2023-06-12 01:00:09,Union Station,Downtown,45,casual
4174,2023-06-12 00:53:31,2023-06-12 01:16:31,Downtown,Market Square,23,member
4176,2023-06-12 01:30:00,2023-06-12 01:50:00,Midtown,Elm Street,20,casual
4178,2023-06-12 02:35:13,2023-06-12 02:45:13,Market Square,Riverside,10,casual
4179,2023-06-12 02:46:27,2023-06-12 02:51:27,Oak Avenue,Maple Drive,5,member
4177,2023-06-12 02:56:41,2023-06-12 03:19:41,University,Lakeside,23,casual
4181,2023-06-12 03:03:23,2023-06-12 03:23:23,Central Park,Elm Street,20,member
4182,2023-06-12 03:29:10,2023-06-12 03:46:10,Maple Drive,Downtown,17,member
4180,2023-06-12 03:48:46,2023-06-12 04:03:46,Lakeside,Market Square,15,member
4184,2023-06-12 04:02:44,2023-06-12 04:12:44,Maple Drive,Harbor View,10,casual
4185,2023-06-12 04:54:37,2023-06-12 05:13:37,Tech Campus,Market Square,19,member
4183,2023-06-12 04:58:48,2023-06-12 05:18:48,Oak Avenue,Lakeside,20,member
4187,2023-06-12 05:04:26,2023-06-12 05:30:26,Tech Campus,City Hall,26,member
4189,2023-06-12 05:19:21,2023-06-12 05:43:21,Elm Street,City Hall,24,member
4190,2023-06-12 05:21:14,2023-06-12 05:39:14,Midtown,City Hall,18,member
4186,2023-06-12 05:43:00,2023-06-12 05:54:00,Riverside,Elm Street,11,casual
4188,2023-06-12 05:43:08,2023-06-12 06:10:08,Maple Drive,Maple Drive,27,member
4192,2023-06-12 06:14:48,2023-06-12 06:17:48,Lakeside,Tech Campus,3,member
4191,2023-06-12 06:43:43,2023-06-12 07:02:43,Pine Road,Pine Road,19,member
4193,2023-06-12 06:51:46,2023-06-12 07:10:46,Maple Drive,Midtown,19,member
4236,2023-06-12 07:01:22,2023-06-12 07:29:22,Central Park,Oak Avenue,28,member
4220,2023-06-12 07:02:54,2023-06-12 07:30:54,Pine Road,Central Park,28,member
4211,2023-06-12 07:05:38,2023-06-12 07:26:38,Lakeside,Downtown,21,member
4201,2023-06-12 07:06:05,2023-06-12 07:09:05,Market Square,Tech Campus,3,casual
4204,2023-06-12 07:06:26,2023-06-12 07:19:26,Harbor View,Riverside,13,member
4209,2023-06-12 07:07:32,2023-06-12 07:39:32,University,Central Park,32,member
4219,2023-06-12 07:09:03,2023-06-12 07:35:03,Riverside,University,26,member
4229,2023-06-12 07:09:43,2023-06-12 07:12:43,Midtown,Harbor View,3,member
4216,2023-06-12 07:11:48,2023-06-12 07:19:48,Riverside,Market Square,8,casual
4226,2023-06-12 07:14:58,2023-06-12 07:40:58,Lakeside,City Hall,26,casual
4234,2023-06-12 07:15:25,2023-06-12 07:46:25,Oak Avenue,Midtown,31,member
4205,2023-06-12 07:16:24,2023-06-12 07:49:24,Downtown,City Hall,33,casual
4235,2023-06-12 07:20:28,2023-06-12 07:40:28,Lakeside,Harbor View,20,member
4202,2023-06-12 07:20:48,2023-06-12 07:41:48,Pine Road,Riverside,21,casual
4199,2023-06-12 07:21:05,2023-06-12 07:37:05,Union Station,Lakeside,16,member
4197,2023-06-12 07:22:07,2023-06-12 07:35:07,Harbor View,Riverside,13,member
4195,2023-06-12 07:22:11,2023-06-12 07:53:11,Central Park,Elm Street,31,member
4222,2023-06-12 07:23:28,2023-06-12 07:48:28,University,Harbor View,25,member
4230,2023-06-12 07:24:57,2023-06-12 07:29:57,Lakeside,Tech Campus,5,casual
4213,2023-06-12 07:31:03,2023-06-12 07:48:03,Tech Campus,Maple Drive,17,member
4233,2023-06-12 07:32:31,2023-06-12 07:51:31,Central Park,City Hall,19,member
4198,2023-06-12 07:35:45,2023-06-12 07:41:45,Pine Road,Tech Campus,6,member
4194,2023-06-12 07:36:01,2023-06-12 08:05:01,Market Square,Downtown,29,member
4214,2023-06-12 07:37:34,2023-06-12 07:57:34,Central Park,Midtown,20,casual
4223,2023-06-12 07:39:04,2023-06-12 08:03:04,Oak Avenue,Union Station,24,casual
4212,2023-06-12 07:39:38,2023-06-12 07:50:38,Tech Campus,City Hall,11,member
4210,2023-06-12 07:39:59,2023-06-12 07:54:59,Union Station,University,15,member
4224,2023-06-12 07:40:16,2023-06-12 08:03:16,Riverside,Midtown,23,member
4196,2023-06-12 07:43:24,2023-06-12 07:48:24,Midtown,Central Park,5,casual
4232,2023-06-12 07:43:39,2023-06-12 08:06:39,City Hall,Maple Drive,23,member
4228,2023-06-12 07:43:41,2023-06-12 07:49:41,City Hall,Tech Campus,6,member
4227,2023-06-12 07:43:41,2023-06-12 08:10:41,Oak Avenue,Harbor View,27,member
4203,2023-06-12 07:44:02,2023-06-12 08:11:02,Harbor View,Central Park,27,member
4208,2023-06-12 07:48:27,2023-06-12 07:51:27,Union Station,Elm Street,3,member
4207,2023-06-12 07:48:55,2023-06-12 08:05:55,Market Square,Midtown,17,member
4221,2023-06-12 07:50:46,2023-06-12 08:08:46,Central Park,Harbor View,18,member
4217,2023-06-12 07:52:49,2023-06-12 07:57:49,Union Station,Market Square,5,member
4206,2023-06-12 07:53:30,2023-06-12 08:21:30,Tech Campus,University,28,casual
4225,2023-06-12 07:54:45,2023-06-12 08:14:45,University,Midtown,20,member
4218,2023-06-12 07:54:59,2023-06-12 08:09:59,City Hall,Pine Road,15,member
4231,2023-06-12 07:58:28,2023-06-12 08:17:28,City Hall,Downtown,19,member
4200,2023-06-12 07:58:40,2023-06-12 08:32:40,City Hall,Oak Avenue,34,member
4215,2023-06-12 07:58:43,2023-06-12 08:13:43,Riverside,Pine Road,15,casual
4240,2023-06-12 08:00:08,2023-06-12 08:19:08,Lakeside,Elm Street,19,member
4253,2023-06-12 08:04:56,2023-06-12 08:37:56,Lakeside,Pine Road,33,member
4254,2023-06-12 08:07:46,2023-06-12 08:26:46,University,Downtown,19,member
4251,2023-06-12 08:15:34,2023-06-12 08:37:34,Pine Road,Elm Street,22,member
4259,2023-06-12 08:16:44,2023-06-12 08:34:44,Maple Drive,City Hall,18,casual
