Date,Close
2023-11-16,436.09
2023-11-17,444.52
2023-11-20,430.56
2023-11-21,426.86
2023-11-22,443.06
2023-11-23,445.33
2023-11-24,477.83
2023-11-27,483.92
2023-11-28,487.14
2023-11-29,483.06
2023-11-30,485.41
2023-12-01,483.61
2023-12-04,494.42
2023-12-05,509.26
2023-12-06,497.82
2023-12-07,478.74
2023-12-08,453.47
2023-12-11,460.83
2023-12-12,446.21
2023-12-13,418.66
2023-12-14,423.94
2023-12-15,457.25
2023-12-18,457.56
2023-12-19,469.62
2023-12-20,471.18
2023-12-21,470.19
2023-12-22,483.75
2023-12-25,479.97
2023-12-26,484.25
2023-12-27,489.37
2023-12-28,480.07
2023-12-29,495.0
