Date,Open,High,Low,Close,Adj Close,Volume
2020-09-23,216.61,220.32,215.30,218.62,214.25,48613678
2020-09-24,219.14,219.33,217.78,218.54,214.17,42091165
2020-09-25,218.95,219.12,212.30,213.99,209.71,48278992
2020-09-28,214.56,215.87,212.84,214.74,210.45,11399624
2020-09-29,214.20,222.31,212.82,220.51,216.10,43036240
2020-09-30,220.46,220.55,215.87,216.02,211.70,23815514
2020-10-01,215.09,221.31,214.46,219.45,215.06,18902145
2020-10-02,219.62,221.12,215.58,217.01,212.67,31729193
2020-10-05,217.14,220.68,215.44,219.55,215.16,41276530
2020-10-06,219.21,220.72,218.14,218.42,214.05,10263193
2020-10-07,217.53,218.40,207.94,209.62,205.43,27856792
2020-10-08,209.83,211.06,208.45,209.64,205.45,26902766
2020-10-09,210.63,213.15,209.92,212.17,207.93,30194479
2020-10-12,212.03,214.06,210.71,212.70,208.45,10750834
2020-10-13,212.19,213.28,211.65,213.13,208.87,30501367
2020-10-14,213.55,214.82,209.06,210.54,206.33,26251916
2020-10-15,211.43,212.32,208.20,209.72,205.53,11860634
2020-10-16,208.99,211.21,208.09,210.84,206.62,42227971
2020-10-19,210.02,211.13,208.24,209.43,205.24,26772150
2020-10-20,210.16,210.18,208.55,209.38,205.19,10684088
2020-10-21,210.37,210.86,207.77,208.81,204.63,30550493
2020-10-22,208.15,208.69,204.37,204.91,200.81,14793520
2020-10-23,204.75,208.97,204.60,208.00,203.84,21891283
2020-10-26,208.89,210.79,207.90,209.35,205.16,46383942
2020-10-27,208.96,211.81,208.30,209.91,205.71,46620393
2020-10-28,209.67,213.10,208.79,211.38,207.15,33898165
2020-10-29,212.33,214.23,211.69,213.96,209.68,18478915
2020-10-30,213.92,214.28,207.40,208.20,204.04,26416966
2020-11-02,208.18,209.33,206.54,207.02,202.88,30236644
2020-11-03,206.58,213.28,205.85,211.71,207.48,42839367
2020-11-04,211.07,216.70,211.02,215.16,210.86,35978942
2020-11-05,216.05,226.19,214.45,225.77,221.25,9641159
2020-11-06,225.59,229.37,224.32,228.37,223.80,21241765
2020-11-09,227.88,228.19,222.05,222.90,218.44,30299425
2020-11-10,222.86,232.91,221.85,232.11,227.47,33071684
2020-11-11,232.20,238.53,231.48,236.95,232.21,41031150
2020-11-12,236.17,236.67,229.14,230.47,225.86,16162787
2020-11-13,230.76,230.85,224.31,226.28,221.75,48402228
2020-11-16,227.21,228.07,221.75,221.77,217.33,22363638
2020-11-17,221.21,226.61,220.09,225.12,220.62,43603394
2020-11-18,225.05,227.14,223.67,225.78,221.26,15116321
2020-11-19,225.47,229.12,225.26,229.07,224.49,32915638
2020-11-20,229.73,231.88,229.03,230.42,225.81,28022815
2020-11-23,230.33,230.74,228.82,229.79,225.19,36954726
2020-11-24,229.69,234.50,229.60,234.37,229.68,12723241
2020-11-25,233.42,238.37,233.20,237.68,232.93,16029616
2020-11-26,237.71,244.15,237.05,243.05,238.19,33613164
2020-11-27,243.97,244.43,239.76,240.57,235.76,17378349
2020-11-30,240.36,244.17,238.59,242.70,237.85,35170468
2020-12-01,242.88,248.46,241.47,247.68,242.73,18809962
2020-12-02,248.27,249.42,245.13,246.73,241.80,41030011
2020-12-03,246.10,253.14,245.18,252.49,247.44,22606238
2020-12-04,253.42,254.05,249.69,250.47,245.46,31343182
2020-12-07,250.64,251.34,245.03,246.72,241.79,46430508
2020-12-08,247.32,251.22,246.14,249.38,244.39,13989082
2020-12-09,249.01,254.88,248.78,254.40,249.31,30052146
2020-12-10,254.24,254.52,252.12,252.89,247.83,17465719
2020-12-11,252.86,253.93,246.87,248.71,243.74,16625590
2020-12-14,247.99,248.62,243.81,244.71,239.82,8597790
2020-12-15,245.44,247.34,242.37,243.34,238.47,18094851
2020-12-16,243.35,248.15,241.98,247.16,242.22,32892486
2020-12-17,247.58,248.47,238.14,238.47,233.70,42943204
2020-12-18,238.05,245.03,236.97,244.48,239.59,16288313
2020-12-21,245.04,246.88,243.49,245.75,240.84,38239915
2020-12-22,244.98,246.53,242.45,244.10,239.22,29619676
2020-12-23,244.18,245.69,242.10,243.62,238.75,34619609
2020-12-24,242.82,244.48,231.60,233.10,228.44,24978908
2020-12-25,233.85,233.91,229.60,230.13,225.53,10837330
2020-12-28,230.68,231.15,218.34,219.96,215.56,44454904
2020-12-29,220.34,225.69,219.12,223.97,219.49,33733805
2020-12-30,223.38,225.37,223.26,224.96,220.46,28542828
2020-12-31,225.02,227.81,224.68,226.62,222.09,24638382
2021-01-01,227.34,229.31,224.67,226.03,221.51,11390452
2021-01-04,225.30,230.19,224.48,228.69,224.12,8978608
2021-01-05,227.94,237.37,227.44,235.64,230.93,26615544
2021-01-06,236.30,237.82,234.03,235.38,230.67,37847019
2021-01-07,235.64,239.33,235.49,238.58,233.81,11247485
2021-01-08,238.39,244.10,237.00,242.60,237.75,29767947
2021-01-11,242.76,244.50,236.94,238.63,233.86,11250630
2021-01-12,239.09,240.78,237.76,239.86,235.06,29039920
2021-01-13,239.66,245.64,238.01,243.70,238.83,38199758
2021-01-14,243.24,244.90,237.83,238.51,233.74,43784470
2021-01-15,239.09,245.14,237.57,243.35,238.48,8083177
2021-01-18,242.55,250.22,241.63,248.65,243.68,13337415
2021-01-19,248.56,252.68,247.70,250.70,245.69,13852537
2021-01-20,251.46,252.06,248.08,249.83,244.83,23389134
2021-01-21,248.99,254.19,247.69,252.86,247.80,8475385
2021-01-22,252.65,255.53,251.25,254.92,249.82,20713127
2021-01-25,254.11,254.54,253.33,253.49,248.42,44841156
2021-01-26,252.94,255.64,252.92,254.28,249.19,28056870
2021-01-27,254.12,259.27,253.98,259.01,253.83,30707387
2021-01-28,258.19,259.80,248.32,248.53,243.56,29666647
2021-01-29,249.08,251.60,248.81,250.09,245.09,14586707
2021-02-01,249.23,250.36,247.56,248.78,243.80,16013675
2021-02-02,249.04,249.34,242.48,243.30,238.43,34687878
2021-02-03,244.02,245.69,243.82,245.52,240.61,13264941
2021-02-04,246.45,247.08,242.25,242.53,237.68,23586984
2021-02-05,242.82,243.32,239.49,240.69,235.88,45774882
2021-02-08,239.74,241.43,237.14,238.89,234.11,18787228
2021-02-09,238.93,248.31,237.43,247.29,242.34,24833491
2021-02-10,247.88,248.36,242.65,243.42,238.55,21178722
2021-02-11,243.42,244.61,237.35,238.41,233.64,5809803
2021-02-12,237.67,248.51,236.53,246.79,241.85,29522415
2021-02-15,246.88,247.23,245.21,246.15,241.23,9898399
2021-02-16,245.67,247.68,245.55,247.60,242.65,31707651
2021-02-17,247.61,249.08,246.61,247.82,242.86,32879169
2021-02-18,248.10,249.18,244.24,244.55,239.66,10610104
2021-02-19,244.17,247.36,243.76,246.34,241.41,15427182
2021-02-22,246.61,248.28,241.47,242.83,237.97,9436908
2021-02-23,242.45,243.32,240.17,242.08,237.24,21014684
2021-02-24,241.95,244.50,240.73,243.59,238.72,25756104
2021-02-25,243.92,245.54,243.57,244.22,239.34,5849931
2021-02-26,243.55,245.46,241.75,242.80,237.94,22397769
2021-03-01,242.13,242.38,235.85,237.41,232.66,23036479
2021-03-02,238.21,238.88,236.43,237.29,232.54,40155261
2021-03-03,236.42,237.84,234.44,235.59,230.88,10172082
2021-03-04,234.70,236.42,231.11,231.44,226.81,15556894
2021-03-05,230.95,231.82,229.80,231.61,226.98,12739907
2021-03-08,230.70,233.97,230.21,232.24,227.60,36659585
2021-03-09,231.97,238.27,231.61,236.43,231.70,7373209
2021-03-10,236.91,237.75,228.44,229.08,224.50,32934507
2021-03-11,229.91,230.55,225.02,226.67,222.14,43355129
2021-03-12,227.47,227.83,222.33,223.94,219.46,8082215
2021-03-15,224.85,226.99,223.92,226.85,222.31,23945293
2021-03-16,226.02,228.26,225.28,227.35,222.80,24568615
2021-03-17,227.48,228.09,223.26,224.51,220.02,36133593
2021-03-18,225.51,227.06,217.03,218.49,214.12,41678969
2021-03-19,219.01,225.49,219.00,225.00,220.50,32517057
2021-03-22,225.27,230.63,225.25,229.24,224.66,27482635
2021-03-23,228.24,231.26,226.54,229.95,225.35,25636689
2021-03-24,229.43,234.36,229.31,233.38,228.71,14554522
2021-03-25,233.80,236.25,231.96,236.06,231.34,39880450
2021-03-26,235.98,237.48,228.54,229.70,225.11,38918683
2021-03-29,228.97,235.21,228.82,233.57,228.90,43105804
2021-03-30,232.83,238.99,231.13,238.41,233.64,31370607
2021-03-31,238.81,241.96,238.17,240.49,235.68,23250649
2021-04-01,239.76,242.99,239.54,241.45,236.62,12090571
2021-04-02,240.78,251.09,239.97,250.16,245.16,40965287
2021-04-05,250.06,250.99,244.49,246.19,241.27,11068043
2021-04-06,245.51,252.56,243.86,251.19,246.17,45486944
2021-04-07,250.85,258.38,250.35,258.20,253.04,28873492
2021-04-08,257.99,260.22,257.39,260.12,254.92,16668066
2021-04-09,260.02,265.59,259.52,264.09,258.81,36007197
2021-04-12,263.29,266.54,263.05,264.95,259.65,9138548
2021-04-13,264.21,272.15,263.47,270.50,265.09,47298552
2021-04-14,271.38,271.55,259.31,260.48,255.27,10032304
2021-04-15,261.28,262.86,261.02,261.97,256.73,27249936
2021-04-16,261.22,264.12,261.12,262.24,257.00,43512716
2021-04-19,262.23,263.00,255.70,256.55,251.42,28752729
2021-04-20,255.98,259.52,255.42,259.15,253.97,14974485
2021-04-21,258.64,265.09,257.82,264.50,259.21,41956090
2021-04-22,264.46,265.95,263.69,265.77,260.45,33134372
2021-04-23,265.82,269.70,264.22,268.44,263.07,6310634
2021-04-26,269.42,278.03,268.70,276.47,270.94,41541971
2021-04-27,276.60,277.94,276.06,277.30,271.75,6749056
2021-04-28,276.94,277.38,271.85,273.64,268.17,23853072
2021-04-29,273.70,287.08,271.70,285.55,279.84,15712239
2021-04-30,284.75,291.71,284.22,290.40,284.59,8751966
2021-05-03,290.55,293.39,289.77,291.42,285.59,16657617
2021-05-04,290.77,291.96,279.32,280.93,275.31,29077528
2021-05-05,281.33,283.78,280.20,281.88,276.24,42789597
2021-05-06,282.78,284.45,279.82,281.44,275.81,38032776
2021-05-07,280.52,280.63,277.79,278.99,273.41,6337344
2021-05-10,279.04,279.04,276.55,278.39,272.82,18520045
2021-05-11,277.74,281.40,276.00,279.80,274.20,8996733
2021-05-12,278.84,280.01,274.46,276.29,270.76,12443754
2021-05-13,277.21,281.81,275.33,281.06,275.44,31547968
2021-05-14,281.23,281.90,273.62,274.27,268.78,15569906
2021-05-17,274.55,275.52,273.23,273.86,268.38,42713658
2021-05-18,274.25,276.11,268.00,269.57,264.18,19981195
2021-05-19,269.33,270.80,265.30,265.89,260.57,16925801
2021-05-20,266.35,268.25,257.76,259.66,254.47,31279926
2021-05-21,259.79,264.05,259.15,263.69,258.42,46029094
2021-05-24,263.13,264.26,256.43,258.30,253.13,14438416
2021-05-25,257.99,258.63,256.35,257.62,252.47,10954301
2021-05-26,258.26,260.39,256.80,259.05,253.87,27531765
2021-05-27,258.55,258.69,255.74,256.25,251.12,12250079
2021-05-28,256.69,257.42,255.81,257.32,252.17,33162451
2021-05-31,257.31,266.03,256.22,265.27,259.96,11806755
2021-06-01,265.93,267.51,262.59,263.75,258.48,20138600
2021-06-02,264.44,265.23,263.80,264.64,259.35,12027979
2021-06-03,263.79,266.38,263.04,266.04,260.72,10033327
2021-06-04,265.23,266.42,256.73,257.96,252.80,37395917
2021-06-07,258.37,259.23,254.32,255.63,250.52,45756395
2021-06-08,254.83,257.84,254.45,257.43,252.28,42185855
2021-06-09,257.87,259.33,255.54,256.07,250.95,23892693
2021-06-10,255.86,256.96,254.66,255.64,250.53,8657758
2021-06-11,255.36,258.22,254.77,257.36,252.21,49427425
2021-06-14,256.55,256.96,253.04,254.32,249.23,10498638
2021-06-15,254.27,254.50,249.74,251.31,246.28,36604547
2021-06-16,250.49,251.58,245.48,245.85,240.93,30598353
2021-06-17,245.59,247.19,245.06,246.30,241.37,36209511
2021-06-18,246.43,246.73,244.39,245.78,240.86,11489603
2021-06-21,244.95,253.54,243.87,252.85,247.79,44575871
2021-06-22,252.62,254.17,250.69,253.12,248.06,36864925
2021-06-23,253.27,255.00,252.67,254.53,249.44,31494872
2021-06-24,254.53,261.36,252.93,259.56,254.37,46625824
2021-06-25,258.85,260.75,255.20,256.10,250.98,16218238
2021-06-28,255.35,263.90,253.37,263.05,257.79,34218746
2021-06-29,262.45,264.10,261.58,261.88,256.64,44932972
2021-06-30,262.71,262.84,260.75,261.53,256.30,31666042
2021-07-01,261.63,271.93,260.59,270.22,264.82,5829720
2021-07-02,270.27,272.43,269.44,271.59,266.16,14945516
2021-07-05,271.72,272.89,264.20,266.13,260.81,11724576
2021-07-06,265.33,271.35,264.26,270.78,265.36,28076669
2021-07-07,271.54,272.07,267.18,268.49,263.12,43387829
2021-07-08,268.04,268.33,266.49,267.71,262.36,31958966
2021-07-09,266.79,268.87,266.13,267.09,261.75,20943676
2021-07-12,266.63,272.24,265.95,271.50,266.07,25337673
2021-07-13,271.12,274.68,269.40,272.99,267.53,11591257
2021-07-14,272.59,277.46,271.04,275.97,270.45,26533108
2021-07-15,275.51,276.37,274.22,275.54,270.03,17612150
2021-07-16,275.35,276.32,266.06,267.09,261.75,30092689
2021-07-19,267.73,271.37,267.41,270.34,264.93,25879117
2021-07-20,270.90,271.95,268.25,269.39,264.00,16659316
2021-07-21,268.78,270.45,263.83,265.50,260.19,21743008
2021-07-22,265.22,267.23,264.48,266.83,261.49,36153173
2021-07-23,266.84,268.45,266.59,267.18,261.84,7051061
2021-07-26,267.07,269.42,266.12,267.50,262.15,41999379
2021-07-27,267.20,272.55,265.41,272.22,266.78,11066099
2021-07-28,271.55,272.69,269.49,271.42,265.99,19854619
2021-07-29,271.71,276.79,271.17,275.43,269.92,32481562
2021-07-30,276.36,277.72,266.33,267.28,261.93,13879448
2021-08-02,267.57,268.77,266.67,266.69,261.36,21937635
2021-08-03,267.12,268.54,258.78,259.33,254.14,30264839
2021-08-04,260.03,260.95,253.11,253.55,248.48,25276613
2021-08-05,253.34,253.54,249.47,250.49,245.48,49449921
2021-08-06,251.42,253.10,243.16,244.28,239.39,44847400
2021-08-09,243.50,243.63,239.98,241.96,237.12,47989585
2021-08-10,241.61,242.16,238.79,240.10,235.30,48719174
2021-08-11,240.63,242.43,237.94,239.55,234.76,45267553
2021-08-12,239.36,242.21,239.08,241.57,236.74,6708274
2021-08-13,241.09,241.93,233.85,234.63,229.94,7370218
2021-08-16,234.80,236.79,222.99,224.62,220.13,28029550
2021-08-17,224.69,226.26,222.53,224.34,219.85,29058335
2021-08-18,224.35,226.04,220.37,222.05,217.61,42463392
2021-08-19,221.31,223.27,219.69,222.75,218.29,17285509
2021-08-20,223.64,225.99,222.33,224.19,219.71,19915180
2021-08-23,223.80,225.38,220.19,220.85,216.43,22485834
2021-08-24,221.02,226.16,220.78,225.23,220.73,8602199
2021-08-25,226.12,228.42,224.34,228.28,223.71,38586468
2021-08-26,227.52,228.88,223.91,224.97,220.47,32723158
2021-08-27,224.24,231.68,223.42,231.28,226.65,43212027
2021-08-30,232.07,235.59,231.78,233.62,228.95,17103537
2021-08-31,233.88,234.77,232.61,234.42,229.73,5316317
2021-09-01,234.32,234.74,228.94,230.49,225.88,43673423
2021-09-02,231.02,231.20,229.69,230.92,226.30,47512629
2021-09-03,230.78,231.64,226.04,226.99,222.45,5313340
2021-09-06,226.74,229.30,226.10,229.27,224.68,40637074
2021-09-07,228.65,231.23,227.40,229.88,225.28,21698237
2021-09-08,229.50,231.21,228.49,231.00,226.38,25543036
2021-09-09,230.33,239.73,229.73,238.08,233.32,24517122
2021-09-10,238.13,239.00,232.62,233.99,229.31,13978456
2021-09-13,233.68,237.02,232.96,235.22,230.52,17645057
2021-09-14,235.84,239.25,235.39,239.21,234.43,13805070
2021-09-15,238.63,246.05,237.62,246.01,241.09,13265260
2021-09-16,245.08,246.83,242.00,242.51,237.66,40885353
2021-09-17,242.76,247.69,242.66,246.50,241.57,12255370
2021-09-20,246.88,247.71,245.39,246.15,241.23,41727499
2021-09-21,245.66,247.06,245.21,245.62,240.71,47299478
2021-09-22,244.82,250.58,243.57,249.54,244.55,14204888
2021-09-23,249.38,251.64,248.36,249.84,244.84,46453008
2021-09-24,249.05,251.68,248.65,251.28,246.25,22649222
2021-09-27,251.94,254.56,251.22,252.61,247.56,32498275
2021-09-28,252.60,253.02,250.51,252.38,247.33,27186433
2021-09-29,251.85,253.52,251.67,253.49,248.42,12410893
2021-09-30,252.79,256.63,251.77,256.45,251.32,11797488
2021-10-01,257.26,258.55,250.70,251.61,246.58,24865712
2021-10-04,252.24,253.99,249.88,251.58,246.55,29173596
2021-10-05,252.18,253.49,250.70,252.86,247.80,11375239
2021-10-06,251.88,257.95,250.59,257.67,252.52,27056054
2021-10-07,257.39,258.27,249.97,251.21,246.19,11237857
2021-10-08,250.44,251.24,247.97,248.88,243.90,30884928
2021-10-11,249.26,252.37,248.42,251.41,246.38,16192331
2021-10-12,250.53,257.78,250.21,255.90,250.78,32919147
2021-10-13,256.72,260.81,255.58,259.84,254.64,34404608
2021-10-14,259.56,261.57,258.19,261.51,256.28,13768130
2021-10-15,261.48,266.05,259.70,265.07,259.77,34574063
2021-10-18,264.70,269.53,263.34,268.12,262.76,43698259
2021-10-19,268.57,269.54,266.66,269.09,263.71,27702971
2021-10-20,269.33,270.20,261.60,263.05,257.79,37341753
2021-10-21,262.74,264.09,261.64,262.41,257.16,42469847
2021-10-22,261.43,268.58,260.42,266.71,261.38,36493447
2021-10-25,267.41,269.15,263.18,263.33,258.06,37993936
2021-10-26,262.89,263.90,260.79,261.89,256.65,30409938
2021-10-27,261.70,265.62,260.78,265.15,259.85,43455723
2021-10-28,265.04,265.28,256.81,257.80,252.64,48847120
2021-10-29,256.84,261.13,256.77,260.32,255.11,41849396
2021-11-01,260.53,263.34,259.92,262.10,256.86,39113968
2021-11-02,262.22,263.53,261.27,262.18,256.94,27874338
2021-11-03,261.63,262.54,260.28,261.40,256.17,46591253
2021-11-04,261.60,263.90,260.87,262.47,257.22,35368939
2021-11-05,261.91,268.24,260.25,267.56,262.21,24594685
2021-11-08,267.66,272.84,267.45,272.09,266.65,16016280
2021-11-09,272.58,273.40,264.09,264.60,259.31,18148067
2021-11-10,263.98,266.89,263.19,265.03,259.73,35671838
2021-11-11,264.71,267.79,264.62,266.28,260.95,47496048
2021-11-12,266.95,268.13,262.50,264.04,258.76,35232851
2021-11-15,264.05,265.98,259.01,259.02,253.84,8259585
2021-11-16,259.13,261.34,257.96,260.47,255.26,39113643
2021-11-17,260.85,262.56,259.22,262.21,256.97,11949388
2021-11-18,261.98,263.18,252.05,253.82,248.74,38830257
2021-11-19,254.04,258.20,253.54,256.81,251.67,31700603
2021-11-22,257.74,259.68,253.26,254.17,249.09,13950432
2021-11-23,254.94,258.61,253.25,257.59,252.44,41762636
2021-11-24,258.31,263.09,256.44,261.67,256.44,47451945
2021-11-25,262.10,263.67,260.26,262.30,257.05,13903448
2021-11-26,263.26,266.32,261.34,265.02,259.72,38815716
2021-11-29,265.44,266.96,258.52,259.64,254.45,44111466
2021-11-30,259.78,261.11,257.43,258.26,253.09,40829610
2021-12-01,258.88,259.93,256.61,256.66,251.53,14752710
2021-12-02,255.77,264.12,255.24,264.01,258.73,15800191
2021-12-03,263.30,270.18,261.73,270.06,264.66,18690268
2021-12-06,270.57,270.63,267.88,269.51,264.12,11877316
2021-12-07,269.63,270.08,263.78,265.07,259.77,31097742
2021-12-08,264.55,266.12,259.57,261.17,255.95,24303103
2021-12-09,260.93,261.76,259.24,260.82,255.60,25981853
2021-12-10,261.75,261.86,258.27,259.76,254.56,18628952
2021-12-13,260.50,262.16,253.08,254.90,249.80,48461873
2021-12-14,254.64,255.82,248.92,250.40,245.39,18184816
2021-12-15,249.99,252.41,248.62,252.06,247.02,17547785
2021-12-16,252.98,254.45,242.27,242.51,237.66,7726917
2021-12-17,241.77,242.94,237.89,238.40,233.63,27183693
2021-12-20,238.33,242.32,238.25,240.45,235.64,26651334
2021-12-21,240.70,242.39,234.82,235.42,230.71,43431702
2021-12-22,235.52,235.67,230.59,232.01,227.37,40258666
2021-12-23,231.15,233.51,230.32,232.50,227.85,41039872
2021-12-24,232.31,235.45,230.54,234.75,230.06,49515623
2021-12-27,234.19,235.70,232.12,233.18,228.52,42670532
2021-12-28,233.83,238.09,233.81,236.13,231.41,49891700
2021-12-29,236.41,238.25,234.22,234.71,230.02,7676116
2021-12-30,235.08,237.57,233.25,236.93,232.19,12608402
2021-12-31,236.50,238.32,232.02,233.66,228.99,30163008
2022-01-03,233.69,237.62,232.72,236.60,231.87,24893346
2022-01-04,236.63,240.43,236.30,238.53,233.76,41102879
2022-01-05,238.60,239.85,236.79,237.21,232.47,47246001
2022-01-06,237.06,238.54,235.98,238.33,233.56,34208311
2022-01-07,238.62,240.50,229.84,231.33,226.70,15318295
2022-01-10,230.41,237.00,230.05,236.85,232.11,21905259
2022-01-11,236.97,238.91,236.51,237.76,233.00,22357570
2022-01-12,237.57,238.20,233.78,234.56,229.87,12939365
2022-01-13,234.63,238.02,233.39,236.74,232.01,44299488
2022-01-14,236.46,244.44,235.88,243.43,238.56,25223303
2022-01-17,243.64,246.06,241.79,245.50,240.59,30596231
2022-01-18,245.45,246.52,241.02,241.29,236.46,31239066
2022-01-19,241.88,246.32,241.29,244.62,239.73,47550084
2022-01-20,245.45,249.69,243.99,248.10,243.14,30040364
2022-01-21,249.01,252.60,247.26,252.58,247.53,14487439
2022-01-24,252.77,254.00,250.88,252.93,247.87,25447477
2022-01-25,252.35,254.75,250.90,253.27,248.20,19209425
2022-01-26,253.30,253.62,248.24,248.68,243.71,21961213
2022-01-27,248.07,251.92,246.47,251.56,246.53,8649937
2022-01-28,252.55,257.77,251.45,256.85,251.71,24505370
2022-01-31,257.19,257.69,249.35,249.74,244.75,43963114
2022-02-01,249.00,250.31,246.27,246.47,241.54,46575000
2022-02-02,245.61,247.20,244.64,246.81,241.87,27034932
2022-02-03,246.98,248.11,243.80,244.53,239.64,26228758
2022-02-04,245.45,245.79,241.88,242.51,237.66,19866338
2022-02-07,242.06,242.78,240.00,241.36,236.53,27250812
2022-02-08,242.12,243.05,235.68,236.40,231.67,25499865
2022-02-09,236.69,236.85,234.21,234.77,230.07,14395352
2022-02-10,235.55,235.94,233.51,234.98,230.28,47051681
2022-02-11,234.02,237.30,233.96,236.29,231.56,44050009
2022-02-14,236.45,238.55,236.02,237.01,232.27,7459963
2022-02-15,238.01,238.95,231.31,232.86,228.20,29549672
2022-02-16,232.64,234.42,230.36,231.54,226.91,24528623
2022-02-17,230.72,235.07,230.70,234.34,229.65,21031019
2022-02-18,235.04,239.11,233.81,237.50,232.75,16129572
2022-02-21,236.82,238.79,235.69,237.66,232.91,14811252
2022-02-22,238.13,239.10,235.05,235.77,231.05,19684702
2022-02-23,235.30,236.50,233.96,236.03,231.31,39754689
2022-02-24,236.85,237.57,232.60,233.54,228.87,35510605
2022-02-25,233.84,234.56,231.90,234.35,229.66,47517960
2022-02-28,235.01,236.68,233.21,233.74,229.07,41530714
2022-03-01,233.50,234.68,228.93,230.73,226.12,10223584
2022-03-02,230.76,231.51,227.55,229.36,224.77,39653123
2022-03-03,229.05,230.64,222.39,224.16,219.68,5442763
2022-03-04,224.16,227.96,223.83,227.68,223.13,10173303
2022-03-07,226.98,227.29,223.79,224.99,220.49,12941006
2022-03-08,225.31,226.14,224.15,224.81,220.31,12606031
2022-03-09,224.23,224.55,219.38,221.05,216.63,6506328
2022-03-10,220.54,221.81,219.36,221.55,217.12,14041177
2022-03-11,221.69,221.80,220.45,220.97,216.55,17082114
2022-03-14,221.00,221.81,218.41,220.35,215.94,47790135
2022-03-15,220.67,226.22,220.50,225.65,221.14,35145527
2022-03-16,225.86,227.29,224.90,226.35,221.82,19721256
2022-03-17,226.94,230.28,226.58,228.64,224.07,49268278
2022-03-18,228.66,229.00,223.27,224.64,220.15,35431866
2022-03-21,224.40,224.66,223.63,223.66,219.19,40078564
2022-03-22,224.38,225.39,222.16,223.00,218.54,15036881
2022-03-23,223.80,225.00,219.66,221.42,216.99,40663660
2022-03-24,221.43,221.67,219.25,220.21,215.81,13746220
2022-03-25,219.21,225.51,217.85,223.63,219.16,33957261
2022-03-28,223.67,224.41,221.19,221.28,216.85,40555384
2022-03-29,221.24,222.78,213.58,214.28,209.99,43662813
2022-03-30,213.48,217.89,212.53,217.62,213.27,20603675
2022-03-31,217.82,219.93,217.30,218.84,214.46,5367048
2022-04-01,219.26,220.84,217.01,218.17,213.81,12907343
2022-04-04,217.58,219.19,214.27,215.09,210.79,12152678
2022-04-05,214.40,216.07,213.89,214.77,210.47,40977390
2022-04-06,214.32,215.68,210.60,212.11,207.87,32731272
2022-04-07,212.21,214.70,211.85,213.58,209.31,42520151
2022-04-08,213.19,213.88,209.93,211.34,207.11,14265621
2022-04-11,212.05,213.37,209.08,210.58,206.37,34970474
2022-04-12,209.78,213.26,208.21,212.24,208.00,41948544
2022-04-13,212.47,213.84,204.60,204.70,200.61,31112305
2022-04-14,203.88,205.36,202.03,205.07,200.97,34217685
2022-04-15,204.25,205.59,203.51,205.06,200.96,45871235
2022-04-18,206.03,209.30,204.99,208.07,203.91,45095705
2022-04-19,207.18,210.40,206.83,208.85,204.67,38176500
2022-04-20,209.16,210.77,206.39,206.96,202.82,7255485
2022-04-21,207.53,208.82,206.13,207.80,203.64,46284701
2022-04-22,207.28,208.27,206.97,208.27,204.10,23517809
2022-04-25,208.83,209.78,208.04,209.07,204.89,44331174
2022-04-26,209.48,211.32,208.20,209.30,205.11,42521496
2022-04-27,210.13,210.83,207.96,209.89,205.69,23556127
2022-04-28,209.80,211.96,209.79,211.15,206.93,16746385
2022-04-29,210.96,219.47,210.82,219.26,214.87,24746905
2022-05-02,219.29,219.81,217.37,218.45,214.08,43580475
2022-05-03,217.95,220.79,217.20,219.90,215.50,37455852
2022-05-04,220.82,221.74,219.74,220.66,216.25,44381260
2022-05-05,221.38,222.34,214.68,215.20,210.90,30680766
2022-05-06,215.55,216.01,207.72,208.35,204.18,28695889
2022-05-09,208.38,208.40,199.29,200.95,196.93,21660286
2022-05-10,201.45,202.13,199.19,200.30,196.29,16977975
2022-05-11,200.25,204.02,198.46,203.31,199.24,23057370
2022-05-12,204.17,205.82,202.70,205.44,201.33,20761279
2022-05-13,205.91,211.91,205.50,210.16,205.96,18607433
2022-05-16,209.87,214.83,209.63,213.27,209.00,10267211
2022-05-17,213.62,214.95,206.86,208.09,203.93,41337701
2022-05-18,207.83,214.63,206.03,214.00,209.72,43555342
2022-05-19,214.74,215.72,210.47,212.44,208.19,39301597
2022-05-20,212.59,212.70,210.48,212.08,207.84,37099516
2022-05-23,212.96,214.43,212.27,214.36,210.07,16730653
2022-05-24,214.40,215.03,212.83,212.85,208.59,19143353
2022-05-25,212.61,213.54,211.89,213.34,209.07,22428223
2022-05-26,212.88,216.29,212.19,214.37,210.08,17342237
2022-05-27,214.37,217.17,212.97,216.75,212.41,29985276
2022-05-30,216.65,217.79,212.68,214.64,210.35,20338854
2022-05-31,215.27,218.59,213.66,217.15,212.81,42268239
2022-06-01,216.44,218.36,214.01,214.31,210.02,5653794
2022-06-02,213.66,216.67,211.67,215.67,211.36,47322338
2022-06-03,216.24,216.84,209.48,210.60,206.39,43106729
2022-06-06,209.70,210.33,209.37,210.13,205.93,19459767
2022-06-07,210.39,212.49,209.72,211.59,207.36,29223751
2022-06-08,211.31,212.42,206.71,208.33,204.16,28094863
2022-06-09,209.06,211.90,208.66,209.97,205.77,43647622
2022-06-10,210.27,211.35,208.27,210.23,206.03,24099768
2022-06-13,210.20,211.67,205.62,207.40,203.25,30573241
2022-06-14,207.63,212.07,205.72,211.14,206.92,16245803
