date,temp_max_f,temp_min_f,precipitation_in,humidity_pct,wind_speed_mph
2023-06-16,55.6,45.0,0.49,39.1,8.8
2023-06-17,60.6,49.0,0.12,63.0,13.8
2023-06-18,61.5,42.3,0.54,62.7,4.3
2023-06-19,63.9,41.9,0.02,80.6,9.5
2023-06-20,60.7,45.8,0.26,68.0,9.0
2023-06-21,57.7,48.0,0.08,76.1,10.5
2023-06-22,56.8,43.0,0,56.9,2.2
2023-06-23,56.7,46.8,0.69,72.0,7.1
2023-06-24,57.6,47.1,0.1,42.4,1.1
2023-06-25,61.3,44.9,0.16,56.9,3.9
2023-06-26,60.4,38.9,0,22.7,11.6
2023-06-27,61.3,44.8,0,52.9,5.8
2023-06-28,,41.1,0,59.2,11.4
2023-06-29,,41.3,0.8,61.8,12.3
2023-06-30,57.3,44.1,0.01,49.2,10.9
2023-07-01,67.4,52.7,0,68.1,5.4
2023-07-02,66.8,45.6,0.22,58.8,0.7
2023-07-03,,54.0,0,51.9,6.2
2023-07-04,61.9,47.3,0,57.1,14.3
2023-07-05,64.9,52.5,0,84.9,12.5
2023-07-06,69.5,43.9,0.12,60.9,6.5
2023-07-07,68.2,48.6,0.49,77.8,8.0
2023-07-08,64.6,56.3,0.64,20,6.5
2023-07-09,63.2,52.7,0.8,69.3,5.0
2023-07-10,68.6,44.4,0.09,76.1,11.7
2023-07-11,61.2,54.0,0.21,60.2,8.9
2023-07-12,61.6,51.7,0,34.5,1.7
2023-07-13,66.4,55.6,0.16,52.5,9.2
2023-07-14,64.4,45.1,0.96,54.7,4.5
2023-07-15,64.4,48.9,0.06,50.8,9.4
2023-07-16,69.1,47.0,0.38,67.9,9.0
2023-07-17,60.0,52.2,0,66.6,15.8
2023-07-18,66.6,48.0,0.19,46.1,11.2
2023-07-19,63.2,49.7,0.4,71.7,14.9
2023-07-20,64.9,50.6,0.35,34.3,4.7
2023-07-21,62.6,47.2,0.03,56.4,10.5
2023-07-22,68.0,51.6,0.03,26.9,4.6
2023-07-23,68.2,46.5,0.23,61.4,4.8
2023-07-24,65.3,45.9,0.8,48.8,7.5
2023-07-25,64.2,45.1,0,49.2,2.3
2023-07-26,64.0,52.2,0.23,89.4,20.0
2023-07-27,69.9,50.8,0,78.4,2.2
2023-07-28,67.7,55.4,0.32,59.0,18.2
2023-07-29,69.8,48.3,0,54.8,6.9
2023-07-30,68.2,55.9,0.36,56.9,13.0
2023-07-31,60.4,52.6,0.31,71.0,5.5
2023-08-01,64.2,47.4,0.01,55.6,1.0
2023-08-02,60.8,45.5,0,52.9,7.4
2023-08-03,58.5,44.2,0,33.9,12.0
2023-08-04,61.0,40.5,0.17,45.5,7.6
2023-08-05,57.2,42.3,0.2,58.3,4.0
2023-08-06,57.2,43.7,0,64.9,12.5
2023-08-07,60.0,50.8,0.31,65.5,9.6
2023-08-08,57.0,44.2,0.1,48.8,14.2
2023-08-09,61.7,48.6,0.35,52.4,10.9
2023-08-10,64.9,47.6,0.44,59.0,8.7
2023-08-11,62.6,48.4,0.19,63.8,8.9
2023-08-12,63.2,38.4,0.07,53.2,7.2
2023-08-13,60.2,46.5,0.14,35.9,8.7
2023-08-14,60.8,50.8,0.3,62.5,6.5
2023-08-15,55.1,42.8,0.64,56.1,15.8
2023-08-16,63.7,50.7,0.15,74.6,9.8
2023-08-17,56.9,44.7,0.1,26.9,10.4
2023-08-18,58.3,44.1,0.27,71.5,4.7
2023-08-19,63.1,45.7,0.46,82.8,2.2
2023-08-20,57.8,42.4,0.47,46.8,11.3
2023-08-21,57.3,42.2,0.27,82.8,16.7
2023-08-22,57.1,42.4,0,53.1,10.2
2023-08-23,65.0,51.5,0,81.4,15.4
2023-08-24,64.5,42.1,0,88.1,7.0
2023-08-25,59.4,48.5,0,87.5,2.3
2023-08-26,56.8,50.5,0,52.4,5.4
2023-08-27,61.9,46.3,0.03,39.6,7.9
2023-08-28,59.9,39.3,0.15,63.6,8.1
2023-08-29,64.9,44.1,0.07,91.4,11.7
2023-08-30,58.2,44.8,0.13,75.3,14.3
2023-08-31,62.4,44.4,0.25,29.7,6.7
2023-09-01,58.3,37.7,0.48,59.5,2.8
2023-09-02,50.5,37.4,0.42,49.8,10.0
2023-09-03,56.1,38.1,0,59.1,10.1
2023-09-04,59.4,38.4,0,70.2,11.1
2023-09-05,57.1,37.3,0,63.2,4.9
2023-09-06,51.1,43.5,0,48.1,11.7
2023-09-07,59.5,39.2,0,77.5,12.4
2023-09-08,51.8,37.6,0,48.7,9.7
2023-09-09,51.2,36.5,0.24,80.0,7.9
2023-09-10,58.8,43.4,0.45,45.5,5.6
2023-09-11,52.4,39.3,0,46.9,8.6
2023-09-12,58.5,45.6,0.04,66.6,5.1
2023-09-13,51.8,41.9,0,45.2,2.2
2023-09-14,59.3,36.8,0,55.6,11.7
2023-09-15,55.5,39.5,0.43,77.3,7.3
2023-09-16,51.1,40.3,0.48,29.5,0
2023-09-17,59.9,34.4,0,51.7,0
2023-09-18,55.2,40.2,0,50.6,8.1
2023-09-19,50.0,32.4,0.01,54.7,12.1
2023-09-20,55.6,42.5,0,70.0,8.2
2023-09-21,55.1,40.9,0.58,60.9,4.5
2023-09-22,53.3,42.3,0.52,44.4,0.1
2023-09-23,56.3,42.5,0,56.9,8.9
2023-09-24,57.2,40.9,0,50.0,7.4
2023-09-25,53.5,38.9,0.11,63.7,13.6
2023-09-26,56.0,43.3,0.08,60.2,1.7
2023-09-27,55.0,39.3,0,71.0,8.7
2023-09-28,59.1,36.9,0.37,77.0,8.7
2023-09-29,57.3,35.9,0.15,51.8,13.1
2023-09-30,,43.4,0,55.9,3.3
2023-10-01,50.9,30.7,0.03,61.0,2.2
2023-10-02,53.9,35.8,0.06,64.3,11.0
2023-10-03,46.5,37.5,0.54,62.0,5.3
2023-10-04,52.0,37.3,0.1,60.2,9.5
2023-10-05,46.3,35.4,0.06,53.7,12.0
2023-10-06,53.4,35.3,0.22,50.3,5.7
2023-10-07,50.3,36.1,0.13,43.2,13.0
2023-10-08,51.8,36.7,0.52,49.4,8.6
2023-10-09,54.1,33.2,0,38.9,10.0
2023-10-10,48.5,35.0,0,72.2,14.0
2023-10-11,53.2,40.8,0,79.3,9.3
2023-10-12,50.5,36.6,0,49.8,10.4
2023-10-13,49.4,33.9,0,57.0,7.2
2023-10-14,50.9,34.9,0.02,33.8,5.5
2023-10-15,46.1,41.2,0.16,45.5,2.1
2023-10-16,54.0,31.9,0.14,68.5,8.0
2023-10-17,50.8,34.3,0.01,48.1,0.0
2023-10-18,54.8,34.7,0,61.6,8.3
2023-10-19,47.9,37.9,0.03,58.5,5.9
2023-10-20,47.4,32.6,0,49.7,10.2
2023-10-21,51.6,34.4,0.23,73.7,14.8
2023-10-22,46.3,30.7,0,83.9,8.6
2023-10-23,45.8,31.0,0,68.3,9.3
2023-10-24,50.5,34.6,0,54.1,10.0
2023-10-25,47.4,31.5,0,70.0,0.6
2023-10-26,49.8,40.0,0.74,75.3,13.1
2023-10-27,49.6,29.7,0.22,55.9,1.5
2023-10-28,53.0,32.5,0.21,73.0,9.2
2023-10-29,49.7,36.3,0,78.2,9.0
2023-10-30,52.3,32.9,0,75.7,9.7
2023-10-31,53.1,30.8,0.09,66.1,0.2
2023-11-01,48.6,29.3,0.1,67.1,9.6
2023-11-02,48.1,29.1,0.01,43.5,10.4
2023-11-03,49.3,31.5,0,20,8.3
2023-11-04,46.4,28.9,0.09,46.3,3.8
2023-11-05,43.0,32.5,0,60.3,3.1
2023-11-06,41.5,32.5,0.8,62.6,2.3
2023-11-07,49.2,35.4,0.26,75.3,6.8
2023-11-08,42.7,29.2,0,47.7,9.0
2023-11-09,43.4,34.2,0,68.1,12.6
2023-11-10,41.0,32.5,0,63.5,7.5
2023-11-11,46.6,27.6,0.31,80.4,6.3
2023-11-12,41.3,27.4,0.43,48.6,16.3
2023-11-13,49.4,31.2,0,70.7,6.5
2023-11-14,43.2,25.3,0.58,71.7,5.3
2023-11-15,44.4,32.3,0.3,78.6,5.6
2023-11-16,47.7,31.9,0,34.0,7.6
2023-11-17,44.5,34.9,0,72.7,12.6
2023-11-18,47.0,34.8,0,51.8,12.3
2023-11-19,47.9,27.4,0,97.2,8.2
2023-11-20,49.4,28.5,0,46.2,1.2
2023-11-21,40.8,25.1,0,62.2,2.3
2023-11-22,41.9,32.3,0.46,47.2,6.9
2023-11-23,41.9,34.9,0.22,45.5,5.4
2023-11-24,45.3,33.9,0,75.6,9.3
2023-11-25,48.1,34.8,0.14,38.2,9.6
2023-11-26,49.2,26.4,0.4,77.0,0
2023-11-27,41.7,31.0,0.24,50.6,14.7
2023-11-28,48.2,26.7,0,60.5,9.3
2023-11-29,46.8,24.1,0.65,79.4,7.2
2023-11-30,47.6,27.6,0.04,66.5,10.6
2023-12-01,44.3,22.9,0.36,83.5,12.6
2023-12-02,39.9,26.9,0.18,65.9,3.2
2023-12-03,41.9,20.5,0,48.3,4.3
2023-12-04,35.4,22.0,0,,3.1
2023-12-05,36.2,27.8,0,71.7,10.1
2023-12-06,42.7,28.8,0.09,69.7,9.8
2023-12-07,41.7,25.5,0,52.5,5.4
2023-12-08,42.6,19.2,0.08,25.9,11.2
2023-12-09,42.2,21.6,0.59,55.4,10.4
2023-12-10,38.3,19.8,0.07,29.8,6.0
2023-12-11,36.4,23.7,0.27,45.7,9.1
2023-12-12,44.8,21.9,0.44,76.5,10.0
2023-12-13,38.4,30.6,0.18,38.9,3.7
2023-12-14,44.7,30.4,0.63,75.3,0
2023-12-15,42.3,28.6,0.19,60.3,11.6
2023-12-16,36.5,24.5,0.96,61.3,12.4
2023-12-17,39.8,26.5,0.2,67.1,4.0
2023-12-18,42.3,32.6,0.29,69.3,7.0
2023-12-19,43.6,24.5,0.02,76.3,8.7
2023-12-20,42.9,25.2,0,64.7,9.0
2023-12-21,39.3,28.3,0.03,77.7,6.3
2023-12-22,43.8,30.6,0.8,72.2,4.2
2023-12-23,38.7,21.9,0,54.8,7.5
2023-12-24,37.4,17.9,0,64.8,0
2023-12-25,38.5,26.3,0,54.9,5.1
2023-12-26,40.3,22.9,0.01,38.1,4.7
2023-12-27,43.1,23.2,0.07,89.0,11.4
2023-12-28,37.9,23.8,0.31,67.6,6.5
2023-12-29,37.9,26.5,0,52.3,7.5
2023-12-30,37.9,20.9,0.27,52.1,13.4
2023-12-31,38.3,24.1,0,50.6,0.7
