incident_id,date,crime_type
12007,03/04/2022,ASSAULT
12008,2022-03-04,VANDALISM
12009,2022-03-04,OTHER
12010,2022-03-04,FRAUD
12011,2022-03-04,VANDALISM
12012,04-Mar-2022,ROBBERY
12013,2022-03-04,BURGLARY
12014,2022-03-04,ROBBERY
12015,03/04/2022,VANDALISM
12016,2022-03-04,ROBBERY
12017,03/04/2022,DRUG OFFENSE
12018,2022-03-04,OTHER
12019,04-Mar-2022,DRUG OFFENSE
12020,04-Mar-2022,BURGLARY
12021,03/04/2022,DRUG OFFENSE
12022,04-Mar-2022,BURGLARY
12023,2022-03-04,FRAUD
12024,04-Mar-2022,FRAUD
12025,03/04/2022,THEFT
12026,03/04/2022,BURGLARY
12027,2022-03-04,DRUG OFFENSE
12028,04-Mar-2022,BURGLARY
12029,2022-03-04,THEFT
12030,03/04/2022,DRUG OFFENSE
12031,03/04/2022,DRUG OFFENSE
12032,2022-03-04,THEFT
12033,2022-03-04,ASSAULT
12034,04-Mar-2022,BURGLARY
12035,04-Mar-2022,FRAUD
12036,03/04/2022,THEFT
12037,03/04/2022,ASSAULT
12038,03/04/2022,BURGLARY
12039,03/04/2022,FRAUD
12040,03/04/2022,VANDALISM
12041,04-Mar-2022,VANDALISM
12042,03/05/2022,OTHER
12043,2022-03-05,OTHER
12044,05-Mar-2022,DRUG OFFENSE
12045,05-Mar-2022,VANDALISM
12046,03/05/2022,OTHER
12047,03/05/2022,FRAUD
12048,03/05/2022,FRAUD
12049,03/05/2022,ROBBERY
12050,05-Mar-2022,ASSAULT
12051,2022-03-05,FRAUD
12052,2022-03-05,ROBBERY
12053,2022-03-05,BURGLARY
12054,05-Mar-2022,VANDALISM
12055,2022-03-05,ROBBERY
12056,03/05/2022,FRAUD
12057,2022-03-05,THEFT
12058,03/05/2022,DRUG OFFENSE
12059,2022-03-05,VANDALISM
12060,03/05/2022,ROBBERY
12061,2022-03-05,OTHER
12062,03/05/2022,ASSAULT
12063,03/05/2022,OTHER
12064,05-Mar-2022,THEFT
12065,2022-03-05,ASSAULT
12066,05-Mar-2022,VANDALISM
12067,03/05/2022,ROBBERY
12068,03/05/2022,ASSAULT
12069,2022-03-05,VANDALISM
12070,03/05/2022,ASSAULT
12071,03/05/2022,DRUG OFFENSE
12072,2022-03-05,VANDALISM
12073,2022-03-05,ROBBERY
12074,03/05/2022,FRAUD
12075,05-Mar-2022,ASSAULT
12076,05-Mar-2022,THEFT
12077,03/05/2022,BURGLARY
12078,05-Mar-2022,VANDALISM
12079,03/06/2022,OTHER
12080,2022-03-06,VANDALISM
12081,2022-03-06,ASSAULT
12082,06-Mar-2022,OTHER
12083,03/06/2022,VANDALISM
12084,2022-03-06,DRUG OFFENSE
12085,03/06/2022,THEFT
12086,06-Mar-2022,OTHER
12087,06-Mar-2022,FRAUD
12088,06-Mar-2022,BURGLARY
12089,2022-03-06,ASSAULT
12090,06-Mar-2022,BURGLARY
12091,03/06/2022,DRUG OFFENSE
12092,2022-03-06,DRUG OFFENSE
12093,03/06/2022,OTHER
12094,06-Mar-2022,FRAUD
12095,03/06/2022,OTHER
12096,2022-03-06,VANDALISM
12097,06-Mar-2022,ROBBERY
12098,03/06/2022,THEFT
12099,03/06/2022,OTHER
12100,06-Mar-2022,ASSAULT
12101,06-Mar-2022,FRAUD
12102,06-Mar-2022,DRUG OFFENSE
12103,06-Mar-2022,ROBBERY
12104,03/06/2022,THEFT
12105,03/06/2022,VANDALISM
12106,03/06/2022,OTHER
12107,03/06/2022,OTHER
12108,03/06/2022,BURGLARY
12109,03/06/2022,THEFT
12110,03/06/2022,ASSAULT
12111,2022-03-06,ROBBERY
12112,03/06/2022,THEFT
12113,2022-03-06,OTHER
12114,06-Mar-2022,ROBBERY
12115,03/06/2022,VANDALISM
12116,06-Mar-2022,OTHER
12117,03/06/2022,ASSAULT
12118,06-Mar-2022,VANDALISM
12119,06-Mar-2022,THEFT
12120,03/06/2022,THEFT
12121,03/06/2022,BURGLARY
12122,2022-03-06,THEFT
12123,03/06/2022,OTHER
12124,2022-03-06,THEFT
12125,03/06/2022,BURGLARY
12126,2022-03-06,OTHER
12127,03/06/2022,THEFT
12128,06-Mar-2022,OTHER
12129,03/06/2022,VANDALISM
12130,2022-03-06,OTHER
12131,2022-03-07,BURGLARY
12132,2022-03-07,OTHER
12133,03/07/2022,VANDALISM
12134,07-Mar-2022,THEFT
12135,03/07/2022,ASSAULT
12136,03/07/2022,THEFT
12137,07-Mar-2022,VANDALISM
12138,03/07/2022,THEFT
12139,07-Mar-2022,FRAUD
12140,07-Mar-2022,BURGLARY
12141,07-Mar-2022,FRAUD
12142,07-Mar-2022,BURGLARY
12143,07-Mar-2022,DRUG OFFENSE
12144,03/07/2022,THEFT
12145,07-Mar-2022,FRAUD
12146,2022-03-07,FRAUD
12147,03/07/2022,DRUG OFFENSE
12148,03/07/2022,THEFT
12149,07-Mar-2022,VANDALISM
12150,03/07/2022,OTHER
12151,03/07/2022,ASSAULT
12152,07-Mar-2022,VANDALISM
12153,07-Mar-2022,ROBBERY
12154,07-Mar-2022,ASSAULT
12155,2022-03-07,THEFT
12156,03/07/2022,THEFT
12157,03/07/2022,DRUG OFFENSE
12158,08-Mar-2022,ROBBERY
12159,2022-03-08,THEFT
12160,08-Mar-2022,OTHER
12161,2022-03-08,BURGLARY
12162,08-Mar-2022,VANDALISM
12163,2022-03-08,DRUG OFFENSE
12164,2022-03-08,OTHER
12165,03/08/2022,VANDALISM
12166,08-Mar-2022,ROBBERY
12167,03/08/2022,BURGLARY
12168,03/08/2022,OTHER
12169,03/08/2022,ROBBERY
12170,08-Mar-2022,ROBBERY
12171,2022-03-08,THEFT
12172,2022-03-08,ROBBERY
12173,08-Mar-2022,ROBBERY
12174,03/08/2022,DRUG OFFENSE
12175,2022-03-08,ASSAULT
12176,03/08/2022,OTHER
12177,2022-03-08,OTHER
12178,2022-03-08,OTHER
12179,08-Mar-2022,ASSAULT
12180,08-Mar-2022,DRUG OFFENSE
12181,03/08/2022,ASSAULT
12182,03/08/2022,VANDALISM
12183,08-Mar-2022,THEFT
12184,08-Mar-2022,VANDALISM
12185,2022-03-08,FRAUD
12186,08-Mar-2022,BURGLARY
12187,03/08/2022,VANDALISM
12188,2022-03-08,DRUG OFFENSE
12189,03/08/2022,ROBBERY
12190,03/08/2022,VANDALISM
12191,2022-03-08,ASSAULT
12192,03/08/2022,ROBBERY
12193,2022-03-08,THEFT
12194,03/08/2022,ROBBERY
12195,08-Mar-2022,FRAUD
12196,08-Mar-2022,VANDALISM
12197,08-Mar-2022,FRAUD
12198,03/08/2022,VANDALISM
12199,03/08/2022,ASSAULT
12200,2022-03-08,VANDALISM
12201,2022-03-08,FRAUD
12202,09-Mar-2022,VANDALISM
12203,2022-03-09,THEFT
12204,2022-03-09,BURGLARY
12205,03/09/2022,ASSAULT
12206,03/09/2022,ROBBERY
12207,03/09/2022,ASSAULT
12208,03/09/2022,FRAUD
12209,09-Mar-2022,ASSAULT
12210,2022-03-09,ROBBERY
12211,03/09/2022,FRAUD
12212,09-Mar-2022,DRUG OFFENSE
12213,09-Mar-2022,FRAUD
12214,03/09/2022,DRUG OFFENSE
12215,03/09/2022,VANDALISM
12216,03/09/2022,DRUG OFFENSE
12217,2022-03-09,FRAUD
12218,09-Mar-2022,BURGLARY
12219,03/09/2022,VANDALISM
12220,03/09/2022,DRUG OFFENSE
12221,03/09/2022,FRAUD
12222,2022-03-09,ROBBERY
12223,09-Mar-2022,THEFT
12224,09-Mar-2022,VANDALISM
12225,03/09/2022,VANDALISM
12226,09-Mar-2022,ASSAULT
12227,09-Mar-2022,VANDALISM
12228,2022-03-09,BURGLARY
12229,03/09/2022,BURGLARY
12230,2022-03-09,ASSAULT
12231,03/09/2022,OTHER
12232,03/09/2022,DRUG OFFENSE
12233,2022-03-09,DRUG OFFENSE
12234,03/09/2022,VANDALISM
12235,09-Mar-2022,DRUG OFFENSE
12236,09-Mar-2022,OTHER
12237,09-Mar-2022,OTHER
12238,03/10/2022,ROBBERY
12239,10-Mar-2022,BURGLARY
12240,2022-03-10,ASSAULT
12241,03/10/2022,VANDALISM
12242,2022-03-10,VANDALISM
12243,10-Mar-2022,ASSAULT
12244,10-Mar-2022,THEFT
12245,03/10/2022,FRAUD
12246,03/10/2022,ROBBERY
12247,03/10/2022,DRUG OFFENSE
12248,2022-03-10,OTHER
12249,10-Mar-2022,ASSAULT
12250,10-Mar-2022,OTHER
12251,2022-03-10,ASSAULT
12252,10-Mar-2022,OTHER
12253,2022-03-10,OTHER
12254,10-Mar-2022,FRAUD
12255,2022-03-10,ROBBERY
12256,10-Mar-2022,BURGLARY
12257,03/10/2022,ROBBERY
12258,2022-03-10,BURGLARY
12259,03/10/2022,BURGLARY
12260,2022-03-10,OTHER
12261,10-Mar-2022,ROBBERY
12262,2022-03-10,BURGLARY
12263,03/10/2022,DRUG OFFENSE
12264,10-Mar-2022,DRUG OFFENSE
12265,2022-03-10,FRAUD
12266,03/10/2022,ROBBERY
12267,03/10/2022,ASSAULT
12268,03/10/2022,VANDALISM
12269,2022-03-10,BURGLARY
12270,10-Mar-2022,FRAUD
12271,2022-03-10,OTHER
12272,10-Mar-2022,DRUG OFFENSE
12273,10-Mar-2022,OTHER
12274,10-Mar-2022,BURGLARY
12275,2022-03-10,THEFT
12276,03/10/2022,DRUG OFFENSE
12277,03/10/2022,ROBBERY
12278,03/10/2022,BURGLARY
12279,03/11/2022,ROBBERY
12280,03/11/2022,DRUG OFFENSE
12281,11-Mar-2022,FRAUD
12282,11-Mar-2022,ROBBERY
12283,03/11/2022,VANDALISM
12284,2022-03-11,THEFT
12285,2022-03-11,ASSAULT
12286,03/11/2022,VANDALISM
12287,2022-03-11,ASSAULT
12288,2022-03-11,ASSAULT
12289,11-Mar-2022,ROBBERY
12290,11-Mar-2022,FRAUD
12291,03/11/2022,DRUG OFFENSE
12292,2022-03-11,ROBBERY
12293,11-Mar-2022,VANDALISM
12294,11-Mar-2022,ASSAULT
12295,11-Mar-2022,THEFT
12296,11-Mar-2022,FRAUD
12297,03/11/2022,THEFT
12298,11-Mar-2022,BURGLARY
12299,11-Mar-2022,ASSAULT
12300,2022-03-11,ASSAULT
12301,03/11/2022,OTHER
12302,03/11/2022,ROBBERY
12303,03/11/2022,OTHER
12304,11-Mar-2022,FRAUD
12305,2022-03-11,OTHER
12306,2022-03-12,THEFT
12307,03/12/2022,ROBBERY
12308,2022-03-12,ASSAULT
12309,2022-03-12,DRUG OFFENSE
12310,12-Mar-2022,THEFT
12311,12-Mar-2022,THEFT
12312,03/12/2022,ROBBERY
12313,12-Mar-2022,OTHER
12314,2022-03-12,ASSAULT
12315,12-Mar-2022,OTHER
12316,03/12/2022,DRUG OFFENSE
12317,2022-03-12,FRAUD
12318,12-Mar-2022,DRUG OFFENSE
12319,03/12/2022,ASSAULT
12320,2022-03-12,BURGLARY
12321,2022-03-12,OTHER
12322,2022-03-12,DRUG OFFENSE
12323,12-Mar-2022,ASSAULT
12324,12-Mar-2022,ROBBERY
12325,12-Mar-2022,OTHER
12326,03/12/2022,FRAUD
12327,12-Mar-2022,ROBBERY
12328,03/12/2022,THEFT
12329,12-Mar-2022,THEFT
12330,03/12/2022,ASSAULT
12331,12-Mar-2022,ASSAULT
12332,03/12/2022,ROBBERY
12333,12-Mar-2022,ASSAULT
12334,2022-03-12,ASSAULT
12335,2022-03-12,BURGLARY
12336,03/12/2022,DRUG OFFENSE
12337,2022-03-12,DRUG OFFENSE
12338,2022-03-12,FRAUD
12339,12-Mar-2022,FRAUD
12340,03/12/2022,OTHER
12341,03/12/2022,ROBBERY
12342,12-Mar-2022,THEFT
12343,2022-03-12,ROBBERY
12344,03/12/2022,ASSAULT
12345,2022-03-12,DRUG OFFENSE
12346,12-Mar-2022,ROBBERY
12347,03/13/2022,ROBBERY
12348,2022-03-13,ROBBERY
12349,13-Mar-2022,VANDALISM
12350,13-Mar-2022,FRAUD
12351,03/13/2022,ROBBERY
12352,2022-03-13,ASSAULT
12353,13-Mar-2022,DRUG OFFENSE
12354,03/13/2022,ASSAULT
12355,2022-03-13,THEFT
12356,2022-03-13,THEFT
12357,03/13/2022,THEFT
12358,13-Mar-2022,VANDALISM
12359,03/13/2022,DRUG OFFENSE
12360,13-Mar-2022,DRUG OFFENSE
12361,03/13/2022,BURGLARY
12362,03/13/2022,THEFT
12363,13-Mar-2022,DRUG OFFENSE
12364,13-Mar-2022,FRAUD
12365,13-Mar-2022,THEFT
12366,03/13/2022,ROBBERY
12367,03/13/2022,ASSAULT
12368,03/13/2022,FRAUD
12369,13-Mar-2022,FRAUD
12370,13-Mar-2022,THEFT
12371,2022-03-13,ASSAULT
12372,03/13/2022,OTHER
12373,13-Mar-2022,VANDALISM
12374,13-Mar-2022,BURGLARY
12375,03/13/2022,OTHER
12376,03/13/2022,ASSAULT
12377,13-Mar-2022,OTHER
12378,03/13/2022,THEFT
12379,2022-03-13,VANDALISM
12380,03/13/2022,ROBBERY
12381,03/13/2022,VANDALISM
12382,2022-03-13,ASSAULT
12383,2022-03-13,VANDALISM
12384,2022-03-13,VANDALISM
12385,03/13/2022,OTHER
12386,2022-03-13,FRAUD
12387,13-Mar-2022,ROBBERY
12388,13-Mar-2022,ROBBERY
12389,2022-03-13,ROBBERY
12390,2022-03-14,THEFT
12391,14-Mar-2022,VANDALISM
12392,14-Mar-2022,DRUG OFFENSE
12393,03/14/2022,VANDALISM
12394,14-Mar-2022,VANDALISM
12395,2022-03-14,THEFT
12396,2022-03-14,VANDALISM
12397,14-Mar-2022,ROBBERY
12398,03/14/2022,OTHER
12399,2022-03-14,BURGLARY
12400,03/14/2022,ROBBERY
12401,14-Mar-2022,OTHER
12402,03/14/2022,OTHER
12403,2022-03-14,ASSAULT
12404,2022-03-14,DRUG OFFENSE
12405,03/14/2022,ROBBERY
12406,14-Mar-2022,THEFT
12407,03/14/2022,VANDALISM
12408,14-Mar-2022,FRAUD
12409,03/14/2022,DRUG OFFENSE
12410,2022-03-14,OTHER
12411,14-Mar-2022,BURGLARY
12412,2022-03-14,THEFT
12413,2022-03-14,THEFT
12414,03/14/2022,FRAUD
12415,14-Mar-2022,DRUG OFFENSE
12416,2022-03-14,THEFT
12417,14-Mar-2022,ASSAULT
12418,14-Mar-2022,ROBBERY
12419,14-Mar-2022,BURGLARY
12420,03/14/2022,ASSAULT
12421,2022-03-14,FRAUD
12422,2022-03-14,VANDALISM
12423,14-Mar-2022,ASSAULT
12424,03/14/2022,DRUG OFFENSE
12425,14-Mar-2022,THEFT
12426,14-Mar-2022,THEFT
12427,14-Mar-2022,VANDALISM
12428,03/15/2022,VANDALISM
12429,15-Mar-2022,OTHER
12430,15-Mar-2022,ASSAULT
12431,15-Mar-2022,THEFT
12432,03/15/2022,FRAUD
12433,03/15/2022,OTHER
12434,03/15/2022,OTHER
12435,03/15/2022,ROBBERY
12436,03/15/2022,DRUG OFFENSE
12437,2022-03-15,FRAUD
12438,2022-03-15,DRUG OFFENSE
12439,03/15/2022,VANDALISM
12440,03/15/2022,DRUG OFFENSE
12441,15-Mar-2022,VANDALISM
12442,03/15/2022,BURGLARY
12443,15-Mar-2022,OTHER
12444,03/15/2022,FRAUD
12445,03/15/2022,THEFT
12446,03/15/2022,VANDALISM
12447,2022-03-15,ASSAULT
12448,03/15/2022,BURGLARY
12449,03/15/2022,VANDALISM
12450,03/15/2022,FRAUD
12451,2022-03-15,FRAUD
12452,2022-03-15,VANDALISM
12453,2022-03-15,ROBBERY
12454,2022-03-15,VANDALISM
12455,15-Mar-2022,FRAUD
12456,2022-03-15,DRUG OFFENSE
12457,03/15/2022,OTHER
12458,2022-03-15,OTHER
12459,15-Mar-2022,OTHER
12460,2022-03-15,DRUG OFFENSE
12461,2022-03-15,ROBBERY
12462,03/15/2022,VANDALISM
12463,03/15/2022,DRUG OFFENSE
12464,15-Mar-2022,DRUG OFFENSE
12465,2022-03-15,OTHER
12466,03/15/2022,ROBBERY
12467,03/15/2022,OTHER
12468,16-Mar-2022,VANDALISM
12469,2022-03-16,ROBBERY
12470,2022-03-16,THEFT
12471,2022-03-16,OTHER
12472,03/16/2022,ROBBERY
12473,16-Mar-2022,BURGLARY
12474,03/16/2022,VANDALISM
12475,03/16/2022,VANDALISM
12476,03/16/2022,ASSAULT
12477,2022-03-16,FRAUD
12478,2022-03-16,ASSAULT
12479,16-Mar-2022,OTHER
12480,03/16/2022,THEFT
12481,03/16/2022,VANDALISM
12482,2022-03-16,VANDALISM
12483,03/16/2022,ASSAULT
12484,03/16/2022,DRUG OFFENSE
12485,03/16/2022,DRUG OFFENSE
12486,03/16/2022,THEFT
12487,2022-03-16,ROBBERY
12488,16-Mar-2022,BURGLARY
12489,03/16/2022,DRUG OFFENSE
12490,03/16/2022,ROBBERY
12491,16-Mar-2022,DRUG OFFENSE
12492,2022-03-16,BURGLARY
12493,03/16/2022,DRUG OFFENSE
12494,2022-03-16,BURGLARY
12495,03/16/2022,ASSAULT
12496,2022-03-16,BURGLARY
12497,2022-03-16,OTHER
12498,16-Mar-2022,VANDALISM
12499,2022-03-16,VANDALISM
12500,03/16/2022,OTHER
12501,2022-03-16,OTHER
12502,16-Mar-2022,ASSAULT
12503,17-Mar-2022,ROBBERY
12504,2022-03-17,OTHER
12505,03/17/2022,ASSAULT
12506,17-Mar-2022,THEFT
12507,03/17/2022,ROBBERY
12508,17-Mar-2022,DRUG OFFENSE
12509,03/17/2022,BURGLARY
12510,03/17/2022,OTHER
12511,03/17/2022,OTHER
12512,03/17/2022,ASSAULT
12513,2022-03-17,ROBBERY
12514,17-Mar-2022,OTHER
12515,2022-03-17,ROBBERY
12516,03/17/2022,THEFT
12517,2022-03-17,THEFT
12518,17-Mar-2022,FRAUD
12519,17-Mar-2022,FRAUD
12520,2022-03-17,FRAUD
12521,03/17/2022,VANDALISM
12522,2022-03-17,THEFT
12523,03/17/2022,FRAUD
12524,2022-03-17,ASSAULT
12525,17-Mar-2022,THEFT
12526,03/17/2022,DRUG OFFENSE
12527,17-Mar-2022,ROBBERY
12528,2022-03-17,BURGLARY
12529,03/17/2022,ROBBERY
12530,03/17/2022,ASSAULT
12531,03/17/2022,DRUG OFFENSE
12532,17-Mar-2022,DRUG OFFENSE
12533,2022-03-17,OTHER
12534,2022-03-17,OTHER
12535,2022-03-17,BURGLARY
12536,2022-03-17,DRUG OFFENSE
12537,17-Mar-2022,VANDALISM
12538,17-Mar-2022,ASSAULT
12539,17-Mar-2022,THEFT
12540,2022-03-17,ASSAULT
12541,17-Mar-2022,OTHER
12542,03/17/2022,OTHER
12543,03/18/2022,ROBBERY
12544,03/18/2022,OTHER
12545,03/18/2022,THEFT
12546,03/18/2022,FRAUD
12547,18-Mar-2022,FRAUD
12548,18-Mar-2022,ROBBERY
12549,03/18/2022,DRUG OFFENSE
12550,03/18/2022,BURGLARY
12551,18-Mar-2022,OTHER
12552,18-Mar-2022,BURGLARY
12553,03/18/2022,ASSAULT
12554,03/18/2022,FRAUD
12555,2022-03-18,ASSAULT
12556,18-Mar-2022,DRUG OFFENSE
12557,18-Mar-2022,DRUG OFFENSE
12558,18-Mar-2022,OTHER
12559,18-Mar-2022,ASSAULT
12560,18-Mar-2022,BURGLARY
12561,18-Mar-2022,BURGLARY
12562,18-Mar-2022,THEFT
12563,18-Mar-2022,BURGLARY
12564,03/18/2022,DRUG OFFENSE
12565,2022-03-18,DRUG OFFENSE
12566,18-Mar-2022,FRAUD
12567,03/18/2022,ASSAULT
12568,18-Mar-2022,VANDALISM
12569,18-Mar-2022,OTHER
12570,2022-03-18,THEFT
12571,2022-03-18,ASSAULT
12572,03/18/2022,THEFT
12573,18-Mar-2022,THEFT
12574,03/18/2022,BURGLARY
12575,2022-03-18,ASSAULT
12576,19-Mar-2022,ASSAULT
12577,2022-03-19,FRAUD
12578,19-Mar-2022,THEFT
12579,19-Mar-2022,ROBBERY
12580,03/19/2022,BURGLARY
12581,03/19/2022,FRAUD
12582,19-Mar-2022,DRUG OFFENSE
12583,03/19/2022,ASSAULT
12584,03/19/2022,BURGLARY
12585,19-Mar-2022,VANDALISM
12586,19-Mar-2022,FRAUD
12587,03/19/2022,ASSAULT
12588,19-Mar-2022,FRAUD
12589,03/19/2022,BURGLARY
12590,2022-03-19,DRUG OFFENSE
12591,03/19/2022,FRAUD
12592,19-Mar-2022,OTHER
12593,2022-03-19,ASSAULT
12594,03/19/2022,ASSAULT
12595,19-Mar-2022,BURGLARY
12596,2022-03-19,FRAUD
12597,2022-03-19,VANDALISM
12598,2022-03-19,FRAUD
12599,2022-03-19,ROBBERY
12600,03/19/2022,OTHER
12601,2022-03-19,FRAUD
12602,2022-03-19,VANDALISM
12603,03/19/2022,BURGLARY
12604,2022-03-19,DRUG OFFENSE
12605,03/19/2022,THEFT
12606,2022-03-19,THEFT
12607,19-Mar-2022,FRAUD
12608,03/19/2022,BURGLARY
12609,19-Mar-2022,OTHER
12610,19-Mar-2022,DRUG OFFENSE
12611,19-Mar-2022,OTHER
12612,19-Mar-2022,ROBBERY
12613,19-Mar-2022,BURGLARY
12614,19-Mar-2022,FRAUD
12615,19-Mar-2022,DRUG OFFENSE
12616,03/19/2022,ROBBERY
12617,03/19/2022,OTHER
12618,03/19/2022,BURGLARY
12619,03/19/2022,BURGLARY
12620,03/19/2022,VANDALISM
12621,2022-03-19,VANDALISM
12622,03/19/2022,ASSAULT
12623,19-Mar-2022,OTHER
12624,2022-03-19,FRAUD
12625,2022-03-19,THEFT
12626,03/20/2022,OTHER
12627,20-Mar-2022,VANDALISM
12628,03/20/2022,ASSAULT
12629,2022-03-20,ASSAULT
12630,2022-03-20,FRAUD
12631,03/20/2022,DRUG OFFENSE
12632,2022-03-20,THEFT
12633,20-Mar-2022,ASSAULT
12634,03/20/2022,FRAUD
12635,20-Mar-2022,THEFT
12636,03/20/2022,ASSAULT
12637,03/20/2022,ASSAULT
12638,2022-03-20,DRUG OFFENSE
12639,20-Mar-2022,FRAUD
12640,2022-03-20,THEFT
12641,20-Mar-2022,ROBBERY
12642,03/20/2022,OTHER
12643,03/20/2022,VANDALISM
12644,2022-03-20,THEFT
12645,20-Mar-2022,THEFT
12646,2022-03-20,OTHER
12647,03/20/2022,ROBBERY
12648,2022-03-20,ASSAULT
12649,03/20/2022,DRUG OFFENSE
12650,03/20/2022,BURGLARY
12651,2022-03-20,OTHER
12652,20-Mar-2022,THEFT
12653,03/20/2022,VANDALISM
12654,2022-03-20,ROBBERY
12655,20-Mar-2022,THEFT
12656,03/20/2022,OTHER
12657,2022-03-20,FRAUD
12658,03/20/2022,FRAUD
12659,03/20/2022,VANDALISM
12660,20-Mar-2022,ROBBERY
12661,20-Mar-2022,BURGLARY
12662,03/20/2022,FRAUD
12663,2022-03-20,THEFT
12664,03/20/2022,ROBBERY
12665,2022-03-20,FRAUD
12666,03/20/2022,OTHER
12667,03/20/2022,VANDALISM
12668,20-Mar-2022,BURGLARY
12669,2022-03-20,BURGLARY
12670,20-Mar-2022,ASSAULT
12671,20-Mar-2022,ASSAULT
12672,2022-03-20,OTHER
12673,2022-03-21,BURGLARY
12674,03/21/2022,FRAUD
12675,03/21/2022,ASSAULT
12676,21-Mar-2022,FRAUD
12677,21-Mar-2022,THEFT
12678,2022-03-21,OTHER
12679,03/21/2022,THEFT
12680,2022-03-21,OTHER
12681,03/21/2022,VANDALISM
12682,03/21/2022,OTHER
12683,2022-03-21,FRAUD
12684,2022-03-21,BURGLARY
12685,21-Mar-2022,VANDALISM
12686,03/21/2022,VANDALISM
12687,2022-03-21,THEFT
12688,21-Mar-2022,THEFT
12689,03/21/2022,DRUG OFFENSE
12690,03/21/2022,DRUG OFFENSE
12691,21-Mar-2022,DRUG OFFENSE
12692,2022-03-21,THEFT
12693,21-Mar-2022,ROBBERY
12694,21-Mar-2022,OTHER
12695,21-Mar-2022,BURGLARY
12696,03/21/2022,VANDALISM
12697,2022-03-21,ROBBERY
12698,03/21/2022,THEFT
12699,21-Mar-2022,DRUG OFFENSE
12700,03/21/2022,OTHER
12701,2022-03-21,ASSAULT
12702,03/21/2022,DRUG OFFENSE
12703,21-Mar-2022,OTHER
12704,03/21/2022,BURGLARY
12705,21-Mar-2022,FRAUD
12706,2022-03-21,THEFT
12707,21-Mar-2022,ASSAULT
12708,21-Mar-2022,FRAUD
12709,21-Mar-2022,ROBBERY
12710,22-Mar-2022,DRUG OFFENSE
12711,2022-03-22,DRUG OFFENSE
12712,22-Mar-2022,DRUG OFFENSE
12713,03/22/2022,VANDALISM
12714,2022-03-22,ROBBERY
12715,22-Mar-2022,BURGLARY
12716,22-Mar-2022,ROBBERY
12717,03/22/2022,VANDALISM
12718,22-Mar-2022,DRUG OFFENSE
12719,03/22/2022,OTHER
12720,22-Mar-2022,OTHER
12721,03/22/2022,ROBBERY
12722,03/22/2022,ASSAULT
12723,22-Mar-2022,BURGLARY
12724,03/22/2022,DRUG OFFENSE
12725,03/22/2022,ASSAULT
12726,2022-03-22,FRAUD
12727,22-Mar-2022,THEFT
12728,2022-03-22,THEFT
12729,2022-03-22,ROBBERY
12730,22-Mar-2022,THEFT
12731,03/22/2022,DRUG OFFENSE
12732,03/22/2022,DRUG OFFENSE
12733,22-Mar-2022,ASSAULT
12734,03/22/2022,OTHER
12735,22-Mar-2022,OTHER
12736,2022-03-22,THEFT
12737,22-Mar-2022,THEFT
12738,03/22/2022,ASSAULT
12739,22-Mar-2022,OTHER
12740,22-Mar-2022,OTHER
12741,22-Mar-2022,BURGLARY
12742,03/22/2022,OTHER
12743,22-Mar-2022,ASSAULT
12744,2022-03-22,THEFT
12745,22-Mar-2022,BURGLARY
12746,22-Mar-2022,THEFT
12747,22-Mar-2022,FRAUD
12748,22-Mar-2022,THEFT
12749,22-Mar-2022,THEFT
12750,03/22/2022,FRAUD
12751,2022-03-22,VANDALISM
12752,2022-03-22,DRUG OFFENSE
12753,2022-03-23,DRUG OFFENSE
12754,23-Mar-2022,ASSAULT
12755,2022-03-23,DRUG OFFENSE
12756,23-Mar-2022,BURGLARY
12757,03/23/2022,VANDALISM
12758,23-Mar-2022,FRAUD
12759,03/23/2022,DRUG OFFENSE
12760,23-Mar-2022,VANDALISM
12761,2022-03-23,VANDALISM
12762,03/23/2022,DRUG OFFENSE
12763,2022-03-23,THEFT
12764,2022-03-23,ROBBERY
12765,03/23/2022,ASSAULT
12766,03/23/2022,DRUG OFFENSE
12767,03/23/2022,OTHER
12768,23-Mar-2022,DRUG OFFENSE
12769,03/23/2022,FRAUD
12770,2022-03-23,DRUG OFFENSE
12771,23-Mar-2022,THEFT
12772,03/23/2022,OTHER
12773,03/23/2022,ASSAULT
12774,2022-03-23,OTHER
12775,2022-03-23,VANDALISM
12776,23-Mar-2022,ASSAULT
12777,23-Mar-2022,THEFT
12778,23-Mar-2022,OTHER
12779,03/23/2022,VANDALISM
12780,03/23/2022,BURGLARY
12781,03/23/2022,THEFT
12782,03/23/2022,FRAUD
12783,03/23/2022,FRAUD
12784,2022-03-23,VANDALISM
12785,03/23/2022,OTHER
12786,03/24/2022,BURGLARY
12787,2022-03-24,DRUG OFFENSE
12788,24-Mar-2022,ASSAULT
12789,2022-03-24,DRUG OFFENSE
12790,03/24/2022,OTHER
12791,03/24/2022,VANDALISM
12792,2022-03-24,FRAUD
12793,2022-03-24,DRUG OFFENSE
12794,2022-03-24,THEFT
12795,24-Mar-2022,OTHER
12796,24-Mar-2022,FRAUD
12797,2022-03-24,THEFT
12798,24-Mar-2022,ROBBERY
12799,24-Mar-2022,THEFT
12800,2022-03-24,THEFT
12801,03/24/2022,VANDALISM
12802,03/24/2022,ROBBERY
12803,03/24/2022,VANDALISM
12804,03/24/2022,ROBBERY
