Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
17888.9,0.4874689,0.49191476,0.07714824,0.42861654,1.35014013,-0.41660955,-0.64781936,-0.89137637,0.73571787,0.13849463,-0.550421,1.21090384,-1.1955788,1.48933095,-0.01492977,0.24908187,-1.34050894,-0.62808573,1.37946117,-1.84725588,0.70250845,-0.4400355,0.69112916,0.73486869,1.98447122,0.7463197,-1.71151718,0.70657515,211.37,0
17967.6,-1.28812972,-1.08570423,0.64385656,1.24385176,1.37989025,-1.05527467,1.12491681,-0.6687837,1.25465678,-1.22109708,0.21927426,0.94220116,-1.30470453,0.97784516,-0.31466035,-0.88469291,-0.00334517,2.24893543,0.38374911,3.10210861,-0.60648656,-0.19334038,1.66701875,-1.93620551,-0.13070435,-2.36116392,0.95073887,1.22753674,323.04,0
18019.8,-1.87870114,0.71227782,-0.03261806,2.24746446,-0.89454862,0.18459919,0.70851551,1.55885902,-0.6350206,1.82287609,-1.45493078,1.04158275,0.45930858,-0.18158482,-0.30986568,-0.20415253,-0.76509477,0.80752786,0.02361007,1.52540431,0.78709378,0.99626817,-0.67268587,1.26655317,1.37935152,0.25563447,-0.65273708,1.24051663,229.01,0
18024.5,-0.24130589,-0.08330711,-0.43292663,-1.07416622,0.14701997,0.34990323,0.79510547,-0.18827677,0.15614601,1.45969494,0.31128386,0.14642994,-0.6098969,-0.07133785,0.65424815,-0.79381762,0.26718232,0.40417042,-1.11088508,-0.25898296,2.26235649,1.04318454,0.35064837,-0.39422607,0.29248188,1.02295102,-0.28449218,-1.09860839,382.34,0
18266.5,0.66875691,-0.7755354,0.75615015,1.26370719,-0.63779401,-0.5943607,1.40925817,-1.4297754,-0.5474627,-0.77225688,0.04177337,1.58648674,-1.33528021,-0.43483884,-0.34851888,-0.49294715,0.56899398,1.96672256,1.86280951,-0.02267751,0.04368696,-0.36093229,0.29444224,1.19177509,1.01392235,-1.57058286,-0.41909546,0.2868472,54.54,0
18339.3,-0.89166631,-0.32271265,-0.02267565,-0.15253835,0.88305661,0.27510045,-0.27522798,1.09884838,-0.90225231,-2.12432814,0.1932648,1.50277194,0.1862404,0.36909445,0.61341702,-0.03953235,0.91758951,-0.65597884,1.45912339,-0.99877694,-1.42571618,0.24079464,-0.66596015,-1.29570726,0.57488369,-0.69406596,0.16889512,1.34156288,129.52,0
18394.7,1.70823506,0.57486364,0.56939104,1.07196991,-1.40613141,0.93531983,-0.07157302,-0.09740967,-1.26507759,-0.4529985,-0.09987486,2.44133279,-0.9579822,-1.06203961,0.47817581,-1.02719912,-1.11955143,1.51062866,-0.41255934,-0.62114406,0.41428884,0.66764651,-0.02873874,1.11829831,0.75097289,0.94879283,-0.11338633,-1.10736139,457.2,0
18411.1,0.85809478,0.02802035,-0.50513339,0.61124624,0.43354347,0.47650018,-1.20693442,0.40187448,-0.19325873,0.12600348,-0.26851846,0.35109144,-0.72286023,-0.5117334,-0.62399597,0.54847081,-0.32043209,0.27263348,1.76523192,-1.26336369,1.29048829,-0.178099,0.47388178,0.85666237,0.54432716,0.6482998,-0.36120696,0.01561514,151.69,0
18459.1,-0.41977536,-1.11377834,0.16224939,-0.80336017,0.95719864,-0.11981196,1.33154452,-1.648074,-0.66682123,0.52840692,0.29924072,-0.77257142,-1.04235236,0.94481484,-1.04898479,0.69811831,0.07416834,-0.15831122,-0.58828413,1.92543866,-0.52945183,-3.01780131,-0.1838578,1.21603478,0.04040667,-0.25972767,1.76032033,0.10587034,70.94,0
18491.6,-2.05819073,0.46700081,0.32304122,0.43627618,1.14222761,0.31421988,-0.72344403,-0.77054856,0.58312687,-1.07182695,0.7183422,0.71419341,-0.04388349,-0.78142328,-1.77633873,-1.12396496,-1.62592999,0.02667109,-0.44228754,-0.92066154,0.87260547,0.12932789,0.04758693,0.55811678,1.03645245,-1.60282399,0.70667985,-1.8089368,110.6,0
18822.5,-0.44260565,0.81612368,-0.3703625,-0.15277374,-0.06891971,0.04431115,0.85034642,-0.10693037,1.00529903,0.38012983,-1.0557623,0.04387156,1.69650096,0.29569657,1.11098852,-0.19816491,-1.44214971,-0.41783175,-1.40468217,-1.36552591,0.54433677,-0.6104024,-0.49727185,-0.51867296,-2.15314056,0.66277625,-0.10867342,-0.55847454,241.75,0
19103.9,-1.61130077,-0.57943391,0.35158025,-1.14901608,0.22556078,0.05600008,1.50617231,-0.93647278,-0.4338845,-0.15265533,-1.36510721,1.00976482,0.50180995,0.31837287,-1.24730407,-0.12803324,-1.81901911,-0.19332763,-0.52382258,-0.95559373,0.1486065,0.19957127,-0.51025257,-2.65602982,-0.31600812,-1.07021017,0.09892683,0.27743372,91.94,0
19186.7,0.44733792,-0.31758528,-0.92827821,-0.91970792,-0.50599279,0.5289924,1.32173678,0.42318943,0.00454614,-0.65323353,0.00467023,1.45454232,0.49124609,-0.46845943,-1.2398534,-2.58053366,-0.54821352,1.3516178,-0.65722434,1.52135197,0.21151984,0.03827598,-0.13360456,0.13108314,1.14784199,1.3631662,1.07260471,0.09599287,43.22,0
19215.7,0.43248958,0.89832886,0.45605213,1.30578774,-0.37337473,-0.3022768,-0.48612851,1.68863069,-0.54791915,0.9258956,2.11726088,1.28260666,0.54067594,-0.05567292,-1.31497244,0.77851653,-0.48362861,-1.35074695,-2.71621602,0.35705065,1.40339894,2.10289511,0.5668439,1.46480247,0.36401871,-0.98089413,-0.70493105,0.10695027,101.63,0
19355.7,1.10592411,-0.43385482,0.64761739,2.07163343,-1.65422272,-0.06508751,-0.72227571,0.43931016,-0.24707039,-1.51153056,-0.28121762,-1.87129042,1.70040948,-1.10507577,-0.50449451,0.64398321,-0.74213128,0.11957794,0.209513,-0.80562844,0.38368032,-0.37358654,-1.33252066,-0.06955171,0.18768129,-0.56399899,-0.62614084,1.73284694,223.07,0
19390.2,-0.10125388,-1.13292054,0.00157202,0.72698736,0.2596081,-0.29595982,-0.79636683,0.20475483,-2.77243338,1.51374376,-0.20904942,-0.28399774,-1.71631727,1.03392665,0.13602296,-0.00863959,-0.52197418,-0.4237006,-0.28979526,-3.11430698,0.45141193,-0.54930041,-1.42492841,0.62815794,0.50687231,1.03428437,-1.05578609,-0.060735,91.03,0
19469.3,-1.22121636,0.53852343,2.2033075,-0.34103925,-0.50622044,-0.67955805,0.78010359,-1.0538412,-0.50011301,-1.2245099,0.88988197,-0.11268347,-0.05571997,-0.30767063,-0.28954092,-1.35706292,0.2381775,0.49070416,-0.28755723,0.38612148,2.82727427,-0.23610394,0.45437328,-0.10892061,-0.9407529,0.84034156,0.47805062,-0.36280477,209.24,0
19619.3,1.1059477,-1.84437976,-0.15118522,-0.18293332,0.46373946,0.0338019,-0.11811556,-1.44343185,0.50005288,1.67793044,-0.33566792,0.40326593,1.33402499,0.68381474,-0.13375877,1.43636628,-2.03329778,1.05489014,-1.37176518,-1.99108053,-0.01041202,-0.95385821,0.24198299,0.74740446,1.13326563,1.30331007,1.3787311,1.29339659,382.98,0
19637.6,2.39941513,-1.79288348,0.45895574,-1.74827622,1.3385591,-0.13742925,2.53356376,-0.61473985,1.14777504,0.48536144,-1.99626748,-0.80811644,-0.90664001,0.96551821,0.97617775,0.47286868,2.73725177,-2.22446642,-1.85961255,-0.25767952,1.77870248,0.67610335,1.12035628,-1.2320874,-1.44023199,1.40465631,-0.3341756,-0.46037664,320.93,0
19662.2,-1.65556406,-0.05951189,0.67085009,-0.89376525,0.14268037,0.85845748,0.19954117,0.50703824,-0.86057657,-1.03772372,-0.29133691,-1.73114596,-0.56788694,0.25120738,-2.52488696,-0.61584025,-1.2875402,0.03337386,-0.45884442,0.53796328,1.11780939,0.84923721,2.00389226,-0.27125864,-0.96212095,-0.9293281,1.51240088,-1.29789886,281.21,0
19680.6,0.70198409,0.90868031,-0.8213395,1.10462268,-1.27381441,0.41009138,-0.22164413,-0.44662376,-0.61873315,0.31605729,-2.23090273,-1.17382536,-1.80347236,-0.25074945,-0.36426521,2.36836681,0.02191568,0.07623935,-0.48708559,1.27381425,0.45317699,0.78558089,1.17292562,1.98552016,0.54359637,0.34497155,1.14921972,-1.17058014,13.99,0
19748.3,0.7474229,-0.48846209,-0.01350036,-0.44952628,1.4245682,0.66209102,0.87831988,-0.56104044,0.25305801,0.04947741,-1.04366238,0.74506238,-0.29927481,-1.45748957,1.22927383,-1.81628694,-1.63014475,-1.15140747,0.587766,-0.33031137,-0.49763409,1.08133643,-0.21275509,-0.91736429,1.06686086,-0.83366929,1.01305848,0.81472092,19.7,0
19777.7,0.6119892,0.85931735,0.11456218,-0.16495861,0.36939451,0.83483162,-0.39476935,0.13249224,-0.94179168,0.9572157,0.66716227,-0.40763403,1.28154797,-1.23459036,-0.35874824,-1.36604774,0.97401748,1.45328943,-1.49114939,1.08932575,0.65717206,-0.28318266,-0.22884967,1.06353955,0.51613465,0.67405485,-1.15844466,1.53337167,176.5,0
19785.3,0.31139336,1.58867197,-0.29369613,0.06971585,-0.95322679,-0.64726192,-0.18525761,0.0892152,0.46841942,1.16913482,0.26670043,0.70356549,-0.69115627,0.55602769,1.09244854,1.84144536,0.60648689,-1.3602244,1.79851779,0.0274697,-0.2934746,1.47211264,-0.29116394,0.72219938,0.06426815,-0.79120505,0.30959569,-1.02331814,253.82,0
19826.9,-0.52843112,-0.14633964,0.58658294,-0.22931912,0.33204385,-1.06476649,0.49315481,0.48907215,0.28051506,0.15589047,1.03109769,1.29744037,-0.26215489,-0.19238546,-0.51332968,-2.67419089,-0.06807129,2.6974523,-0.77911561,1.79904721,-0.96746405,1.17082026,0.03254911,1.52308924,0.26712065,1.25396674,0.18060963,1.35364163,391.87,0
19963.0,-0.38069812,0.88329769,0.51043674,1.16851831,0.7481219,0.69814903,2.14392823,0.16402415,0.61942333,0.6235679,-0.86731736,1.81408443,-0.15749142,-1.13127462,1.02010377,0.80610367,2.9154647,-0.0224473,-0.52826283,-1.4413765,1.24950481,0.07271371,0.49346536,0.27217476,0.18369996,-0.55452416,-0.17915382,0.28636667,143.82,0
19988.8,-1.29523069,1.20441538,1.01985058,0.41350681,-0.71911532,-0.91391061,-1.17864262,0.3575088,-0.28501061,-0.2628264,0.36022311,0.3479796,0.55085884,0.2179524,-0.92122013,-0.74352954,-0.06308809,1.39090936,1.15859402,-0.42518758,0.45046512,0.13544961,0.29328957,0.19940244,-0.55872184,0.82385622,-1.97083645,0.44117624,113.97,0
20330.6,0.65938344,-0.90846394,2.20509943,-0.16540066,-2.15438287,0.19853208,0.98492777,-1.08050327,0.25349892,-0.19733199,-1.15450641,0.19043945,0.00763541,-0.84268236,0.59075076,1.69505623,-0.02111949,-0.07065943,0.04984842,0.95298565,-0.20060865,-0.12223758,-0.58194655,1.9543007,-0.09252993,1.90287039,1.79020681,0.33548611,261.9,0
20343.6,0.97558428,0.35750099,0.31125888,0.21168426,0.63312751,-0.09924945,1.21294675,0.46619238,1.4878354,-0.0797114,0.27212563,-0.68218102,0.01562741,0.81802782,-0.3654973,1.49217576,0.02567296,1.58317645,-1.04880314,-0.27686201,-0.49636009,1.01063162,0.64210298,-0.07641424,-0.45579785,-0.0268373,0.72458629,0.83574077,73.1,0
20358.5,1.01951746,0.04022595,-0.50894048,0.94165209,-1.50013902,-1.70850132,-0.31587403,0.77453676,1.81092472,0.62559854,-1.59997886,1.43515562,-1.31804778,-0.09245568,0.14801506,-0.64235707,0.28730016,1.48399521,0.13999539,0.05170785,0.32620822,-1.13240477,-0.46499813,1.6247184,0.19033739,-0.72603289,-0.84841838,-0.45204426,168.12,0
20511.6,-0.85345437,-1.45548443,0.02402312,0.82401302,0.61984761,-0.01725008,-0.0064726,1.1454376,0.73599032,-0.62476202,-0.57982985,-0.67986626,-0.03564916,-1.16066857,-2.15837182,-0.21830724,0.25288199,0.18642526,1.08499026,-1.29250361,-0.51315596,-1.44242595,0.2458297,-0.10458292,-0.48082408,0.041442,-0.70688759,-1.02202885,483.13,0
20520.6,-0.06678296,-1.14551144,0.1059264,2.09842161,-1.87108759,0.45474204,1.52544668,-1.35862031,-1.90521052,-0.0756454,-0.28474277,0.09656515,-1.89347686,0.41918298,-0.24427567,-0.10856988,-0.56358772,1.38581098,-0.21009635,-0.43091873,-0.08590519,-0.13676237,0.12380807,-0.59101251,0.2609139,0.3587423,0.60627086,-0.95644819,45.36,0
20628.9,0.66681169,0.76366848,1.29080349,1.06737643,-0.1036565,-0.0767875,1.94586907,0.17413704,-0.55762888,1.11808898,-1.6948607,-1.11743441,-0.69984157,1.27870181,0.29156421,-0.01971987,0.13068,0.12386237,0.32858642,1.54414667,3.15727171,0.50336119,-1.5540482,-0.53606753,-0.71796007,-1.98943085,-1.49445217,2.3844753,31.47,0
20753.2,0.65183527,-1.43396186,0.05016457,0.53601397,-0.64394983,-0.80404939,0.54184561,1.36103899,-1.24194266,-0.76893732,0.90480409,-0.10270914,0.24570306,-0.6120583,-0.3168952,1.47002201,-0.40166218,-1.66323288,-1.31802572,0.47628153,-0.23996627,1.86293064,1.03784993,-1.08194515,0.17731531,0.81023042,-0.11163744,0.65098862,212.88,0
20753.4,0.59841205,1.02391836,0.10045821,0.0052809,0.13584787,-0.09357733,-0.22308077,-0.65273119,1.0087318,-0.39369243,0.43052113,1.11522112,-0.45219434,0.03100627,0.03690245,-0.74038704,0.2458668,-0.60180596,0.37535113,0.80346085,-0.24412575,-1.4546108,-0.68559261,-0.18611328,-1.72866845,0.20866869,1.17849915,-0.81651292,618.43,0
20786.9,-0.00568826,-0.50067712,-0.86408446,-0.78225609,-0.03208338,0.71149636,-0.71044721,-0.6116481,-0.71067943,1.55328421,0.19156548,-1.05266472,1.04108105,-0.89802177,-1.25856075,0.49282179,0.12482048,1.59661978,0.27364927,-0.16530137,0.89355244,-0.25708625,-0.63687718,-0.01727847,0.51154889,-0.86411136,0.09926213,0.258609,100.02,0
20902.0,0.49052414,1.59659574,-0.99934409,-0.59976566,0.01480763,-0.9860046,0.2651864,0.23403433,-0.99756657,0.22414417,-1.01807082,0.10158569,0.21260326,2.07380096,-0.30898153,2.55421807,-0.34100884,-0.6702816,-1.65131689,-0.59108413,-0.34381396,0.96231854,1.22830784,0.71509338,0.75609186,2.51134248,-2.03239334,2.07614523,150.05,0
20913.8,0.00030533,0.55466396,0.38652042,-1.86541904,0.31058237,-0.31754484,0.11699918,0.7343149,0.70546579,1.84179095,-0.20103699,0.6854981,-1.05478885,0.65838185,-1.36149615,0.87869121,-1.07152708,-1.29554184,0.58639387,0.73580904,1.69473787,-0.33610641,-0.51143051,-0.06584889,-1.25617771,-0.81842757,0.12352681,-1.25222974,461.13,0
21062.4,0.39055874,-0.08347813,1.07961371,-0.64342378,0.8876805,0.40526294,0.26356676,0.7457523,-0.08681662,-0.05359383,-0.82281069,0.75315914,-1.60428029,-1.43230205,0.15708197,-0.23722094,0.80736926,-0.09821999,-0.13952669,0.38819647,0.56914799,-1.63611325,-1.69706209,0.85737704,-1.53930982,-0.59432194,-0.84263613,0.98282216,81.83,0
21248.6,0.66636031,0.46489113,-0.49462516,0.0475221,-0.61359716,1.51939811,-0.3861093,1.04318943,-1.59065024,-0.07909159,3.61775772,-0.33984691,0.75770306,-0.8494105,0.65243457,-0.2589833,1.65190945,0.43876932,0.57197915,0.79277346,-1.19933319,1.6310181,-1.272455,0.27362723,0.27812009,1.97749607,1.07477865,-0.02468621,171.72,0
21531.4,-0.95228487,0.93676259,0.56689051,1.1821226,1.19869794,0.20891647,-0.24852641,0.32609108,-0.23047259,1.76969467,-0.08039283,0.62120878,1.83298091,0.38327129,0.57119,-0.40367995,0.07573336,-0.29474808,-0.58358503,0.16783744,0.69617559,0.87919961,-1.80218006,-1.64813344,1.51492001,-1.60563034,-1.48751926,-0.65942778,119.47,0
21614.5,0.52042524,0.48535583,0.04242327,2.64161513,0.2645385,0.43347529,-0.53065441,-0.8615134,-1.16445384,-1.28999583,0.55065965,0.16192376,-0.63046169,-0.35092815,1.05922111,-0.20724086,0.03417447,0.28930667,0.49703826,-0.75623267,-2.46357512,-1.95053032,0.35320163,-0.57668384,-0.34215742,-1.71718054,-0.80055077,0.11936001,97.89,0
21954.8,-2.0026519,-1.11788011,0.74687151,-0.91777243,0.82213207,-0.93002927,-1.75419145,0.21308543,0.04222286,-0.53402296,-0.1268349,1.76336103,-0.53993835,-0.38557279,0.84147684,0.05874777,0.26257984,-1.41274252,1.06171079,-0.01134091,0.85053859,1.46113163,0.81941151,-0.59428429,0.2512762,-0.05348355,-0.13517504,0.92218641,106.25,0
22037.0,-0.25786721,-0.36535518,-0.19790368,-0.73405073,-0.94374777,-1.19072409,1.99484838,0.34733526,-1.24757165,-0.26889195,1.57555376,0.53851828,-0.80329338,0.07296481,-1.44396758,-1.04918538,2.3725729,-0.41162219,-1.09396413,-1.91943919,0.21171361,0.74395533,0.40218696,0.46274551,0.23272742,-0.26835624,0.8040593,-0.39114684,298.32,0
22049.4,0.1430356,-0.88319995,1.02274685,0.13402021,0.9065148,-0.63285799,0.76497866,-1.35866665,-0.19490956,-1.58283063,0.2631302,-0.58607299,0.41729312,-0.64109954,-0.21206643,-0.89265484,-0.21274317,-2.43467811,-0.62335135,1.20685558,-0.43167821,0.17687176,0.51669712,-0.81816768,0.0967094,-3.25225235,0.5901471,-1.80031809,179.03,0
22185.6,1.4090951,-0.26402889,-1.71730067,1.44056722,0.39095443,2.4981226,0.90807846,-0.17238403,-0.72400954,0.98368397,-0.70443904,-0.95058219,-1.1818982,1.25011139,-0.4417757,0.11068751,-0.17854111,-0.44765874,0.64141275,-0.30688603,-0.08589428,-0.53343535,0.11786835,0.31240681,-0.04082725,-0.81102632,-0.04764658,1.23832307,58.51,0
22274.5,-1.46470095,1.49534599,-1.79119688,-0.39210882,1.05735361,-0.17409767,-0.58122779,0.59949423,1.69606372,-0.49975065,-1.13530832,0.79334266,0.9275644,-0.32240727,0.38044507,1.08108414,-0.23380635,-1.18059597,0.51877237,1.10055266,-1.77192749,1.74547868,0.55035362,1.45842578,0.03597061,1.76285315,-0.82213397,0.52828422,226.98,0
22396.2,-0.81113425,-0.36613455,-0.88101178,-0.19015118,1.42435023,1.17617267,0.9863962,0.3497892,0.76336455,0.77665363,-1.01264889,0.57431533,-0.59418423,-0.41635737,-0.08885894,0.19014597,-1.61562653,0.62971555,-0.09522286,2.04634813,0.26008782,-0.28956554,-0.75301554,-0.38683278,0.99216819,-1.07431605,0.52153908,-0.37376592,136.47,0
22446.5,0.68240241,-1.31167086,-0.06257796,-1.37905654,-0.14098945,0.21678939,1.50837877,0.71311405,-0.38806934,1.34383062,-0.94441134,-0.02339105,-1.6192574,-1.5075725,-0.73555889,-2.05730123,0.270879,0.29424529,-0.42924109,1.71857141,1.33535453,-0.47306981,0.88191925,1.66743069,0.52605574,0.40130251,-0.55995712,-0.73755143,283.99,0
22552.4,1.4518121,0.99345286,1.50853203,-0.65953052,1.46577347,-0.65408948,0.31154631,2.45509731,-0.87121802,-0.94802713,-0.17050263,0.10347236,0.44610029,1.29970033,0.10278638,0.32653802,0.86212971,-0.50851848,-1.06838657,-0.9636656,0.14498886,-0.64513125,-1.3996617,-0.26120052,0.04382309,0.54399205,1.30899528,-0.78055392,65.22,0
22554.0,-0.00993873,0.09280843,-1.15323543,1.55812949,-0.35841051,0.00781132,0.8302397,0.78498771,-1.37910073,-0.14818658,0.32686244,-1.2904412,-0.36915743,-0.11117829,-0.38396356,0.28654305,0.73026861,0.01545487,-0.12483605,-0.67202658,0.43689166,0.7064342,0.30159574,1.74708035,1.60802162,-0.07241495,0.68065947,0.13405631,75.98,0
22585.0,0.31456921,0.92811755,-0.29812531,-0.01375313,-0.22042946,-1.76463331,-0.36104701,0.87960311,-1.08292595,0.91366732,0.01359591,-1.85772908,0.90006875,-0.04702685,-0.32438836,-0.47821427,0.13186619,0.23445146,-0.67941842,1.45433802,-1.1694741,1.41014584,0.13695327,1.69344724,2.01300946,-1.5640903,1.37637877,-0.05700144,326.41,0
22789.6,-0.78177485,0.41008043,-0.82643852,-0.31250588,1.11077396,0.44621935,-0.75442566,0.09582433,-0.51100553,0.31030866,-0.45708802,0.53552574,-0.79266356,0.76270879,-1.3770039,1.6176868,0.18437659,0.93063453,0.39145044,1.90785595,-0.9669613,-2.07120623,1.3142678,-0.66662002,0.1740275,1.27351549,1.46317872,-0.61431909,117.29,0
22858.8,1.22400059,-1.44800999,-0.72371358,-0.36227008,0.01641749,0.6203433,0.58240997,0.48104874,-1.06722754,-1.29230529,0.88835781,0.39825001,1.11140459,0.0040041,0.45445156,-1.43420211,-0.98681211,0.76528192,-1.00450241,0.69287063,2.3281246,-0.56504959,-0.82874741,1.08329913,-0.32857874,-1.63075996,0.01247918,-1.21749547,159.32,0
22876.8,-0.94242026,-1.04635939,-0.67736646,-1.16462412,-1.49032143,-0.43950947,0.39368521,0.53032098,-2.31076718,1.44210599,1.64473301,-1.26631936,2.32044009,-0.20061349,-0.2723764,0.37218716,0.82639909,0.14563532,1.29142939,-1.04970892,0.10269301,-1.39304425,-1.13238846,-0.55894536,-0.54087487,0.8395619,-0.56484592,1.1173425,76.31,0
22902.8,-1.72214634,0.4170337,-0.77252701,0.646342,0.70588799,-0.66037734,-2.38105837,-1.35187678,-1.11186127,0.20589261,-0.13518157,0.4313984,-0.0979589,-0.856966,-0.10216705,0.43106118,0.61204875,-0.10557948,0.1870361,-0.74144501,1.14432302,-0.82830273,1.38883855,0.7385776,-0.05722437,1.46650896,2.15334756,-1.86188149,307.13,0
22921.8,-0.03216724,-0.09338176,0.21623803,-0.01025585,0.51060589,1.17976606,-0.34650932,0.84932073,0.41017481,-0.3629098,-0.7644169,0.17594173,-0.6037627,-1.36638267,0.07793119,0.70753721,-1.97466514,0.10592448,0.03418686,-0.64464297,0.47227818,-1.5356022,0.44697975,0.32720361,-0.72398095,-1.0919652,-0.31250565,1.99160702,41.88,0
22931.6,-2.4311995,-0.40984991,1.38500107,0.96245909,0.61700146,-0.52654468,1.46725882,1.04046545,-1.29167755,1.08858992,0.16830572,0.27847763,-2.01706688,-1.46314825,0.98951885,-0.76698951,0.81244897,-1.32715937,-1.47524494,1.91075489,0.90939845,-0.12835977,0.22371023,-0.70859522,0.35600189,1.17943008,-0.41547299,0.48563006,335.05,0
22937.0,-2.39949705,1.89325162,-1.07271832,0.96650486,1.19825259,-1.09563239,-1.87172854,0.11860839,0.1174968,0.96266748,0.11912624,0.95745165,-1.00336485,0.15819602,1.78770163,0.2083797,-0.09647431,0.1147764,1.27735558,0.07270939,0.49719791,0.43414409,-1.73866074,-0.11338606,-0.40573754,-0.20260198,-2.15421851,0.56116939,185.94,0
23000.7,0.88423842,-0.17337577,0.17393501,-1.40828781,0.59709679,0.95460317,1.54968799,-0.6321127,1.339838,-0.67243534,0.44307924,-0.44005368,0.14839753,1.17727942,1.53780325,1.50203393,-0.1138008,0.94221404,1.98600337,-2.15528213,1.67512572,0.9664342,-0.15795122,1.34920901,-0.79920239,1.20914544,0.702164,0.32874231,87.52,0
23046.0,-1.01995175,1.65962492,2.02242959,1.60121022,-1.07188052,1.31983503,0.45864317,-0.8980033,-1.35385611,-1.97160679,-0.24497724,-1.54670568,-0.45269159,-0.32576567,1.54699294,-0.39538517,-0.48729445,0.13710035,0.47074546,-0.08020486,-0.13771521,-0.95556642,0.95968333,-0.15496612,-0.60653923,-0.4043419,-1.19059572,1.04955144,400.48,0
23062.6,-0.31266585,-1.41948323,-0.22953664,0.47461702,1.53533529,0.06770916,0.39734732,0.17415308,-0.83106895,-1.45419869,-1.6443495,0.44970605,0.59083591,0.57256226,-0.57731061,-0.46094922,-0.20144534,0.10483444,-1.53396303,-0.42259076,0.30030584,-0.14288523,-0.3944614,-0.7116945,0.88159287,-0.02607173,0.01710052,-1.41987056,380.13,0
23203.3,-0.22403797,-0.00096732,-0.88585443,0.16323194,-1.02052274,0.33045178,0.46564682,-0.20186107,0.63680843,0.63833271,0.39396314,-1.52227189,-0.74852072,-0.08281988,1.2278286,-0.05409078,0.20313143,0.05194851,-0.37169163,0.35261097,-1.53659084,-0.76654827,1.8035946,0.89906672,-0.61015082,0.47745857,-0.42315293,-1.08952606,142.93,0
23214.4,0.81260422,-1.46661938,-0.90054608,0.89841478,-2.16786431,-2.65993872,-0.36542201,2.08600105,1.59927493,1.0348716,1.32467749,-0.0030089,-0.31017815,-1.23801531,1.19548374,-0.36850933,-0.8048623,1.30258088,-0.16852619,-0.57243101,0.66192449,-0.8304252,-1.27781925,-1.6695007,0.39353116,-0.0105554,0.95882625,-0.77652006,423.7,0
23406.9,0.84975392,-1.08514791,0.41049625,0.69581564,0.54050221,-1.98324469,-2.63022012,0.64582121,1.7810266,1.33600669,0.03774058,-0.3410986,-0.73866218,-2.18796937,0.17284177,-0.03336606,2.20522675,0.65349833,0.00817839,0.71493017,-2.56067299,0.05646776,-1.34352074,0.69266567,1.09107393,0.97485374,0.28139031,0.64246932,212.53,0
23517.3,-0.04515534,0.61423485,-1.18053732,1.04217246,0.99983898,1.19162153,-0.84902596,-0.4273569,-1.74145491,0.33703892,-2.1194761,-2.40579004,-0.28920274,-0.8410036,1.14307418,-1.01891982,0.59210029,-1.58926817,-0.81960006,2.27314145,0.9285748,-0.23201565,-1.45090439,0.94646683,-0.31920417,0.00794829,-1.57940003,1.47515642,145.47,0
23694.8,0.24567881,-1.65458574,2.10882713,2.33655998,0.76674198,0.96141352,1.44700095,0.07712335,-1.48899168,0.58845783,-0.39722229,-0.41290214,-1.29482914,0.80234128,0.2713752,-0.32819358,1.34899352,0.98613727,-0.83259857,-0.52526171,0.84596987,-0.19889505,0.51401676,0.61999147,1.09593337,0.6411699,-1.10654408,-0.80403491,157.31,0
23713.1,0.65324997,-0.03092247,0.89129224,1.65600848,0.08049304,0.44025342,0.87345167,-0.33804281,-1.12830452,0.90600082,-1.56876436,1.78883669,0.87043343,0.18769117,0.05109593,1.75135795,-0.94622596,-1.16019346,-0.59813592,-0.26179748,-1.00646924,0.15386107,0.13594495,-0.81385715,1.60305265,-1.39207394,-1.27672286,0.37612003,36.13,0
23735.6,0.3152103,0.97630442,-1.97386081,-0.9198096,-0.84138102,0.22976995,-0.37188314,-1.69716111,-1.40782724,0.11007887,0.62958637,1.27145325,0.79909317,0.02367271,0.04270417,-0.60620022,0.10539671,-1.15495578,0.03655902,-0.42776709,-1.06584719,-0.93349627,-2.12979702,1.47905412,-0.20607495,0.18559038,0.30201656,0.91800161,307.63,0
23746.8,3.31065999,-0.7411702,-0.58431599,-1.11567705,-0.69999221,0.85206346,-0.68649206,-0.05216654,1.21882141,1.01326215,0.55049616,-0.14056861,1.51027605,0.38247502,0.17585738,1.15223852,-0.64590411,-0.7563323,0.98509338,0.45371741,-0.02990197,1.17257123,1.13059653,-0.71853313,0.51338843,1.94186066,-0.89544508,-1.99096438,248.39,0
23776.5,-1.65647034,0.33780996,-0.2446567,-1.09643612,0.44541766,-0.1588021,1.50824381,0.26313669,1.05948391,0.88852583,0.57301331,-0.08726104,1.1804377,-0.93049453,0.96579951,-0.91710249,0.75861814,-0.05805433,-0.5060944,0.03053204,0.29214729,0.86150623,0.1589837,1.07749589,-1.74348459,0.96956961,0.09556995,-0.06973858,181.97,0
24036.3,0.11043672,-0.55063949,-0.73762064,-1.24705247,1.4223158,-0.22734937,-0.1309563,1.27501073,1.40519451,1.64257153,0.10017453,0.67514401,-1.27287956,0.11249674,-0.35066418,2.79821261,-0.16454534,-0.32541086,-1.15880089,-0.10719703,-0.65037247,1.96785877,-0.88198523,-0.11607764,-0.32503728,-0.0029472,-0.0869477,0.89022863,240.81,0
