Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
19623.0527,721.398,262.975,153.7134,1.4629,0.6952,19830.1651,202.5713,0.8004,0.9562,0.8643,0.8229,0.0089,0.003,0.538,0.9991,SIRA
57786.2051,1017.3671,371.1916,190.0436,2.359,0.9358,57204.873,258.6996,0.6958,0.958,0.6238,0.6898,0.006,0.0011,0.4227,0.9629,CALI
68710.3099,981.0446,397.1228,168.5639,2.4306,0.8853,57301.9506,239.0421,0.6885,0.9548,0.6754,0.6939,0.0071,0.0013,0.4143,0.9801,CALI
39293.1249,1003.6365,387.028,157.5353,3.0182,0.9232,46527.3885,250.9475,0.6975,0.983,0.5686,0.6066,0.0095,0.0013,0.3929,0.9445,HOROZ
22479.2191,672.7252,205.6324,177.7938,1.3596,0.7139,25019.6681,206.4108,0.6911,0.9737,0.7868,0.8139,0.0102,0.0031,0.6195,0.99,SEKER
54472.6678,934.9955,426.0729,181.908,2.5206,0.8698,51072.4649,270.6894,0.6927,0.9574,0.6511,0.6797,0.007,0.0017,0.3909,0.9562,CALI
43573.0449,1151.5833,396.4583,149.7595,2.5324,0.9278,52396.8922,226.2421,0.7565,0.9851,0.5751,0.6166,0.0084,0.0013,0.3539,0.9485,HOROZ
40132.0565,1077.053,417.0166,141.1554,2.577,0.9174,55437.2716,205.3205,0.69,0.9461,0.5132,0.6276,0.0097,0.0012,0.296,0.969,HOROZ
34037.9987,748.9522,238.3766,145.6835,1.3747,0.7996,24090.088,204.9453,0.7224,0.9613,0.8334,0.8282,0.0094,0.0025,0.6327,0.9749,DERMASON
23714.8765,607.5379,210.8127,157.0345,1.807,0.6994,26751.5957,195.228,0.7178,0.953,0.8557,0.7771,0.0084,0.0031,0.6656,0.9846,DERMASON
46531.4775,900.8505,392.418,185.4033,2.0465,0.9094,58364.6704,263.2333,0.6762,0.9436,0.5956,0.6327,0.0074,0.0017,0.4054,0.9703,CALI
84344.3115,1127.2504,392.7809,271.7156,1.704,0.7698,84304.3156,353.9437,0.6833,0.9753,0.8309,0.782,0.0054,0.0009,0.591,0.9862,BOMBAY
39023.2851,1098.9221,383.3424,150.0091,2.8831,0.9619,39098.0475,251.3436,0.6629,0.9606,0.4807,0.5866,0.0095,0.0018,0.3972,0.9585,HOROZ
32081.3173,643.8548,248.9457,163.8154,1.6674,0.7559,27517.1146,193.7724,0.809,0.9716,0.6711,0.7303,0.0092,0.0024,0.6855,0.9665,SIRA
93551.9057,1195.0459,407.9435,268.87,1.7191,0.7629,92270.7166,341.6698,0.6001,0.9639,0.8656,0.8071,0.0047,0.0016,0.6464,0.976,BOMBAY
49031.367,904.6743,353.1563,141.1888,2.5451,0.9285,46942.7867,251.3368,0.632,0.9599,0.5593,0.5731,0.0105,0.0007,0.3884,0.9592,HOROZ
66756.9819,930.9753,396.3971,228.9083,2.2168,0.822,42065.0353,250.0328,0.794,0.9584,0.7844,0.749,0.0064,0.0021,0.6614,0.9954,BARBUNYA
32464.5024,637.529,258.4803,173.3827,1.6648,0.7706,29138.5037,173.3576,0.7155,0.9718,0.8749,0.7683,0.0087,0.0029,0.6041,0.9621,SIRA
33498.0607,645.2723,198.1485,151.659,1.6166,0.8073,30372.7358,227.0973,0.7873,0.9527,0.7274,0.7983,0.0087,0.0023,0.5939,0.9698,SIRA
94214.018,1124.5213,454.264,262.3028,1.644,0.7807,88994.2198,329.4149,0.7147,0.9684,0.8734,0.7682,0.0051,0.0012,0.6127,0.9753,BOMBAY
29719.4798,723.571,188.502,151.9955,1.5989,0.7149,25849.7904,188.8723,0.7405,0.9758,0.7348,0.8135,0.0098,0.0022,0.5981,1.0,SIRA
63494.1608,936.7275,351.0431,179.497,1.9672,0.8526,63948.1239,248.4927,0.6872,0.9486,0.6751,0.7401,0.0054,0.0028,0.5793,0.9824,BARBUNYA
26545.9464,617.693,245.7117,160.5251,1.5046,0.7455,31537.603,136.0473,0.7391,0.9746,0.8171,0.8342,0.009,0.0027,0.7026,0.9987,SEKER
21074.7255,534.3067,202.9373,149.2342,1.6135,0.7378,32412.2814,157.7071,0.789,0.9551,0.8559,0.7222,0.0086,0.0028,0.6535,0.9935,DERMASON
25573.8063,609.0646,239.6967,167.559,1.7443,0.7939,26783.7863,154.5864,0.8261,0.9624,0.8556,0.8024,0.0098,0.0031,0.6639,0.9708,DERMASON
26474.2621,661.5405,241.5344,133.5583,1.6176,0.8268,34857.8304,167.3957,0.8228,0.9927,0.799,0.8218,0.0089,0.0026,0.6245,0.9671,SIRA
28576.9614,634.4081,211.8834,148.4178,1.3111,0.6522,23071.0847,179.3574,0.7691,0.961,0.8607,0.8272,0.0083,0.0029,0.7289,0.9924,SEKER
29804.1046,666.3449,221.0595,167.9779,1.5707,0.7255,33351.242,162.3617,0.7403,0.9625,0.7629,0.8522,0.0097,0.0025,0.7298,0.9857,SEKER
57219.8752,1037.7174,408.1146,185.3155,1.91,0.9556,56471.1626,248.8816,0.6559,0.9524,0.6855,0.6431,0.0075,0.0017,0.4303,0.9711,CALI
70198.844,1064.8892,376.9886,182.8857,2.0008,0.8428,56435.7252,257.1167,0.6164,0.9767,0.7004,0.7129,0.0088,0.0018,0.5005,0.9618,CALI
26882.7041,718.7162,253.3417,153.9639,1.3739,0.7398,23466.72,179.2945,0.757,0.9792,0.7504,0.7604,0.0078,0.0032,0.6411,0.9983,SIRA
64667.4953,1005.4712,347.9885,199.2357,1.7937,0.8743,62825.0819,248.3839,0.6258,0.9441,0.7877,0.7678,0.0068,0.0015,0.4769,0.9779,BARBUNYA
24122.3107,648.0576,230.5819,146.9096,1.7052,0.9014,25894.0649,179.3156,0.7044,0.9784,0.8153,0.8241,0.0082,0.0024,0.5303,0.9888,SIRA
23580.3778,646.2286,265.1164,162.3011,1.4555,0.6861,24352.3442,196.5856,0.6874,0.9615,0.7552,0.7957,0.0077,0.0029,0.644,0.9957,SIRA
29471.5851,678.5782,223.0587,121.4012,1.4362,0.7578,34365.5808,146.7009,0.6769,0.9739,0.7707,0.8199,0.0101,0.0023,0.6729,0.9777,DERMASON
43178.6067,926.6583,441.4865,166.9989,2.5156,0.9555,42406.6638,252.3144,0.6417,0.9675,0.5881,0.6281,0.0099,0.0014,0.3512,0.9568,HOROZ
54182.5109,904.9616,471.1133,176.4955,2.3877,0.9092,50838.567,268.2073,0.6192,0.9328,0.7116,0.7289,0.0085,0.0017,0.4118,0.9681,CALI
34866.6562,638.6796,266.2149,156.8876,1.7159,0.7869,35818.5626,202.7687,0.8053,0.9765,0.8039,0.7931,0.0084,0.0027,0.6317,0.977,SIRA
58724.6818,921.1591,345.8805,189.3246,1.9862,0.8821,78617.8153,278.8823,0.6934,0.9536,0.7708,0.7739,0.0048,0.0015,0.4701,0.9906,BARBUNYA
28504.8859,708.8834,249.5415,147.6318,1.5319,0.7434,32923.9343,180.1786,0.7068,0.9752,0.8104,0.8693,0.0098,0.0025,0.5516,0.9662,SIRA
24050.5922,635.5539,183.228,163.4834,1.2406,0.7116,25246.8184,184.1337,0.7118,0.9702,0.903,0.8686,0.0083,0.0027,0.7773,0.9937,SEKER
25541.9061,651.9769,250.7689,148.2581,1.5664,0.7103,35278.2662,189.7241,0.6909,0.9604,0.7491,0.7248,0.0088,0.0027,0.5664,0.9829,SIRA
27908.4574,656.7807,233.4859,155.7576,1.2725,0.7442,28840.1627,164.1092,0.7757,0.9653,0.8654,0.8402,0.0089,0.0026,0.6623,0.9934,SEKER
47024.0305,1038.173,362.749,224.5661,1.7795,0.831,46270.767,287.1801,0.7066,0.9697,0.6613,0.7558,0.0079,0.0023,0.4936,0.9913,BARBUNYA
22945.1273,595.6975,202.6331,141.2451,1.5477,0.703,29906.9595,189.5061,0.8543,0.9737,0.8261,0.8887,0.0079,0.0031,0.7748,0.9721,DERMASON
96218.515,1190.5998,396.7223,272.4007,1.534,0.7319,90916.9301,300.5655,0.7379,0.9766,0.859,0.7746,0.0046,0.0012,0.5906,0.9853,BOMBAY
75872.4932,1055.5438,441.0544,273.2323,1.3876,0.8018,89952.0361,317.8062,0.6826,0.9676,0.8522,0.7749,0.0048,0.0014,0.6291,0.9742,BOMBAY
35390.9158,684.1975,230.453,158.7157,1.7788,0.736,32282.399,200.0251,0.8407,0.9729,0.708,0.764,0.0098,0.0022,0.5897,0.9747,SIRA
21031.8463,624.8444,237.3261,148.6572,1.3186,0.7553,21591.2813,193.0232,0.7872,0.9627,0.8645,0.8242,0.0076,0.0026,0.6847,0.9818,SEKER
55739.5735,1032.4441,408.9628,172.7118,2.734,0.9533,46886.3414,239.8778,0.6382,0.9551,0.5692,0.5688,0.0087,0.0014,0.3444,0.9437,HOROZ
29895.5536,540.7941,220.5825,153.5704,1.6001,0.7977,24617.9746,189.429,0.8384,0.9685,0.8664,0.7927,0.0085,0.0022,0.6441,0.9751,DERMASON
24369.3072,580.1193,217.4861,134.9739,1.3553,0.7745,28799.126,167.2375,0.7921,0.9709,0.8572,0.8324,0.0083,0.0025,0.7113,0.9937,SEKER
33717.3164,1016.532,393.7193,140.6057,2.9215,0.8874,52153.7822,214.7599,0.5755,0.9832,0.5203,0.6136,0.0085,0.0011,0.3046,0.95,HOROZ
40508.0788,1002.3144,467.1803,143.148,2.4624,0.9142,49171.508,222.8943,0.6349,0.9658,0.55,0.6228,0.0078,0.0012,0.3651,0.9472,HOROZ
72813.562,997.5657,411.5154,195.7317,1.7321,0.8262,65514.9014,322.8559,0.6617,0.9661,0.7301,0.795,0.0077,0.0019,0.5779,0.9781,BARBUNYA
23892.688,626.686,231.1687,149.3008,1.5714,0.7552,28903.9411,159.7055,0.7019,0.9765,0.7813,0.7552,0.0092,0.003,0.6234,0.9782,DERMASON
31848.311,711.2978,223.8361,126.9884,1.4918,0.7641,26894.4877,164.8408,0.7609,0.9816,0.8203,0.7879,0.0104,0.0022,0.607,0.9921,DERMASON
50448.3514,999.4443,391.3914,186.1894,1.9573,0.9128,56521.8466,261.7584,0.6992,0.9691,0.6579,0.6704,0.0071,0.0013,0.3925,0.9522,CALI
28501.1966,621.0841,238.881,170.7223,1.3384,0.6663,25021.9685,160.9229,0.797,0.9819,0.8697,0.8352,0.0094,0.0018,0.7289,0.9907,SEKER
27259.3779,564.5097,227.4071,138.6452,1.64,0.7153,35102.5143,184.9158,0.7435,0.9685,0.8945,0.81,0.009,0.0031,0.7149,0.982,DERMASON
61006.1134,1052.9493,313.1902,222.4502,1.8796,0.9207,56957.8643,294.8162,0.661,0.9815,0.7343,0.6793,0.0068,0.0021,0.626,0.9694,BARBUNYA
27316.8133,570.9491,236.9365,156.3042,1.674,0.7694,24107.7952,171.9341,0.7954,0.9802,0.7785,0.7383,0.008,0.0032,0.7128,0.9732,DERMASON
48475.0256,1127.7964,409.5053,145.7347,2.695,0.9522,51236.2088,244.1002,0.6658,0.9715,0.5485,0.5941,0.0089,0.0018,0.3361,0.9402,HOROZ
22515.4608,643.3662,219.7013,171.12,1.4432,0.6694,26485.6487,188.0036,0.7851,0.9531,0.9071,0.8332,0.0094,0.0028,0.6875,0.99,SEKER
63488.7699,939.3522,383.1589,220.5342,1.7929,0.8546,57971.2861,274.0046,0.7033,0.966,0.7306,0.704,0.0068,0.0017,0.552,0.9823,BARBUNYA
28417.9424,640.7563,241.0906,127.2443,1.4923,0.8188,27787.8023,180.5125,0.7276,0.9632,0.8336,0.7422,0.0085,0.003,0.6345,0.9787,DERMASON
57095.3114,1050.9366,341.6639,165.4988,1.7765,0.8082,53194.5343,233.7319,0.6429,0.9454,0.8079,0.6965,0.0064,0.0022,0.5296,0.9737,BARBUNYA
45427.3073,974.5944,337.5491,181.7411,1.4879,0.7968,60870.6775,242.8158,0.7191,0.9415,0.8563,0.7874,0.0047,0.0012,0.5512,0.9529,BARBUNYA
59530.6861,969.0164,385.3069,200.9882,2.1397,0.9053,58691.9987,260.1542,0.677,0.9513,0.6937,0.6573,0.0057,0.0016,0.4756,0.9673,CALI
85777.9106,1143.6021,442.6578,261.9019,1.6427,0.8293,91539.0308,307.4319,0.7246,0.9711,0.8512,0.8243,0.0049,0.0012,0.5778,0.9786,BOMBAY
22947.4721,575.2514,246.4682,169.1087,1.6257,0.7441,29963.1228,150.9947,0.7365,0.9714,0.7675,0.8539,0.008,0.0025,0.5834,0.9774,SIRA
77646.3898,1018.3378,437.4815,262.7786,1.6115,0.7568,99549.0619,323.7053,0.6901,0.9659,0.8885,0.8087,0.0045,0.0012,0.6106,0.9846,BOMBAY
91901.6029,1101.1088,401.676,258.6117,1.7845,0.7669,80718.973,331.0591,0.6863,0.9681,0.8721,0.8118,0.0048,0.0011,0.5909,0.9797,BOMBAY
85588.9515,1105.4679,429.9362,267.7887,1.5704,0.7571,72146.9824,323.92,0.7777,0.9733,0.8627,0.7405,0.0047,0.0012,0.6327,0.9801,BOMBAY
50017.3723,1084.4502,374.7534,175.4801,2.6528,0.9302,36843.9759,241.4898,0.7148,0.978,0.6421,0.575,0.0093,0.0009,0.3878,0.9319,HOROZ
49571.4242,990.5565,426.2905,155.3744,2.5223,0.9622,41836.9986,236.3202,0.5853,0.9735,0.5568,0.6004,0.0081,0.0012,0.3813,0.9551,HOROZ
18380.9031,607.2395,270.6005,123.0557,1.3801,0.6535,22465.5331,182.4401,0.7309,0.9619,0.8353,0.7565,0.0075,0.0025,0.6181,0.9805,DERMASON
50837.2744,1067.7729,305.3309,231.2836,1.7704,0.8281,58652.0205,288.4523,0.6825,0.9665,0.8081,0.8024,0.0068,0.0016,0.4765,0.9631,BARBUNYA
61917.8029,1021.5393,412.0456,192.156,1.8518,0.8628,64390.6532,237.056,0.6832,0.9665,0.8473,0.671,0.0074,0.0014,0.5724,0.9701,BARBUNYA
26623.7888,913.5107,443.5837,134.554,2.9163,0.9519,47467.348,245.5226,0.6037,0.9661,0.6188,0.6436,0.0094,0.0011,0.3435,0.951,HOROZ
58237.9857,1035.2274,401.2317,156.8892,2.4312,0.8605,48200.5154,246.8118,0.6013,0.959,0.7148,0.6933,0.009,0.0016,0.508,0.9511,CALI
64875.4574,1000.1536,398.9203,134.0258,2.9496,0.9397,57980.2612,242.8709,0.6108,0.9499,0.5907,0.6181,0.0073,0.0012,0.3611,0.9585,HOROZ
92347.2507,1070.0075,424.2925,283.8273,1.4712,0.751,85379.898,336.4333,0.7806,0.9793,0.8398,0.803,0.0044,0.0014,0.6588,0.9725,BOMBAY
22319.6317,660.4815,241.2437,134.52,1.6877,0.6629,23106.7571,186.066,0.7092,0.9657,0.8125,0.7307,0.0096,0.0032,0.651,0.987,DERMASON
23066.7362,612.5759,237.3576,150.2675,1.5721,0.7251,28688.7306,208.8794,0.6646,0.9758,0.7999,0.8196,0.0096,0.0025,0.8049,0.9949,SIRA
35218.9005,638.4067,205.5058,162.5386,1.6932,0.8098,29667.0041,157.6271,0.7283,0.9623,0.8804,0.7602,0.0103,0.0024,0.5291,0.9896,SIRA
86409.3942,1075.7359,460.712,257.7228,1.6983,0.7538,91974.5661,334.2854,0.6814,0.9763,0.8571,0.8153,0.005,0.0011,0.6045,0.9812,BOMBAY
80704.6187,1284.872,448.3537,249.611,1.7263,0.769,80490.2481,326.3485,0.6996,0.9743,0.8874,0.7703,0.0047,0.0014,0.5987,0.9834,BOMBAY
23732.1854,638.2376,232.5577,166.9894,1.502,0.6525,31517.6582,171.6929,0.7541,0.982,0.9029,0.8501,0.0071,0.0029,0.6885,0.9854,SEKER
92521.9187,1190.1953,413.4317,284.7334,1.6319,0.7871,97711.3389,341.9971,0.7894,0.9669,0.8788,0.8079,0.0049,0.0012,0.6305,0.9839,BOMBAY
55421.4939,914.5032,369.625,217.86,1.6102,0.8768,62444.8069,266.1164,0.7629,0.9707,0.7627,0.7867,0.0056,0.0016,0.633,0.9806,BARBUNYA
30883.4874,623.2112,218.5638,164.6725,1.2902,0.7097,27339.8869,195.4716,0.7613,0.9664,0.8848,0.8482,0.0071,0.0026,0.7834,0.9895,SEKER
40962.1605,1061.9875,362.9215,197.9373,1.8792,0.8665,64566.2047,251.7858,0.6539,0.9797,0.6545,0.6994,0.0059,0.0021,0.5667,0.9731,BARBUNYA
48036.2028,943.3649,366.0714,202.7697,1.7483,0.8735,51957.2966,238.6953,0.7045,0.9725,0.8784,0.7388,0.0062,0.0019,0.5499,0.9685,BARBUNYA
23654.5188,600.0584,236.2044,175.3166,1.5855,0.7724,22194.018,179.8387,0.7131,0.9698,0.8839,0.8431,0.0091,0.0028,0.6759,0.9804,DERMASON
65671.6538,935.3407,410.1824,202.7789,1.8341,0.8202,69712.3853,274.2806,0.7112,0.9452,0.7571,0.6998,0.006,0.0012,0.5855,0.9689,BARBUNYA
29477.3733,643.5702,210.6668,151.4779,1.489,0.7605,30474.9545,179.7169,0.7731,0.9775,0.9401,0.7547,0.0096,0.0025,0.7823,0.9896,DERMASON
31227.0173,639.5608,263.9885,150.5998,1.6979,0.8269,30544.995,176.7125,0.6352,0.9826,0.7671,0.7775,0.01,0.0021,0.5851,0.9701,SIRA
33098.3019,613.4121,205.313,136.4672,1.3967,0.8368,30149.448,193.0344,0.8247,0.9792,0.7882,0.7516,0.0098,0.0023,0.6038,0.9602,SIRA
46540.3038,986.9817,360.0259,140.858,2.6888,0.9269,48674.7104,229.5601,0.728,0.9729,0.5243,0.5963,0.0098,0.0011,0.3554,0.949,HOROZ
53493.7112,1033.3804,407.497,175.7243,2.2477,0.8544,52472.8072,255.4546,0.635,0.9616,0.6916,0.6986,0.0074,0.0015,0.3971,0.9575,CALI
96902.5669,1044.5265,438.5084,242.6572,1.5038,0.7856,82856.8201,342.6231,0.7002,0.9806,0.8752,0.7646,0.005,0.0014,0.6749,0.9738,BOMBAY
36540.7579,642.3137,247.5356,155.9362,1.693,0.6678,32866.6992,185.7511,0.7605,0.9677,0.7273,0.7583,0.0101,0.0032,0.5283,0.9859,SIRA
32706.8538,656.4787,254.378,164.8756,1.4521,0.8282,25229.4821,196.3544,0.786,0.9754,0.847,0.7871,0.0084,0.0023,0.6407,0.9894,SIRA
36856.8928,1066.5891,406.1792,177.2498,2.7264,0.9261,46115.2517,262.7737,0.6495,0.978,0.6582,0.5548,0.0091,0.0011,0.3611,0.9443,HOROZ
49589.3968,911.0597,382.9457,132.9957,2.7436,0.9363,38913.8141,234.6509,0.6927,1.0,0.5539,0.6439,0.0077,0.0013,0.4744,0.9585,HOROZ
27976.7177,930.7483,462.3655,135.9215,2.54,0.9145,41343.6147,215.1339,0.5771,0.9867,0.539,0.6168,0.0091,0.0009,0.3898,0.9502,HOROZ
53023.5871,840.707,402.2764,144.3621,2.7823,0.9367,45032.5876,232.5763,0.7163,0.983,0.5665,0.6527,0.0104,0.0016,0.4165,0.9417,HOROZ
85703.2949,1071.4515,444.2779,275.9452,1.7078,0.7561,83979.2593,325.6794,0.7035,0.9692,0.8935,0.7569,0.0052,0.0009,0.6853,0.9734,BOMBAY
89718.5692,1186.7669,434.4885,281.9677,1.6253,0.7838,98500.6676,324.6398,0.6858,0.9615,0.8575,0.7798,0.0051,0.0015,0.6131,0.9721,BOMBAY
43703.7584,1057.7907,434.994,183.1382,2.1827,0.8838,48823.4087,244.8095,0.5922,0.9611,0.7321,0.6706,0.008,0.0019,0.4375,0.9638,CALI
98011.6428,1164.8545,418.8432,252.0224,1.4511,0.8089,104922.2745,334.8524,0.7486,0.9744,0.8215,0.7588,0.0046,0.0017,0.6327,0.9814,BOMBAY
91790.5033,1113.9695,445.963,269.3591,1.6691,0.7945,78441.7788,349.721,0.7562,0.9745,0.8571,0.7796,0.0047,0.0012,0.6217,0.9776,BOMBAY
22630.8187,677.8452,248.172,138.0291,1.5614,0.703,34011.8271,191.2667,0.6824,0.9629,0.8182,0.7752,0.0092,0.0022,0.5531,0.9733,SIRA
25219.9017,572.5792,232.3029,157.4076,1.3826,0.7231,27379.8873,165.3694,0.7311,0.9741,0.7675,0.7975,0.0119,0.0021,0.5767,0.9841,DERMASON
89395.4177,1101.7209,413.6766,273.507,1.7073,0.7812,86275.155,338.688,0.7558,0.9652,0.882,0.7899,0.005,0.0016,0.5573,0.9742,BOMBAY
65151.7289,958.4099,342.7229,184.2496,1.9944,0.8825,70705.5174,266.8147,0.6765,0.936,0.7428,0.767,0.0058,0.0017,0.5985,0.9752,BARBUNYA
26910.4372,632.4405,197.2698,157.5981,1.3558,0.6749,27586.2867,190.8592,0.7514,0.9782,0.8832,0.8992,0.005,0.0024,0.7829,0.9774,SEKER
31633.8459,620.3775,275.5941,151.1734,1.494,0.8677,32828.1331,185.475,0.7817,0.959,0.6784,0.7404,0.0101,0.0024,0.6191,0.9683,SIRA
28152.9456,649.5473,202.7021,153.1263,1.3977,0.6215,22535.9183,180.5884,0.7669,0.972,0.9147,0.838,0.009,0.0026,0.7103,0.9913,SEKER
25226.2076,604.3868,247.4754,134.3259,1.6439,0.6887,18151.516,203.3384,0.7679,0.9703,0.8067,0.8018,0.0095,0.0027,0.4994,0.9837,DERMASON
26610.14,593.0904,208.6273,127.9943,1.6191,0.8213,29093.9703,175.0774,0.7931,0.9763,0.8072,0.8086,0.0074,0.0029,0.6376,0.9738,DERMASON
55549.8511,892.1512,451.1771,165.0466,3.0269,0.915,53451.4774,228.1547,0.7029,0.9679,0.6205,0.5863,0.0097,0.001,0.2944,0.9487,HOROZ
19037.0062,690.0581,231.3385,143.8213,1.4957,0.7736,35041.8809,176.8073,0.7781,0.9662,0.879,0.782,0.0099,0.0028,0.5429,0.9874,DERMASON
50604.7158,1090.6653,397.0377,169.9084,2.2339,0.92,65261.6511,253.69,0.6259,0.9518,0.6504,0.6694,0.0094,0.0014,0.4008,0.9796,CALI
22968.8462,611.0464,208.8363,162.3541,1.3474,0.7182,25078.4849,175.242,0.8167,0.9684,0.8913,0.8111,0.0098,0.0021,0.7248,0.9889,SEKER
26542.6703,691.0739,234.2123,147.9612,1.6371,0.7655,26105.9232,155.3248,0.7226,0.9691,0.8514,0.8671,0.0092,0.0026,0.6189,0.9924,DERMASON
62075.9414,983.0874,382.7595,214.5983,1.9812,0.851,50939.5019,262.2273,0.7576,0.9622,0.8486,0.6837,0.0078,0.0015,0.4651,0.9609,BARBUNYA
62140.9416,940.2589,347.3429,223.6592,1.7058,0.9131,76233.5111,275.6535,0.7032,0.9584,0.7116,0.7777,0.0061,0.0018,0.6774,0.972,BARBUNYA
30021.0556,616.6341,279.9099,148.1101,1.4516,0.8212,31808.0769,227.732,0.7389,0.9647,0.7035,0.84,0.009,0.0026,0.6463,0.9818,SIRA
47493.9525,1068.0428,367.4623,151.7009,2.8772,0.9405,33348.2727,241.1146,0.6353,0.9791,0.5908,0.6143,0.01,0.0012,0.4147,0.9328,HOROZ
44887.1505,1154.0392,367.9655,154.579,2.763,0.9426,48694.7432,275.0117,0.6149,0.9735,0.5796,0.6358,0.0096,0.001,0.3576,0.9391,HOROZ
64176.8126,987.3125,337.4208,203.6471,2.1174,0.8042,68473.6643,263.131,0.7342,0.9535,0.8123,0.7919,0.0064,0.0018,0.5835,0.9767,BARBUNYA
25239.6569,507.9057,235.4443,148.72,1.3173,0.7234,30681.9244,190.8396,0.8081,0.9591,0.8608,0.8335,0.01,0.003,0.7078,0.9942,SEKER
24095.8676,572.4144,251.1221,154.6834,1.3485,0.6857,30469.6444,155.0515,0.7268,0.9722,0.8448,0.8067,0.0076,0.0028,0.7363,0.9998,SEKER
49471.4717,1169.634,424.8099,172.4167,2.3768,0.8667,51970.5074,266.387,0.6881,0.9694,0.6658,0.7208,0.0077,0.0017,0.4709,0.9456,CALI
51077.6489,1050.3015,410.3996,195.2262,1.7821,0.8516,43907.7272,276.9943,0.724,0.9618,0.7955,0.7407,0.0067,0.0022,0.5567,0.9862,BARBUNYA
51347.3123,1013.7534,450.2062,181.4104,2.0865,0.9048,50752.4453,260.93,0.6622,0.9592,0.7112,0.691,0.0068,0.0017,0.3756,0.9548,CALI
33668.9329,654.2014,201.441,146.6229,1.3747,0.7474,23215.4871,182.3144,0.7232,0.9538,0.8277,0.8035,0.0077,0.0022,0.6085,0.9938,SIRA
23702.0901,691.8173,242.5763,150.3567,1.6997,0.8382,27287.8595,196.0088,0.7882,0.9512,0.7207,0.8054,0.0077,0.0023,0.6505,0.9864,SIRA
43907.0584,905.4211,406.2573,148.6271,2.7497,0.9317,31179.8083,225.9666,0.7056,0.9812,0.5546,0.6528,0.0067,0.0014,0.3677,0.9426,HOROZ
63383.713,1116.2891,398.7323,176.9451,2.4746,0.8933,56254.0434,251.687,0.6823,0.9629,0.5646,0.6577,0.0075,0.0017,0.3731,0.9615,CALI
29554.8936,572.1939,224.7634,139.8618,1.501,0.7856,21863.3098,174.7561,0.7851,0.9858,0.7959,0.8085,0.0098,0.0022,0.6453,1.0,SIRA
48165.0795,955.5861,382.35,196.6686,2.125,0.82,64381.2137,256.1596,0.6713,0.9582,0.8141,0.7398,0.0076,0.0019,0.5262,0.9631,BARBUNYA
86412.2177,1062.1858,390.0337,239.258,1.7157,0.7743,95799.0392,307.9325,0.8102,0.9679,0.8801,0.7695,0.0052,0.0016,0.5511,0.9831,BOMBAY
83161.4315,1163.1743,406.2275,240.2275,1.606,0.7538,96388.5739,320.2,0.5997,0.9666,0.8588,0.7825,0.0049,0.0012,0.5923,0.9856,BOMBAY
46597.8222,1030.0832,402.1472,154.1089,2.6106,0.9217,45179.0759,229.0868,0.6633,0.9827,0.5729,0.6499,0.009,0.0012,0.3557,0.9436,HOROZ
33103.0741,658.1265,248.7203,138.8202,1.3962,0.874,26628.3085,192.7285,0.6783,0.9763,0.8628,0.8531,0.0084,0.0021,0.6408,0.9682,SIRA
44339.0457,963.7699,362.0508,211.1963,1.8334,0.8765,52074.9557,275.645,0.7038,0.9609,0.8382,0.7613,0.0068,0.0021,0.5732,0.9675,BARBUNYA
59198.7016,957.102,409.3371,183.2542,2.2313,0.8566,59594.2196,253.3346,0.6634,0.9565,0.6405,0.6744,0.0089,0.0017,0.4415,0.9521,CALI
54796.2148,1092.018,407.2076,165.0908,2.4216,0.939,55143.9237,266.1946,0.7801,0.9718,0.5678,0.6206,0.0094,0.001,0.3528,0.9367,HOROZ
42655.5677,990.4322,428.491,179.1146,3.0744,0.937,52264.6822,241.8352,0.6589,0.9868,0.541,0.5713,0.0072,0.0011,0.378,0.9579,HOROZ
89894.6751,1053.6623,434.725,271.5699,1.669,0.7943,103217.279,344.3399,0.7271,0.9643,0.7917,0.8238,0.0046,0.0012,0.6402,0.9773,BOMBAY
31234.2962,630.4285,209.4581,153.5614,1.7047,0.7245,25327.1961,174.5482,0.8181,0.9639,0.7209,0.8434,0.0079,0.0031,0.5673,0.9914,DERMASON
66444.9824,1051.5139,359.0047,201.6209,2.1867,0.8284,54990.8789,280.384,0.7389,0.9593,0.779,0.7276,0.0056,0.0019,0.6156,0.9592,BARBUNYA
45398.4104,920.1063,363.1547,189.0795,2.2931,0.8791,53934.6261,263.582,0.6977,0.9452,0.6572,0.6887,0.0073,0.0015,0.4804,0.9492,CALI
72191.3779,1074.7531,475.2776,252.9264,1.6181,0.802,82708.9715,352.8466,0.6909,0.9675,0.8965,0.7704,0.0044,0.0015,0.6345,0.9889,BOMBAY
77585.5922,1041.9028,460.6215,255.2597,1.6074,0.8303,85463.3671,340.0639,0.7149,0.9768,0.8925,0.7835,0.0049,0.0014,0.6484,0.9805,BOMBAY
57593.1599,1060.7037,372.5278,198.5433,2.0999,0.8806,49692.8071,259.1232,0.5884,0.965,0.7225,0.7036,0.0068,0.0015,0.4832,0.9682,CALI
