date,county,state,fips,cases,deaths
2021-04-12,Los Angeles,California,06037,378074,6296
2021-04-13,Los Angeles,California,06037,378814,6303
2021-04-14,Los Angeles,California,06037,379540,6311
2021-04-15,Los Angeles,California,06037,380225,6326
2021-04-16,Los Angeles,California,06037,380567,6333
2021-04-17,Los Angeles,California,06037,380786,6337
2021-04-18,Los Angeles,California,06037,381652,6342
2021-04-19,Los Angeles,California,06037,382023,6346
2021-04-20,Los Angeles,California,06037,383016,6366
2021-04-21,Los Angeles,California,06037,383270,6371
2021-04-22,Los Angeles,California,06037,383479,6374
2021-04-23,Los Angeles,California,06037,383952,6386
2021-04-24,Los Angeles,California,06037,384815,6408
2021-04-25,Los Angeles,California,06037,385034,6413
2021-04-26,Los Angeles,California,06037,385886,6422
2021-04-27,Los Angeles,California,06037,386468,6439
2021-04-28,Los Angeles,California,06037,386768,6442
2021-04-29,Los Angeles,California,06037,387838,6461
2021-04-30,Los Angeles,California,06037,388225,6467
2021-05-01,Los Angeles,California,06037,388885,6485
2021-05-02,Los Angeles,California,06037,389107,6487
2021-05-03,Los Angeles,California,06037,389839,6496
2021-05-04,Los Angeles,California,06037,390434,6501
2021-05-05,Los Angeles,California,06037,390982,6508
2021-05-06,Los Angeles,California,06037,391810,6517
2021-05-07,Los Angeles,California,06037,392992,6537
2021-05-08,Los Angeles,California,06037,394007,6557
2021-05-09,Los Angeles,California,06037,395089,6586
2021-05-10,Los Angeles,California,06037,396107,6591
2021-05-11,Los Angeles,California,06037,396864,6600
2021-05-12,Los Angeles,California,06037,397217,6609
2021-05-13,Los Angeles,California,06037,398077,6615
2021-05-14,Los Angeles,California,06037,398661,6631
2021-05-15,Los Angeles,California,06037,399476,6647
2021-05-16,Los Angeles,California,06037,399905,6651
2021-05-17,Los Angeles,California,06037,400259,6661
2021-05-18,Los Angeles,California,06037,401373,6675
2021-05-19,Los Angeles,California,06037,402118,6682
2021-05-20,Los Angeles,California,06037,402457,6688
2021-05-21,Los Angeles,California,06037,403461,6714
2021-05-22,Los Angeles,California,06037,403971,6725
2021-05-23,Los Angeles,California,06037,404697,6731
2021-05-24,Los Angeles,California,06037,405897,6766
2021-05-25,Los Angeles,California,06037,406243,6775
2021-05-26,Los Angeles,California,06037,407364,6789
2021-05-27,Los Angeles,California,06037,408124,6810
2021-05-28,Los Angeles,California,06037,408443,6814
2021-05-29,Los Angeles,California,06037,409526,6839
2021-05-30,Los Angeles,California,06037,410495,6865
2021-05-31,Los Angeles,California,06037,411111,6874
2021-06-01,Los Angeles,California,06037,411756,6892
2021-06-02,Los Angeles,California,06037,412854,6923
2021-06-03,Los Angeles,California,06037,413329,6934
2021-06-04,Los Angeles,California,06037,413636,6936
2021-06-05,Los Angeles,California,06037,414602,6955
2021-06-06,Los Angeles,California,06037,415070,6963
2021-06-07,Los Angeles,California,06037,415502,6967
2021-06-08,Los Angeles,California,06037,416392,6979
2021-06-09,Los Angeles,California,06037,417283,6994
2021-06-10,Los Angeles,California,06037,417988,7008
2021-06-11,Los Angeles,California,06037,418903,7021
2021-06-12,Los Angeles,California,06037,419959,7039
2021-06-13,Los Angeles,California,06037,420297,7042
2021-06-14,Los Angeles,California,06037,420530,7047
2021-06-15,Los Angeles,California,06037,420745,7049
2021-06-16,Los Angeles,California,06037,421360,7063
2021-06-17,Los Angeles,California,06037,422552,7091
2021-06-18,Los Angeles,California,06037,422819,7098
2021-06-19,Los Angeles,California,06037,424009,7129
2021-06-20,Los Angeles,California,06037,424701,7138
2021-06-21,Los Angeles,California,06037,425361,7145
2021-06-22,Los Angeles,California,06037,425968,7148
2021-06-23,Los Angeles,California,06037,426906,7161
2021-06-24,Los Angeles,California,06037,427420,7171
2021-06-25,Los Angeles,California,06037,428366,7189
2021-06-26,Los Angeles,California,06037,429094,7208
2021-06-27,Los Angeles,California,06037,430084,7225
2021-06-28,Los Angeles,California,06037,430738,7241
2021-06-29,Los Angeles,California,06037,430981,7248
2021-06-30,Los Angeles,California,06037,431702,7258
2020-03-01,San Diego,California,06073,24,0
2020-03-02,San Diego,California,06073,41,0
2020-03-03,San Diego,California,06073,42,0
2020-03-04,San Diego,California,06073,55,0
2020-03-05,San Diego,California,06073,82,0
2020-03-06,San Diego,California,06073,96,0
2020-03-07,San Diego,California,06073,97,0
2020-03-08,San Diego,California,06073,101,0
2020-03-09,San Diego,California,06073,116,0
2020-03-10,San Diego,California,06073,119,0
2020-03-11,San Diego,California,06073,150,0
2020-03-12,San Diego,California,06073,154,0
2020-03-13,San Diego,California,06073,169,0
2020-03-14,San Diego,California,06073,188,0
2020-03-15,San Diego,California,06073,194,0
2020-03-16,San Diego,California,06073,202,0
2020-03-17,San Diego,California,06073,232,0
2020-03-18,San Diego,California,06073,255,0
2020-03-19,San Diego,California,06073,258,0
2020-03-20,San Diego,California,06073,270,0
2020-03-21,San Diego,California,06073,282,0
2020-03-22,San Diego,California,06073,299,0
2020-03-23,San Diego,California,06073,311,0
2020-03-24,San Diego,California,06073,336,0
2020-03-25,San Diego,California,06073,354,0
2020-03-26,San Diego,California,06073,359,0
2020-03-27,San Diego,California,06073,364,0
2020-03-28,San Diego,California,06073,378,0
2020-03-29,San Diego,California,06073,403,0
2020-03-30,San Diego,California,06073,423,0
2020-03-31,San Diego,California,06073,495,0
2020-04-01,San Diego,California,06073,715,2
2020-04-02,San Diego,California,06073,886,6
2020-04-03,San Diego,California,06073,1082,7
2020-04-04,San Diego,California,06073,1380,10
2020-04-05,San Diego,California,06073,1590,13
2020-04-06,San Diego,California,06073,1746,14
2020-04-07,San Diego,California,06073,1959,16
2020-04-08,San Diego,California,06073,2156,20
2020-04-09,San Diego,California,06073,2356,25
2020-04-10,San Diego,California,06073,2404,25
2020-04-11,San Diego,California,06073,2633,26
2020-04-12,San Diego,California,06073,2922,32
2020-04-13,San Diego,California,06073,3207,35
2020-04-14,San Diego,California,06073,3516,36
2020-04-15,San Diego,California,06073,3674,37
2020-04-16,San Diego,California,06073,3909,41
2020-04-17,San Diego,California,06073,4150,45
2020-04-18,San Diego,California,06073,4419,47
2020-04-19,San Diego,California,06073,4589,50
2020-04-20,San Diego,California,06073,4902,52
2020-04-21,San Diego,California,06073,5025,53
2020-04-22,San Diego,California,06073,5172,53
2020-04-23,San Diego,California,06073,5333,56
2020-04-24,San Diego,California,06073,5454,57
2020-04-25,San Diego,California,06073,5696,59
2020-04-26,San Diego,California,06073,5887,62
2020-04-27,San Diego,California,06073,6129,66
2020-04-28,San Diego,California,06073,6195,67
2020-04-29,San Diego,California,06073,6417,73
2020-04-30,San Diego,California,06073,6595,76
2020-05-01,San Diego,California,06073,6908,85
2020-05-02,San Diego,California,06073,7027,87
2020-05-03,San Diego,California,06073,7155,89
2020-05-04,San Diego,California,06073,7487,93
2020-05-05,San Diego,California,06073,7559,94
2020-05-06,San Diego,California,06073,7748,97
2020-05-07,San Diego,California,06073,7929,98
2020-05-08,San Diego,California,06073,8145,102
2020-05-09,San Diego,California,06073,8472,103
2020-05-10,San Diego,California,06073,8512,103
2020-05-11,San Diego,California,06073,8580,104
2020-05-12,San Diego,California,06073,8853,112
2020-05-13,San Diego,California,06073,9010,114
2020-05-14,San Diego,California,06073,9211,118
2020-05-15,San Diego,California,06073,9247,118
2020-05-16,San Diego,California,06073,9364,120
2020-05-17,San Diego,California,06073,9489,122
2020-05-18,San Diego,California,06073,9619,122
2020-05-19,San Diego,California,06073,9858,125
2020-05-20,San Diego,California,06073,10109,130
2020-05-21,San Diego,California,06073,10151,130
2020-05-22,San Diego,California,06073,10283,131
2020-05-23,San Diego,California,06073,10518,137
2020-05-24,San Diego,California,06073,10790,142
2020-05-25,San Diego,California,06073,10968,145
2020-05-26,San Diego,California,06073,11269,150
2020-05-27,San Diego,California,06073,11403,153
2020-05-28,San Diego,California,06073,11560,156
2020-05-29,San Diego,California,06073,11844,159
2020-05-30,San Diego,California,06073,12095,162
2020-05-31,San Diego,California,06073,12289,163
2020-06-01,San Diego,California,06073,12528,168
2020-06-02,San Diego,California,06073,12828,172
2020-06-03,San Diego,California,06073,13152,175
2020-06-04,San Diego,California,06073,13194,176
2020-06-05,San Diego,California,06073,13415,181
2020-06-06,San Diego,California,06073,13619,184
2020-06-07,San Diego,California,06073,13831,189
2020-06-08,San Diego,California,06073,14090,194
2020-06-09,San Diego,California,06073,14217,194
2020-06-10,San Diego,California,06073,14374,196
2020-06-11,San Diego,California,06073,14478,197
2020-06-12,San Diego,California,06073,14797,200
2020-06-13,San Diego,California,06073,14921,200
2020-06-14,San Diego,California,06073,15190,206
2020-06-15,San Diego,California,06073,15497,210
2020-06-16,San Diego,California,06073,15537,210
2020-06-17,San Diego,California,06073,15720,211
2020-06-18,San Diego,California,06073,16030,218
2020-06-19,San Diego,California,06073,16220,222
2020-06-20,San Diego,California,06073,16296,224
2020-06-21,San Diego,California,06073,16576,231
2020-06-22,San Diego,California,06073,16812,232
2020-06-23,San Diego,California,06073,17063,236
2020-06-24,San Diego,California,06073,17310,240
2020-06-25,San Diego,California,06073,17344,240
2020-06-26,San Diego,California,06073,17583,244
2020-06-27,San Diego,California,06073,17642,244
2020-06-28,San Diego,California,06073,17689,244
2020-06-29,San Diego,California,06073,18063,248
2020-06-30,San Diego,California,06073,18399,252
2020-07-01,San Diego,California,06073,18882,258
2020-07-02,San Diego,California,06073,19038,259
2020-07-03,San Diego,California,06073,19253,262
2020-07-04,San Diego,California,06073,19374,263
2020-07-05,San Diego,California,06073,19568,264
2020-07-06,San Diego,California,06073,19925,270
2020-07-07,San Diego,California,06073,20088,272
2020-07-08,San Diego,California,06073,20303,273
2020-07-09,San Diego,California,06073,20698,277
2020-07-10,San Diego,California,06073,20879,278
2020-07-11,San Diego,California,06073,21232,282
2020-07-12,San Diego,California,06073,21506,284
2020-07-13,San Diego,California,06073,21792,290
2020-07-14,San Diego,California,06073,21908,290
2020-07-15,San Diego,California,06073,22174,292
2020-07-16,San Diego,California,06073,22519,298
2020-07-17,San Diego,California,06073,22976,308
2020-07-18,San Diego,California,06073,23330,312
2020-07-19,San Diego,California,06073,23778,322
2020-07-20,San Diego,California,06073,24158,328
2020-07-21,San Diego,California,06073,24679,340
2020-07-22,San Diego,California,06073,24963,342
2020-07-23,San Diego,California,06073,25409,354
2020-07-24,San Diego,California,06073,25694,358
2020-07-25,San Diego,California,06073,26080,366
2020-07-26,San Diego,California,06073,26364,369
2020-07-27,San Diego,California,06073,26535,373
2020-07-28,San Diego,California,06073,26890,382
2020-07-29,San Diego,California,06073,27140,387
2020-07-30,San Diego,California,06073,27517,396
2020-07-31,San Diego,California,06073,27996,403
2020-08-01,San Diego,California,06073,28076,404
2020-08-02,San Diego,California,06073,28307,407
2020-08-03,San Diego,California,06073,28453,410
2020-08-04,San Diego,California,06073,28802,412
2020-08-05,San Diego,California,06073,28916,414
2020-08-06,San Diego,California,06073,29355,419
2020-08-07,San Diego,California,06073,29725,428
2020-08-08,San Diego,California,06073,30040,432
2020-08-09,San Diego,California,06073,30299,437
2020-08-10,San Diego,California,06073,30621,446
2020-08-11,San Diego,California,06073,30867,449
2020-08-12,San Diego,California,06073,31314,457
2020-08-13,San Diego,California,06073,31747,463
2020-08-14,San Diego,California,06073,32181,471
2020-08-15,San Diego,California,06073,32358,474
2020-08-16,San Diego,California,06073,32461,476
2020-08-17,San Diego,California,06073,32796,481
2020-08-18,San Diego,California,06073,33139,486
2020-08-19,San Diego,California,06073,33465,494
2020-08-20,San Diego,California,06073,33614,498
2020-08-21,San Diego,California,06073,33713,498
2020-08-22,San Diego,California,06073,34160,508
2020-08-23,San Diego,California,06073,34403,512
2020-08-24,San Diego,California,06073,34778,514
2020-08-25,San Diego,California,06073,35226,526
2020-08-26,San Diego,California,06073,35714,536
2020-08-27,San Diego,California,06073,35780,536
2020-08-28,San Diego,California,06073,35916,538
2020-08-29,San Diego,California,06073,36165,542
2020-08-30,San Diego,California,06073,36323,545
2020-08-31,San Diego,California,06073,36537,549
2020-09-01,San Diego,California,06073,37030,555
2020-09-02,San Diego,California,06073,37537,563
2020-09-03,San Diego,California,06073,38062,570
2020-09-04,San Diego,California,06073,38170,570
2020-09-05,San Diego,California,06073,38697,577
2020-09-06,San Diego,California,06073,38823,578
2020-09-07,San Diego,California,06073,39062,582
2020-09-08,San Diego,California,06073,39153,584
2020-09-09,San Diego,California,06073,39603,590
2020-09-10,San Diego,California,06073,40072,602
2020-09-11,San Diego,California,06073,40248,605
2020-09-12,San Diego,California,06073,40499,608
2020-09-13,San Diego,California,06073,40744,611
2020-09-14,San Diego,California,06073,41065,617
2020-09-15,San Diego,California,06073,41353,619
2020-09-16,San Diego,California,06073,41599,625
2020-09-17,San Diego,California,06073,42058,629
2020-09-18,San Diego,California,06073,42590,640
2020-09-19,San Diego,California,06073,42719,640
2020-09-20,San Diego,California,06073,42793,641
2020-09-21,San Diego,California,06073,43087,645
2020-09-22,San Diego,California,06073,43616,648
2020-09-23,San Diego,California,06073,43982,653
2020-09-24,San Diego,California,06073,44261,659
2020-09-25,San Diego,California,06073,44610,664
2020-09-26,San Diego,California,06073,44760,666
2020-09-27,San Diego,California,06073,45084,671
2020-09-28,San Diego,California,06073,45316,673
2020-09-29,San Diego,California,06073,45665,679
2020-09-30,San Diego,California,06073,46127,684
2020-10-01,San Diego,California,06073,46428,688
2020-10-02,San Diego,California,06073,46750,692
2020-10-03,San Diego,California,06073,47273,702
2020-10-04,San Diego,California,06073,47669,705
2020-10-05,San Diego,California,06073,47960,711
2020-10-06,San Diego,California,06073,48093,714
2020-10-07,San Diego,California,06073,48619,729
2020-10-08,San Diego,California,06073,49049,736
2020-10-09,San Diego,California,06073,49152,738
2020-10-10,San Diego,California,06073,49260,739
2020-10-11,San Diego,California,06073,49673,750
2020-10-12,San Diego,California,06073,49776,752
2020-10-13,San Diego,California,06073,50215,757
2020-10-14,San Diego,California,06073,50306,758
2020-10-15,San Diego,California,06073,50736,765
2020-10-16,San Diego,California,06073,51042,770
2020-10-17,San Diego,California,06073,51451,776
2020-10-18,San Diego,California,06073,51966,788
2020-10-19,San Diego,California,06073,52167,789
2020-10-20,San Diego,California,06073,52665,800
2020-10-21,San Diego,California,06073,53071,807
2020-10-22,San Diego,California,06073,53166,808
2020-10-23,San Diego,California,06073,53311,808
2020-10-24,San Diego,California,06073,53840,821
2020-10-25,San Diego,California,06073,54198,825
2020-10-26,San Diego,California,06073,54303,826
2020-10-27,San Diego,California,06073,54767,831
2020-10-28,San Diego,California,06073,54895,832
2020-10-29,San Diego,California,06073,55362,834
2020-10-30,San Diego,California,06073,55480,835
2020-10-31,San Diego,California,06073,55823,838
2020-11-01,San Diego,California,06073,56098,844
2020-11-02,San Diego,California,06073,56286,848
2020-11-03,San Diego,California,06073,56579,855
2020-11-04,San Diego,California,06073,57048,861
2020-11-05,San Diego,California,06073,57154,861
2020-11-06,San Diego,California,06073,58102,869
2020-11-07,San Diego,California,06073,58699,886
2020-11-08,San Diego,California,06073,59516,894
2020-11-09,San Diego,California,06073,60068,905
2020-11-10,San Diego,California,06073,60437,913
2020-11-11,San Diego,California,06073,60913,923
2020-11-12,San Diego,California,06073,61718,929
2020-11-13,San Diego,California,06073,62052,933
2020-11-14,San Diego,California,06073,62493,943
2020-11-15,San Diego,California,06073,63296,957
2020-11-16,San Diego,California,06073,63800,968
2020-11-17,San Diego,California,06073,64380,973
2020-11-18,San Diego,California,06073,65277,977
2020-11-19,San Diego,California,06073,66220,992
2020-11-20,San Diego,California,06073,66963,1013
2020-11-21,San Diego,California,06073,67710,1017
2020-11-22,San Diego,California,06073,68645,1036
2020-11-23,San Diego,California,06073,69611,1051
2020-11-24,San Diego,California,06073,70546,1075
2020-11-25,San Diego,California,06073,71014,1080
2020-11-26,San Diego,California,06073,71293,1085
2020-11-27,San Diego,California,06073,71806,1097
2020-11-28,San Diego,California,06073,72606,1115
2020-11-29,San Diego,California,06073,73277,1121
2020-11-30,San Diego,California,06073,73747,1131
2020-12-01,San Diego,California,06073,74091,1137
2020-12-02,San Diego,California,06073,74830,1156
2020-12-03,San Diego,California,06073,75039,1157
2020-12-04,San Diego,California,06073,75322,1161
2020-12-05,San Diego,California,06073,75698,1165
2020-12-06,San Diego,California,06073,76052,1166
2020-12-07,San Diego,California,06073,76325,1173
2020-12-08,San Diego,California,06073,77051,1191
2020-12-09,San Diego,California,06073,78012,1211
2020-12-10,San Diego,California,06073,78779,1217
2020-12-11,San Diego,California,06073,79665,1224
2020-12-12,San Diego,California,06073,80391,1243
2020-12-13,San Diego,California,06073,81044,1262
2020-12-14,San Diego,California,06073,81962,1282
2020-12-15,San Diego,California,06073,82365,1288
2020-12-16,San Diego,California,06073,83315,1307
2020-12-17,San Diego,California,06073,84254,1318
2020-12-18,San Diego,California,06073,84796,1332
2020-12-19,San Diego,California,06073,85613,1342
2020-12-20,San Diego,California,06073,85943,1344
2020-12-21,San Diego,California,06073,86765,1355
2020-12-22,San Diego,California,06073,87231,1358
2020-12-23,San Diego,California,06073,88196,1369
2020-12-24,San Diego,California,06073,88749,1378
2020-12-25,San Diego,California,06073,89693,1397
2020-12-26,San Diego,California,06073,90036,1402
2020-12-27,San Diego,California,06073,90351,1409
2020-12-28,San Diego,California,06073,90726,1416
2020-12-29,San Diego,California,06073,91657,1437
2020-12-30,San Diego,California,06073,91940,1438
2020-12-31,San Diego,California,06073,92598,1445
2021-01-01,San Diego,California,06073,93155,1460
2021-01-02,San Diego,California,06073,93474,1466
2021-01-03,San Diego,California,06073,94421,1486
2021-01-04,San Diego,California,06073,94834,1495
2021-01-05,San Diego,California,06073,95759,1512
2021-01-06,San Diego,California,06073,96372,1529
2021-01-07,San Diego,California,06073,96965,1538
2021-01-08,San Diego,California,06073,97841,1559
2021-01-09,San Diego,California,06073,98670,1574
2021-01-10,San Diego,California,06073,98872,1579
2021-01-11,San Diego,California,06073,99727,1593
2021-01-12,San Diego,California,06073,100381,1611
2021-01-13,San Diego,California,06073,100868,1621
2021-01-14,San Diego,California,06073,101389,1631
2021-01-15,San Diego,California,06073,102357,1638
2021-01-16,San Diego,California,06073,102985,1656
2021-01-17,San Diego,California,06073,103249,1660
2021-01-18,San Diego,California,06073,104063,1677
2021-01-19,San Diego,California,06073,104404,1679
2021-01-20,San Diego,California,06073,104912,1683
2021-01-21,San Diego,California,06073,105669,1703
2021-01-22,San Diego,California,06073,106374,1712
2021-01-23,San Diego,California,06073,106642,1717
2021-01-24,San Diego,California,06073,107431,1723
2021-01-25,San Diego,California,06073,107786,1731
2021-01-26,San Diego,California,06073,108461,1742
2021-01-27,San Diego,California,06073,108711,1746
2021-01-28,San Diego,California,06073,109157,1754
2021-01-29,San Diego,California,06073,110025,1768
2021-01-30,San Diego,California,06073,111023,1773
2021-01-31,San Diego,California,06073,111268,1779
2021-02-01,San Diego,California,06073,111502,1780
2021-02-02,San Diego,California,06073,112348,1798
2021-02-03,San Diego,California,06073,112915,1810
2021-02-04,San Diego,California,06073,113815,1817
2021-02-05,San Diego,California,06073,114479,1835
2021-02-06,San Diego,California,06073,114708,1836
2021-02-07,San Diego,California,06073,115432,1848
2021-02-08,San Diego,California,06073,116367,1853
2021-02-09,San Diego,California,06073,117129,1859
2021-02-10,San Diego,California,06073,117467,1861
2021-02-11,San Diego,California,06073,117913,1872
2021-02-12,San Diego,California,06073,118478,1877
2021-02-13,San Diego,California,06073,119151,1894
2021-02-14,San Diego,California,06073,119253,1895
2021-02-15,San Diego,California,06073,119586,1898
2021-02-16,San Diego,California,06073,119921,1903
2021-02-17,San Diego,California,06073,120258,1912
2021-02-18,San Diego,California,06073,120551,1915
2021-02-19,San Diego,California,06073,120943,1922
2021-02-20,San Diego,California,06073,121055,1924
2021-02-21,San Diego,California,06073,121386,1931
2021-02-22,San Diego,California,06073,121650,1934
2021-02-23,San Diego,California,06073,121757,1934
2021-02-24,San Diego,California,06073,121962,1938
2021-02-25,San Diego,California,06073,122213,1942
2021-02-26,San Diego,California,06073,122588,1944
2021-02-27,San Diego,California,06073,122688,1946
2021-02-28,San Diego,California,06073,122959,1952
2021-03-01,San Diego,California,06073,123030,1953
2021-03-02,San Diego,California,06073,123098,1953
2021-03-03,San Diego,California,06073,123194,1955
2021-03-04,San Diego,California,06073,123556,1960
2021-03-05,San Diego,California,06073,123892,1968
2021-03-06,San Diego,California,06073,124189,1971
2021-03-07,San Diego,California,06073,124469,1976
2021-03-08,San Diego,California,06073,124673,1981
2021-03-09,San Diego,California,06073,124943,1982
2021-03-10,San Diego,California,06073,125069,1984
2021-03-11,San Diego,California,06073,125453,1991
2021-03-12,San Diego,California,06073,125781,1995
2021-03-13,San Diego,California,06073,125849,1995
2021-03-14,San Diego,California,06073,125954,1996
2021-03-15,San Diego,California,06073,126052,1997
2021-03-16,San Diego,California,06073,126372,2002
2021-03-17,San Diego,California,06073,126511,2005
2021-03-18,San Diego,California,06073,126797,2008
2021-03-19,San Diego,California,06073,126928,2011
2021-03-20,San Diego,California,06073,127223,2019
2021-03-21,San Diego,California,06073,127448,2021
2021-03-22,San Diego,California,06073,127738,2022
2021-03-23,San Diego,California,06073,128020,2025
2021-03-24,San Diego,California,06073,128231,2027
2021-03-25,San Diego,California,06073,128566,2035
2021-03-26,San Diego,California,06073,128647,2036
2021-03-27,San Diego,California,06073,129022,2039
2021-03-28,San Diego,California,06073,129350,2044
2021-03-29,San Diego,California,06073,129455,2046
2021-03-30,San Diego,California,06073,129762,2052
2021-03-31,San Diego,California,06073,129937,2053
2021-04-01,San Diego,California,06073,130229,2056
2021-04-02,San Diego,California,06073,130555,2060
2021-04-03,San Diego,California,06073,130654,2062
2021-04-04,San Diego,California,06073,131011,2067
2021-04-05,San Diego,California,06073,131151,2069
2021-04-06,San Diego,California,06073,131379,2075
2021-04-07,San Diego,California,06073,131494,2078
2021-04-08,San Diego,California,06073,131712,2081
2021-04-09,San Diego,California,06073,131824,2083
2021-04-10,San Diego,California,06073,132101,2091
2021-04-11,San Diego,California,06073,132235,2092
2021-04-12,San Diego,California,06073,132532,2093
2021-04-13,San Diego,California,06073,132644,2095
2021-04-14,San Diego,California,06073,132863,2097
2021-04-15,San Diego,California,06073,133044,2101
2021-04-16,San Diego,California,06073,133312,2107
2021-04-17,San Diego,California,06073,133591,2112
2021-04-18,San Diego,California,06073,133714,2115
2021-04-19,San Diego,California,06073,134066,2117
2021-04-20,San Diego,California,06073,134418,2123
2021-04-21,San Diego,California,06073,134817,2130
2021-04-22,San Diego,California,06073,135163,2134
2021-04-23,San Diego,California,06073,135473,2141
2021-04-24,San Diego,California,06073,135622,2142
2021-04-25,San Diego,California,06073,135882,2149
2021-04-26,San Diego,California,06073,136146,2151
2021-04-27,San Diego,California,06073,136404,2152
2021-04-28,San Diego,California,06073,136797,2154
2021-04-29,San Diego,California,06073,137020,2159
2021-04-30,San Diego,California,06073,137097,2160
2021-05-01,San Diego,California,06073,137323,2165
2021-05-02,San Diego,California,06073,137663,2170
2021-05-03,San Diego,California,06073,137810,2172
2021-05-04,San Diego,California,06073,137880,2173
2021-05-05,San Diego,California,06073,138263,2176
2021-05-06,San Diego,California,06073,138428,2179
2021-05-07,San Diego,California,06073,138525,2180
2021-05-08,San Diego,California,06073,138693,2183
2021-05-09,San Diego,California,06073,139046,2191
2021-05-10,San Diego,California,06073,139120,2192
2021-05-11,San Diego,California,06073,139444,2200
2021-05-12,San Diego,California,06073,139646,2204
2021-05-13,San Diego,California,06073,139836,2207
2021-05-14,San Diego,California,06073,140114,2214
2021-05-15,San Diego,California,06073,140204,2216
2021-05-16,San Diego,California,06073,140381,2217
2021-05-17,San Diego,California,06073,140589,2219
2021-05-18,San Diego,California,06073,140971,2226
2021-05-19,San Diego,California,06073,141302,2234
2021-05-20,San Diego,California,06073,141395,2236
2021-05-21,San Diego,California,06073,141707,2237
2021-05-22,San Diego,California,06073,142089,2245
2021-05-23,San Diego,California,06073,142452,2247
2021-05-24,San Diego,California,06073,142640,2250
2021-05-25,San Diego,California,06073,142828,2251
2021-05-26,San Diego,California,06073,143081,2252
2021-05-27,San Diego,California,06073,143384,2255
2021-05-28,San Diego,California,06073,143778,2259
2021-05-29,San Diego,California,06073,143882,2260
2021-05-30,San Diego,California,06073,144262,2267
2021-05-31,San Diego,California,06073,144648,2270
2021-06-01,San Diego,California,06073,144963,2273
2021-06-02,San Diego,California,06073,145147,2275
2021-06-03,San Diego,California,06073,145440,2278
2021-06-04,San Diego,California,06073,145527,2279
2021-06-05,San Diego,California,06073,145756,2283
2021-06-06,San Diego,California,06073,145863,2285
2021-06-07,San Diego,California,06073,146156,2290
2021-06-08,San Diego,California,06073,146320,2293
2021-06-09,San Diego,California,06073,146653,2302
2021-06-10,San Diego,California,06073,146989,2311
2021-06-11,San Diego,California,06073,147077,2313
2021-06-12,San Diego,California,06073,147296,2314
2021-06-13,San Diego,California,06073,147662,2318
2021-06-14,San Diego,California,06073,148048,2320
2021-06-15,San Diego,California,06073,148206,2323
2021-06-16,San Diego,California,06073,148438,2329
2021-06-17,San Diego,California,06073,148678,2333
2021-06-18,San Diego,California,06073,148842,2337
2021-06-19,San Diego,California,06073,149089,2339
2021-06-20,San Diego,California,06073,149271,2341
2021-06-21,San Diego,California,06073,149552,2344
2021-06-22,San Diego,California,06073,149639,2346
2021-06-23,San Diego,California,06073,149783,2350
2021-06-24,San Diego,California,06073,150064,2354
2021-06-25,San Diego,California,06073,150245,2357
2021-06-26,San Diego,California,06073,150420,2360
2021-06-27,San Diego,California,06073,150719,2367
2021-06-28,San Diego,California,06073,150934,2369
2021-06-29,San Diego,California,06073,151044,2371
2021-06-30,San Diego,California,06073,151168,2372
2020-03-01,San Francisco,California,06075,4,0
2020-03-02,San Francisco,California,06075,10,0
2020-03-03,San Francisco,California,06075,13,0
2020-03-04,San Francisco,California,06075,14,0
2020-03-05,San Francisco,California,06075,20,0
2020-03-06,San Francisco,California,06075,28,0
2020-03-07,San Francisco,California,06075,34,0
2020-03-08,San Francisco,California,06075,35,0
2020-03-09,San Francisco,California,06075,35,0
2020-03-10,San Francisco,California,06075,36,0
2020-03-11,San Francisco,California,06075,37,0
2020-03-12,San Francisco,California,06075,37,0
2020-03-13,San Francisco,California,06075,40,0
2020-03-14,San Francisco,California,06075,44,0
2020-03-15,San Francisco,California,06075,46,0
2020-03-16,San Francisco,California,06075,49,0
2020-03-17,San Francisco,California,06075,50,0
2020-03-18,San Francisco,California,06075,52,0
2020-03-19,San Francisco,California,06075,58,0
2020-03-20,San Francisco,California,06075,60,0
2020-03-21,San Francisco,California,06075,64,0
2020-03-22,San Francisco,California,06075,72,0
2020-03-23,San Francisco,California,06075,77,0
2020-03-24,San Francisco,California,06075,81,0
2020-03-25,San Francisco,California,06075,84,0
2020-03-26,San Francisco,California,06075,90,0
2020-03-27,San Francisco,California,06075,91,0
2020-03-28,San Francisco,California,06075,93,0
2020-03-29,San Francisco,California,06075,100,0
2020-03-30,San Francisco,California,06075,100,0
2020-03-31,San Francisco,California,06075,159,1
2020-04-01,San Francisco,California,06075,185,1
2020-04-02,San Francisco,California,06075,215,1
2020-04-03,San Francisco,California,06075,266,1
2020-04-04,San Francisco,California,06075,328,1
2020-04-05,San Francisco,California,06075,377,1
2020-04-06,San Francisco,California,06075,411,1
2020-04-07,San Francisco,California,06075,494,3
2020-04-08,San Francisco,California,06075,531,3
2020-04-09,San Francisco,California,06075,607,4
2020-04-10,San Francisco,California,06075,645,4
2020-04-11,San Francisco,California,06075,681,5
2020-04-12,San Francisco,California,06075,759,5
2020-04-13,San Francisco,California,06075,825,6
2020-04-14,San Francisco,California,06075,912,8
2020-04-15,San Francisco,California,06075,943,8
2020-04-16,San Francisco,California,06075,1028,9
2020-04-17,San Francisco,California,06075,1107,9
