140	Boston Dynamics Atlas Robot Learns to Perform Complex Warehouse Tasks	http://www.wired.com/boston-dynamics-atlas-warehouse	Wired	t	nW3nKt7mPsYvLw1xJhDg4d	www.wired.com	1394470509698
141	Scientists Successfully Reverse Aging in Mice Using Gene Therapy	http://www.nature.com/reverse-aging-mice-gene-therapy	Nature	t	pY5nRt9mKsYvWx3qJhDg5d	www.nature.com	1394470510698
142	Apple Introduces M4 Ultra Chip With Record Breaking Performance	http://www.cnet.com/apple-m4-ultra-chip-performance	CNET	t	rA7nKt2mPsYvLw5xJhDg6d	www.cnet.com	1394470511698
143	Waymo Self Driving Taxis Expand to 15 New US Cities	http://www.theverge.com/waymo-self-driving-15-cities	The Verge	t	tC9nRt4mKsYvWx7qJhDg7d	www.theverge.com	1394470512698
144	Deep Sea Expedition Discovers New Species in Mariana Trench	http://www.scientificamerican.com/deep-sea-new-species-mariana	Scientific American	t	vE2nKt6mPsYvLw9xJhDg8d	www.scientificamerican.com	1394470513698
145	Nvidia Announces Next Generation GPU Architecture for AI Training	http://www.arstechnica.com/nvidia-next-gen-gpu-ai-training	Ars Technica	t	xG4nRt8mKsYvWx2qJhDg9d	www.arstechnica.com	1394470514698
146	Chinese Rover Discovers New Mineral on Far Side of Moon	http://www.space.com/chinese-rover-mineral-moon-far-side	Space.com	t	zI6nKt1mPsYvLw4xJhDgAe	www.space.com	1394470515698
147	Autonomous Cargo Ships Begin Commercial Operations Across Atlantic	http://www.wired.com/autonomous-cargo-ships-atlantic	Wired	t	bK8nRt3mKsYvWx6qJhDgBe	www.wired.com	1394470516698
148	Google Develops AI That Can Predict Earthquakes 7 Days in Advance	http://www.nature.com/google-ai-predict-earthquakes	Nature	t	dM1nKt5mPsYvLw8xJhDgCe	www.nature.com	1394470517698
149	New 3D Printing Technology Creates Functional Human Organs	http://www.scientificamerican.com/3d-printing-human-organs	Scientific American	t	fO3nRt7mKsYvWx1qJhDgDe	www.scientificamerican.com	1394470518698
150	Xiaomi Launches Electric Vehicle to Challenge Tesla in China	http://www.cnet.com/xiaomi-electric-vehicle-tesla-china	CNET	t	hQ5nKt9mPsYvLw3xJhDgEe	www.cnet.com	1394470519698
151	Researchers Develop Plastic Eating Enzyme That Works in Hours	http://www.nature.com/plastic-eating-enzyme-hours	Nature	t	jS7nRt2mKsYvWx5qJhDgFe	www.nature.com	1394470520698
152	Microsoft Azure Quantum Achieves New Milestone in Error Correction	http://www.arstechnica.com/azure-quantum-error-correction	Ars Technica	t	lU9nKt4mPsYvLw7xJhDgGe	www.arstechnica.com	1394470521698
153	Solar Panel Efficiency Record Broken With New Perovskite Design	http://www.scientificamerican.com/solar-panel-perovskite-record	Scientific American	t	nW2nRt6mKsYvWx9qJhDgHe	www.scientificamerican.com	1394470522698
154	TikTok Parent ByteDance Develops Advanced AI Video Generator	http://www.theverge.com/bytedance-ai-video-generator	The Verge	t	pY4nKt8mPsYvLw2xJhDgIe	www.theverge.com	1394470523698
155	Hubble Space Telescope Captures New Image of Distant Galaxy Collision	http://www.nasa.gov/hubble-galaxy-collision-image	NASA	t	rA6nRt1mKsYvWx4qJhDgJe	www.nasa.gov	1394470524698
156	Volkswagen ID Buzz Electric Van Gets Software Update With New Features	http://www.cnet.com/volkswagen-id-buzz-software-update	CNET	t	tC8nKt3mPsYvLw6xJhDgKe	www.cnet.com	1394470525698
157	Scientists Map Complete Neural Connections of Human Brain for First Time	http://www.nature.com/neural-connections-human-brain-map	Nature	t	vE1nRt5mKsYvWx8qJhDgLe	www.nature.com	1394470526698
158	Starlink Satellite Internet Now Available in 100 Countries Worldwide	http://www.wired.com/starlink-100-countries-worldwide	Wired	t	xG3nKt7mPsYvLw1xJhDgMe	www.wired.com	1394470527698
159	New Carbon Capture Technology Removes CO2 From Air at Record Low Cost	http://www.scientificamerican.com/carbon-capture-record-low-cost	Scientific American	t	zI5nRt9mKsYvWx3qJhDgNe	www.scientificamerican.com	1394470528698
160	Sony PlayStation 6 Specs Leaked Showing Major Performance Upgrade	http://www.cnet.com/playstation-6-specs-leaked	CNET	t	bK7nKt2mPsYvLw5xJhDgOe	www.cnet.com	1394470529698
161	European Space Agency Launches Mission to Study Jupiter Moons	http://www.space.com/esa-jupiter-moons-mission-launch	Space.com	t	dM9nRt4mKsYvWx7qJhDgPe	www.space.com	1394470530698
162	AI Powered Drug Discovery Platform Identifies New Cancer Treatment	http://www.nature.com/ai-drug-discovery-cancer-treatment	Nature	t	fO2nKt6mPsYvLw9xJhDgQe	www.nature.com	1394470531698
163	Rivian Introduces Affordable Electric SUV Starting at 35000 Dollars	http://www.theverge.com/rivian-affordable-electric-suv	The Verge	t	hQ4nRt8mKsYvWx2qJhDgRe	www.theverge.com	1394470532698
164	Archaeologists Use Lidar Technology to Find Lost Maya City	http://www.scientificamerican.com/lidar-lost-maya-city	Scientific American	t	jS6nKt1mPsYvLw4xJhDgSe	www.scientificamerican.com	1394470533698
165	Intel Launches New Neuromorphic Chip Inspired by Human Brain	http://www.arstechnica.com/intel-neuromorphic-chip-brain	Ars Technica	t	lU8nRt3mKsYvWx6qJhDgTe	www.arstechnica.com	1394470534698
166	Robotic Surgery System Performs First Fully Autonomous Operation	http://www.wired.com/robotic-surgery-autonomous-operation	Wired	t	nW1nRt5mKsYvWx8qJhDgUe	www.wired.com	1394470535698
167	Antarctic Ice Sheet Melting Faster Than Models Predicted Study Finds	http://www.nature.com/antarctic-ice-melting-faster	Nature	t	pY3nKt7mPsYvLw1xJhDgVe	www.nature.com	1394470536698
168	Google Fiber Expands Gigabit Internet to 20 New Metro Areas	http://www.theverge.com/google-fiber-20-metro-areas	The Verge	t	rA5nRt9mKsYvWx3qJhDgWe	www.theverge.com	1394470537698
169	New Desalination Technology Could Solve Global Water Crisis	http://www.scientificamerican.com/desalination-technology-water-crisis	Scientific American	t	tC7nKt2mPsYvLw5xJhDgXe	www.scientificamerican.com	1394470538698
170	DJI Releases Advanced Drone With 8K Camera and 60 Minute Flight Time	http://www.cnet.com/dji-drone-8k-camera-60-minutes	CNET	t	vE9nRt4mKsYvWx7qJhDgYe	www.cnet.com	1394470539698
171	Mars Helicopter Ingenuity Completes 100th Flight on Red Planet	http://www.nasa.gov/ingenuity-100th-flight-mars	NASA	t	xG2nKt6mPsYvLw9xJhDgZe	www.nasa.gov	1394470540698
172	Researchers Build Worlds Smallest Transistor Using Single Atom	http://www.nature.com/smallest-transistor-single-atom	Nature	t	zI4nRt8mKsYvWx2qJhDg1e	www.nature.com	1394470541698
173	Amazon Introduces Alexa With Generative AI Conversational Abilities	http://www.theverge.com/amazon-alexa-generative-ai	The Verge	t	bK6nKt1mPsYvLw4xJhDg2e	www.theverge.com	1394470542698
174	New Biodegradable Plastic Made From Seaweed Decomposes in Weeks	http://www.scientificamerican.com/biodegradable-plastic-seaweed	Scientific American	t	dM8nRt3mKsYvWx6qJhDg3e	www.scientificamerican.com	1394470543698
175	Huawei Develops Own Operating System to Replace Android	http://www.arstechnica.com/huawei-operating-system-android	Ars Technica	t	fO1nKt5mPsYvLw8xJhDg4e	www.arstechnica.com	1394470544698
176	Scientists Discover New State of Matter Using Quantum Simulator	http://www.nature.com/new-state-matter-quantum-simulator	Nature	t	hQ3nRt7mKsYvWx1qJhDg5e	www.nature.com	1394470545698
177	Uber Air Taxi Service Begins Test Flights in Los Angeles	http://www.wired.com/uber-air-taxi-test-flights-la	Wired	t	jS5nKt9mPsYvLw3xJhDg6e	www.wired.com	1394470546698
178	Breakthrough Battery Technology Charges Electric Cars in 5 Minutes	http://www.cnet.com/battery-technology-charges-5-minutes	CNET	t	lU7nRt2mKsYvWx5qJhDg7e	www.cnet.com	1394470547698
179	SpaceX Deploys First Batch of Next Generation Starlink V3 Satellites	http://www.space.com/spacex-starlink-v3-satellites-deploy	Space.com	t	nW9nKt4mPsYvLw7xJhDg8e	www.space.com	1394470548698
180	OpenAI Sora Video Generation Tool Opens to Public Users	http://www.theverge.com/openai-sora-video-public-launch	The Verge	t	pY2nRt6mKsYvWx9qJhDg9e	www.theverge.com	1394470549698
181	Physicists Confirm New Particle at Large Hadron Collider	http://www.nature.com/new-particle-large-hadron-collider	Nature	t	rA4nKt8mPsYvLw2xJhDgAf	www.nature.com	1394470550698
182	Apple Develops Custom 5G Modem Chip to Replace Qualcomm	http://www.arstechnica.com/apple-custom-5g-modem-chip	Ars Technica	t	tC6nRt1mKsYvWx4qJhDgBf	www.arstechnica.com	1394470551698
183	Vertical Farming Startup Raises 500 Million to Build Indoor Farms	http://www.wired.com/vertical-farming-500-million-indoor	Wired	t	vE8nKt3mPsYvLw6xJhDgCf	www.wired.com	1394470552698
184	Scientists Use AI to Decode Whale Communication Patterns	http://www.scientificamerican.com/ai-decode-whale-communication	Scientific American	t	xG1nRt5mKsYvWx8qJhDgDf	www.scientificamerican.com	1394470553698
185	Samsung Galaxy Ring Wearable Health Tracker Launches Globally	http://www.cnet.com/samsung-galaxy-ring-health-tracker	CNET	t	zI3nKt7mPsYvLw1xJhDgEf	www.cnet.com	1394470554698
186	Indian Space Agency Successfully Tests Reusable Launch Vehicle	http://www.space.com/india-reusable-launch-vehicle-test	Space.com	t	bK5nRt9mKsYvWx3qJhDgFf	www.space.com	1394470555698
187	Researchers Develop Vaccine That Prevents All Known Coronavirus Strains	http://www.nature.com/vaccine-all-coronavirus-strains	Nature	t	dM7nKt2mPsYvLw5xJhDgGf	www.nature.com	1394470556698
188	GitHub Copilot X Writes Entire Functions From Natural Language Prompts	http://www.arstechnica.com/github-copilot-x-functions	Ars Technica	t	fO9nRt4mKsYvWx7qJhDgHf	www.arstechnica.com	1394470557698
189	New Hydrogen Fuel Cell Powers Trucks for 1000 Miles Without Refueling	http://www.wired.com/hydrogen-fuel-cell-trucks-1000-miles	Wired	t	hQ2nKt6mPsYvLw9xJhDgIf	www.wired.com	1394470558698
190	Lenovo Unveils Transparent Laptop Display at Tech Conference	http://www.cnet.com/lenovo-transparent-laptop-display	CNET	t	jS4nRt8mKsYvWx2qJhDgJf	www.cnet.com	1394470559698
191	Scientists Grow New Teeth in Adults Using Stem Cell Treatment	http://www.scientificamerican.com/grow-teeth-stem-cell-treatment	Scientific American	t	lU6nKt1mPsYvLw4xJhDgKf	www.scientificamerican.com	1394470560698
192	Blue Origin Successfully Launches First Crewed Orbital Mission	http://www.space.com/blue-origin-crewed-orbital-mission	Space.com	t	nW8nRt3mKsYvWx6qJhDgLf	www.space.com	1394470561698
193	Google Gemini AI Passes Medical Licensing Exam With Top Score	http://www.theverge.com/google-gemini-medical-exam-score	The Verge	t	pY1nKt5mPsYvLw8xJhDgMf	www.theverge.com	1394470562698
194	New Graphene Based Water Filter Removes 99 Percent of Contaminants	http://www.nature.com/graphene-water-filter-contaminants	Nature	t	rA3nRt7mKsYvWx1qJhDgNf	www.nature.com	1394470563698
195	Volkswagen Launches Autonomous Ride Hailing Service in Hamburg	http://www.wired.com/volkswagen-autonomous-ride-hailing	Wired	t	tC5nKt9mPsYvLw3xJhDgOf	www.wired.com	1394470564698
196	Massive Solar Storm Disrupts GPS and Communication Satellites	http://www.space.com/solar-storm-disrupts-gps-satellites	Space.com	t	vE7nRt2mKsYvWx5qJhDgPf	www.space.com	1394470565698
197	MIT Engineers Create Robot That Can Taste and Identify Chemicals	http://www.scientificamerican.com/robot-taste-identify-chemicals	Scientific American	t	xG9nKt4mPsYvLw7xJhDgQf	www.scientificamerican.com	1394470566698
198	Qualcomm Snapdragon X Elite Chip Challenges Apple Silicon in Laptops	http://www.arstechnica.com/snapdragon-x-elite-apple-silicon	Ars Technica	t	zI2nRt6mKsYvWx9qJhDgRf	www.arstechnica.com	1394470567698
199	Deep Ocean Mining Robot Begins Extracting Rare Earth Minerals	http://www.wired.com/deep-ocean-mining-rare-earth	Wired	t	bK4nKt8mPsYvLw2xJhDgSf	www.wired.com	1394470568698
200	Astronomers Photograph Black Hole Jet for First Time in History	http://www.nasa.gov/black-hole-jet-photograph-first	NASA	t	dM6nRt1mKsYvWx4qJhDgTf	www.nasa.gov	1394470569698
201	Scientists Create Lab Grown Meat That Tastes Identical to Beef	http://www.nature.com/lab-grown-meat-identical-beef	Nature	t	fO8nKt3mPsYvLw6xJhDgUf	www.nature.com	1394470570698
202	Zoom Introduces Real Time AI Translation for 36 Languages	http://www.theverge.com/zoom-ai-translation-36-languages	The Verge	t	hQ1nRt5mKsYvWx8qJhDgVf	www.theverge.com	1394470571698
203	New Geothermal Energy Plant Generates Power From Volcanic Heat	http://www.scientificamerican.com/geothermal-plant-volcanic-heat	Scientific American	t	jS3nKt7mPsYvLw1xJhDgWf	www.scientificamerican.com	1394470572698
204	Toyota Unveils Solid State Battery Electric Car With 900 Mile Range	http://www.cnet.com/toyota-solid-state-battery-900-mile	CNET	t	lU5nRt9mKsYvWx3qJhDgXf	www.cnet.com	1394470573698
205	Perseverance Rover Finds Strong Evidence of Ancient Microbial Life on Mars	http://www.nasa.gov/perseverance-microbial-life-mars	NASA	t	nW7nKt2mPsYvLw5xJhDgYf	www.nasa.gov	1394470574698
206	Raspberry Pi 6 Launches With Quad Core ARM Processor and 16GB RAM	http://www.arstechnica.com/raspberry-pi-6-quad-core-16gb	Ars Technica	t	pY9nKt4mPsYvLw7xJhDgZf	www.arstechnica.com	1394470575698
207	World First Nuclear Fusion Power Plant Begins Construction in France	http://www.scientificamerican.com/fusion-power-plant-france	Scientific American	t	rA2nRt6mKsYvWx9qJhDg1f	www.scientificamerican.com	1394470576698
208	Researchers Train AI to Detect Cancer From Blood Test With 95 Percent Accuracy	http://www.nature.com/ai-detect-cancer-blood-test	Nature	t	tC4nKt8mPsYvLw2xJhDg2f	www.nature.com	1394470577698
209	Amazon Unveils Warehouse Robot That Can Pick Any Item	http://www.wired.com/amazon-warehouse-robot-pick-any-item	Wired	t	vE6nRt1mKsYvWx4qJhDg3f	www.wired.com	1394470578698
210	New WiFi 7 Standard Delivers 5 Times Faster Speeds Than WiFi 6	http://www.cnet.com/wifi-7-standard-5-times-faster	CNET	t	xG8nKt3mPsYvLw6xJhDg4f	www.cnet.com	1394470579698
211	Scientists Successfully Teleport Quantum Information Over 100 Kilometers	http://www.nature.com/quantum-teleport-100-kilometers	Nature	t	zI1nRt5mKsYvWx8qJhDg5f	www.nature.com	1394470580698
212	Cruise Robotaxi Fleet Resumes Operations After Safety Overhaul	http://www.theverge.com/cruise-robotaxi-resumes-safety	The Verge	t	bK3nKt7mPsYvLw1xJhDg6f	www.theverge.com	1394470581698
213	New Concrete Alternative Made From Recycled Plastic Cuts Emissions 80 Percent	http://www.scientificamerican.com/concrete-recycled-plastic-emissions	Scientific American	t	dM5nRt9mKsYvWx3qJhDg7f	www.scientificamerican.com	1394470582698
214	Japan Launches Worlds First Wooden Satellite Into Orbit	http://www.space.com/japan-wooden-satellite-orbit	Space.com	t	fO7nKt2mPsYvLw5xJhDg8f	www.space.com	1394470583698
215	Google Chrome Integrates Built In AI Assistant for Web Browsing	http://www.arstechnica.com/chrome-built-in-ai-assistant	Ars Technica	t	hQ9nRt4mKsYvWx7qJhDg9f	www.arstechnica.com	1394470584698
216	Oppenheimer Wins Best Picture at 96th Academy Awards Ceremony	http://www.variety.com/oppenheimer-best-picture-oscars	Variety	e	jS2nKt6mPsYvLw9xJhDgAg	www.variety.com	1394470585698
217	Drake Releases Surprise Album That Breaks Spotify First Day Record	http://www.billboard.com/drake-surprise-album-spotify-record	Billboard	e	lU4nRt8mKsYvWx2qJhDgBg	www.billboard.com	1394470586698
218	Disney Announces New Star Wars Trilogy From Award Winning Director	http://www.hollywoodreporter.com/disney-star-wars-new-trilogy	Hollywood Reporter	e	nW6nKt1mPsYvLw4xJhDgCg	www.hollywoodreporter.com	1394470587698
219	Adele Announces Residency Extension at Las Vegas Colosseum	http://www.rollingstone.com/adele-residency-extension-vegas	Rolling Stone	e	pY8nRt3mKsYvWx6qJhDgDg	www.rollingstone.com	1394470588698
220	Barbie Movie Crosses 1.4 Billion Dollars at Global Box Office	http://www.variety.com/barbie-movie-1-4-billion-box-office	Variety	e	rA1nKt5mPsYvLw8xJhDgEg	www.variety.com	1394470589698
221	BTS Member Jungkook Solo Album Tops Charts in 106 Countries	http://www.billboard.com/jungkook-solo-album-106-countries	Billboard	e	tC3nRt7mKsYvWx1qJhDgFg	www.billboard.com	1394470590698
222	HBO Max Rebrands as Max and Launches New Original Series Lineup	http://www.hollywoodreporter.com/hbo-max-rebrands-new-series	Hollywood Reporter	e	vE5nKt9mPsYvLw3xJhDgGg	www.hollywoodreporter.com	1394470591698
223	Rihanna Returns to Music With First Album in Eight Years	http://www.rollingstone.com/rihanna-returns-new-album	Rolling Stone	e	xG7nRt2mKsYvWx5qJhDgHg	www.rollingstone.com	1394470592698
224	Tom Hanks Receives Lifetime Achievement Award at Golden Globes	http://www.ew.com/tom-hanks-lifetime-achievement-golden-globes	Entertainment Weekly	e	zI9nKt4mPsYvLw7xJhDgIg	www.ew.com	1394470593698
225	Squid Game Season 2 Becomes Most Watched Netflix Show Ever	http://www.variety.com/squid-game-season-2-most-watched	Variety	e	bK2nRt6mKsYvWx9qJhDgJg	www.variety.com	1394470594698
226	Ed Sheeran Announces Massive World Tour Spanning 50 Cities	http://www.billboard.com/ed-sheeran-world-tour-50-cities	Billboard	e	dM4nKt8mPsYvLw2xJhDgKg	www.billboard.com	1394470595698
227	Zendaya Named Best Dressed Celebrity at Met Gala 2024	http://www.ew.com/zendaya-best-dressed-met-gala	Entertainment Weekly	e	fO6nRt1mKsYvWx4qJhDgLg	www.ew.com	1394470596698
228	Pixar Announces Original Film About Deep Sea Adventure	http://www.hollywoodreporter.com/pixar-original-deep-sea-film	Hollywood Reporter	e	hQ8nKt3mPsYvLw6xJhDgMg	www.hollywoodreporter.com	1394470597698
229	Bad Bunny Breaks Latin Music Streaming Record With New Single	http://www.billboard.com/bad-bunny-latin-streaming-record	Billboard	e	jS1nRt5mKsYvWx8qJhDgNg	www.billboard.com	1394470598698
230	The Last of Us Season 2 Premiere Draws 30 Million Viewers on HBO	http://www.variety.com/last-of-us-season-2-premiere-viewers	Variety	e	lU3nKt7mPsYvLw1xJhDgOg	www.variety.com	1394470599698
231	Margot Robbie Signs Deal to Produce Five Films for Warner Bros	http://www.hollywoodreporter.com/margot-robbie-warner-bros-deal	Hollywood Reporter	e	nW5nRt9mKsYvWx3qJhDgPg	www.hollywoodreporter.com	1394470600698
232	Coachella 2024 Lineup Features Reunited Oasis as Headliners	http://www.rollingstone.com/coachella-2024-oasis-headliners	Rolling Stone	e	pY7nKt2mPsYvLw5xJhDgQg	www.rollingstone.com	1394470601698
233	Ryan Reynolds and Hugh Jackman Star in Deadpool and Wolverine	http://www.ew.com/reynolds-jackman-deadpool-wolverine	Entertainment Weekly	e	rA9nRt4mKsYvWx7qJhDgRg	www.ew.com	1394470602698
234	Billie Eilish Wins Song of the Year at MTV Video Music Awards	http://www.billboard.com/billie-eilish-song-year-vma	Billboard	e	tC2nKt6mPsYvLw9xJhDgSg	www.billboard.com	1394470603698
235	Amazon Prime Video Acquires Rights to Premier League Football	http://www.variety.com/amazon-prime-premier-league-rights	Variety	e	vE4nRt8mKsYvWx2qJhDgTg	www.variety.com	1394470604698
236	Timothee Chalamet Transforms Into Bob Dylan for Biopic Film	http://www.hollywoodreporter.com/chalamet-bob-dylan-biopic	Hollywood Reporter	e	xG6nKt1mPsYvLw4xJhDgUg	www.hollywoodreporter.com	1394470605698
237	Coldplay Announces Final World Tour After 25 Years Together	http://www.rollingstone.com/coldplay-final-world-tour	Rolling Stone	e	zI8nRt3mKsYvWx6qJhDgVg	www.rollingstone.com	1394470606698
238	Dune Part Two Earns 700 Million Dollars Worldwide at Box Office	http://www.variety.com/dune-part-two-700-million-worldwide	Variety	e	bK1nKt5mPsYvLw8xJhDgWg	www.variety.com	1394470607698
239	Selena Gomez Documentary Breaks Apple TV Plus Viewing Records	http://www.ew.com/selena-gomez-documentary-apple-tv-record	Entertainment Weekly	e	dM3nRt7mKsYvWx1qJhDgXg	www.ew.com	1394470608698
240	Universal Studios Opens New Harry Potter Theme Park Expansion	http://www.hollywoodreporter.com/universal-harry-potter-expansion	Hollywood Reporter	e	fO5nKt9mPsYvLw3xJhDgYg	www.hollywoodreporter.com	1394470609698
241	Post Malone Surprises Fans With Country Music Album Debut	http://www.billboard.com/post-malone-country-album-debut	Billboard	e	hQ7nRt2mKsYvWx5qJhDgZg	www.billboard.com	1394470610698
242	Stranger Things Final Season Trailer Breaks YouTube View Record	http://www.variety.com/stranger-things-final-trailer-record	Variety	e	jS9nKt4mPsYvLw7xJhDg1g	www.variety.com	1394470611698
243	Lady Gaga Announces New Jazz Album With Tony Bennett Recordings	http://www.rollingstone.com/lady-gaga-jazz-album-tony-bennett	Rolling Stone	e	lU2nRt6mKsYvWx9qJhDg2g	www.rollingstone.com	1394470612698
244	Robert Downey Jr Returns to Marvel as Doctor Doom in New Film	http://www.ew.com/robert-downey-jr-doctor-doom-marvel	Entertainment Weekly	e	nW4nKt8mPsYvLw2xJhDg3g	www.ew.com	1394470613698
245	SZA Wins Record Five Awards at BET Awards Ceremony	http://www.billboard.com/sza-five-awards-bet-ceremony	Billboard	e	pY6nRt1mKsYvWx4qJhDg4g	www.billboard.com	1394470614698
246	Wicked Movie Musical Earns 500 Million in Opening Weekend	http://www.variety.com/wicked-movie-500-million-opening	Variety	e	rA8nKt3mPsYvLw6xJhDg5g	www.variety.com	1394470615698
247	Travis Scott Launches New Fashion Brand in Partnership With Nike	http://www.rollingstone.com/travis-scott-fashion-brand-nike	Rolling Stone	e	tC1nRt5mKsYvWx8qJhDg6g	www.rollingstone.com	1394470616698
248	Jennifer Lawrence Stars in New Romantic Comedy From A24 Studio	http://www.hollywoodreporter.com/jennifer-lawrence-a24-comedy	Hollywood Reporter	e	vE3nKt7mPsYvLw1xJhDg7g	www.hollywoodreporter.com	1394470617698
249	Kendrick Lamar Headlining Super Bowl Halftime Show Performance	http://www.billboard.com/kendrick-lamar-super-bowl-halftime	Billboard	e	xG5nRt9mKsYvWx3qJhDg8g	www.billboard.com	1394470618698
250	Apple TV Plus Wins Best Drama Series Emmy for Severance	http://www.ew.com/apple-tv-severance-emmy-best-drama	Entertainment Weekly	e	zI7nKt2mPsYvLw5xJhDg9g	www.ew.com	1394470619698
251	Pedro Pascal Named Sexiest Man Alive by People Magazine	http://www.ew.com/pedro-pascal-sexiest-man-alive	Entertainment Weekly	e	bK9nRt4mKsYvWx7qJhDgAh	www.ew.com	1394470620698
252	Beyonce Renaissance World Tour Grosses 500 Million Dollars	http://www.billboard.com/beyonce-renaissance-tour-500-million	Billboard	e	dM2nKt6mPsYvLw9xJhDgBh	www.billboard.com	1394470621698
253	Sony Pictures Announces Spider Verse Trilogy Conclusion Film	http://www.variety.com/sony-spider-verse-trilogy-conclusion	Variety	e	fO4nRt8mKsYvWx2qJhDgCh	www.variety.com	1394470622698
254	Morgan Wallen Album Breaks Country Music Sales Record	http://www.rollingstone.com/morgan-wallen-country-sales-record	Rolling Stone	e	hQ6nKt1mPsYvLw4xJhDgDh	www.rollingstone.com	1394470623698
255	Meryl Streep Joins Cast of Only Murders in the Building Season 4	http://www.hollywoodreporter.com/meryl-streep-only-murders-season-4	Hollywood Reporter	e	jS8nRt3mKsYvWx6qJhDgEh	www.hollywoodreporter.com	1394470624698
256	The Weeknd Announces Final Album Under Current Stage Name	http://www.billboard.com/weeknd-final-album-stage-name	Billboard	e	lU1nKt5mPsYvLw8xJhDgFh	www.billboard.com	1394470625698
257	Greta Gerwig Signs Deal to Direct Chronicles of Narnia for Netflix	http://www.variety.com/greta-gerwig-narnia-netflix	Variety	e	nW3nRt7mKsYvWx1qJhDgGh	www.variety.com	1394470626698
258	Harry Styles Opens New Restaurant in London West End District	http://www.ew.com/harry-styles-restaurant-london	Entertainment Weekly	e	pY5nKt9mPsYvLw3xJhDgHh	www.ew.com	1394470627698
259	Inside Out 2 Becomes Highest Grossing Animated Film of All Time	http://www.hollywoodreporter.com/inside-out-2-highest-grossing-animated	Hollywood Reporter	e	rA7nRt2mKsYvWx5qJhDgIh	www.hollywoodreporter.com	1394470628698
260	Olivia Rodrigo Guts World Tour Sells Out in Under 10 Minutes	http://www.rollingstone.com/olivia-rodrigo-guts-tour-sellout	Rolling Stone	e	tC9nKt4mPsYvLw7xJhDgJh	www.rollingstone.com	1394470629698
261	James Cameron Announces Avatar 3 Release Date for December 2025	http://www.variety.com/james-cameron-avatar-3-release-date	Variety	e	vE2nRt6mKsYvWx9qJhDgKh	www.variety.com	1394470630698
262	Miley Cyrus Flowers Becomes Most Streamed Song in Spotify History	http://www.billboard.com/miley-cyrus-flowers-most-streamed	Billboard	e	xG4nKt8mPsYvLw2xJhDgLh	www.billboard.com	1394470631698
263	Christopher Nolan Signs Exclusive Deal With Universal Pictures	http://www.hollywoodreporter.com/nolan-exclusive-universal-deal	Hollywood Reporter	e	zI6nRt1mKsYvWx4qJhDgMh	www.hollywoodreporter.com	1394470632698
264	Sabrina Carpenter Tops Billboard Hot 100 for Eighth Consecutive Week	http://www.billboard.com/sabrina-carpenter-hot-100-eighth-week	Billboard	e	bK8nKt3mPsYvLw6xJhDgNh	www.billboard.com	1394470633698
265	Bear Grylls Hosts New Survival Reality Show on Discovery Channel	http://www.ew.com/bear-grylls-survival-show-discovery	Entertainment Weekly	e	dM1nRt5mKsYvWx8qJhDgOh	www.ew.com	1394470634698
266	Netflix Announces Live Action One Piece Season 2 Production Start	http://www.variety.com/netflix-one-piece-season-2-production	Variety	e	fO3nKt7mPsYvLw1xJhDgPh	www.variety.com	1394470635698
267	Doja Cat Shocks Fans With Experimental Electronic Music Album	http://www.rollingstone.com/doja-cat-electronic-album	Rolling Stone	e	hQ5nRt9mKsYvWx3qJhDgQh	www.rollingstone.com	1394470636698
268	Florence Pugh Cast as Lead in New Ridley Scott Historical Epic	http://www.hollywoodreporter.com/florence-pugh-ridley-scott-epic	Hollywood Reporter	e	jS7nKt2mPsYvLw5xJhDgRh	www.hollywoodreporter.com	1394470637698
269	Glastonbury Festival 2024 Sells Out in Record 22 Minutes	http://www.billboard.com/glastonbury-2024-sells-out-record	Billboard	e	lU9nRt4mKsYvWx7qJhDgSh	www.billboard.com	1394470638698
270	Shogun Wins Outstanding Drama Series at Primetime Emmy Awards	http://www.ew.com/shogun-outstanding-drama-emmy	Entertainment Weekly	e	nW2nKt6mPsYvLw9xJhDgTh	www.ew.com	1394470639698
271	Ariana Grande Returns to Broadway in Wicked Movie Musical Role	http://www.variety.com/ariana-grande-broadway-wicked	Variety	e	pY4nRt8mKsYvWx2qJhDgUh	www.variety.com	1394470640698
272	Kanye West Launches Independent Music Streaming Platform	http://www.rollingstone.com/kanye-west-streaming-platform	Rolling Stone	e	rA6nKt1mPsYvLw4xJhDgVh	www.rollingstone.com	1394470641698
273	Cillian Murphy Wins Best Actor Oscar for Oppenheimer Performance	http://www.hollywoodreporter.com/cillian-murphy-oscar-oppenheimer	Hollywood Reporter	e	tC8nRt3mKsYvWx6qJhDgWh	www.hollywoodreporter.com	1394470642698
274	Foo Fighters Release Surprise Live Album Recorded at Wembley	http://www.billboard.com/foo-fighters-live-album-wembley	Billboard	e	vE1nKt5mPsYvLw8xJhDgXh	www.billboard.com	1394470643698
275	Hulu Orders Three New Original Comedy Series for Fall Season	http://www.variety.com/hulu-three-comedy-series-fall	Variety	e	xG3nRt7mKsYvWx1qJhDgYh	www.variety.com	1394470644698
276	Ice Spice Wins Best New Artist at Grammy Awards Ceremony	http://www.billboard.com/ice-spice-best-new-artist-grammy	Billboard	e	zI5nKt9mPsYvLw3xJhDgZh	www.billboard.com	1394470645698
